index,pred_class,true_bbox,cam_bboxes,efficientnet_adv_iou
german_shorthaired_26,14,"[47.712, 3.136, 148.288, 220.864]","[79, 137, 145, 87]",0.2892790208142173
leonberger_63,19,"[0.0, 28.896, 223.552, 166.656]","[24, 36, 127, 103]",0.3511085717215647
staffordshire_bull_terrier_20,34,"[47.04, 33.2, 143.36, 160.832]","[54, 36, 101, 99]",0.43366673820686
Bombay_67,7,"[28.0, 0.0, 167.552, 224.0]","[28, 61, 153, 120]",0.4891871521335807
chihuahua_43,4,"[39.24, 2.688, 140.672, 220.416]","[100, 63, 89, 103]",0.25768038504030927
boxer_49,8,"[48.832, 34.512, 173.824, 162.624]","[62, 40, 114, 101]",0.407316352938466
boxer_45,8,"[80.64, 44.272, 75.712, 139.328]","[64, 50, 94, 103]",0.6272557906892073
keeshond_36,18,"[41.2, 54.13333333333333, 126.93333333333334, 145.13333333333333]","[74, 61, 94, 116]",0.5918927056353088
keeshond_97,18,"[22.848, 28.0, 167.552, 168.0]","[0, 46, 149, 105]",0.4336145452945577
newfoundland_76,22,"[75.632, 63.168, 102.144, 136.192]","[70, 70, 100, 94]",0.6142812458694246
yorkshire_terrier_196,36,"[58.24, 50.44, 88.256, 116.928]","[71, 65, 92, 85]",0.5474253936329433
pomeranian_9,24,"[24.192, 83.24799999999999, 103.04, 88.256]","[59, 68, 102, 89]",0.3829817220264209
beagle_71,4,"[45.696, 67.016, 128.12800000000001, 98.11200000000001]","[95, 42, 99, 88]",0.3042392895972666
Ragdoll_264,26,"[0.0, 53.08108108108108, 198.05405405405406, 112.43243243243244]","[82, 60, 112, 78]",0.3923171397379912
saint_bernard_91,28,"[22.848, 49.992000000000004, 201.15200000000002, 120.96000000000001]","[37, 39, 101, 93]",0.3255623943035593
Birman_81,6,"[10.0, 46.0, 214.0, 113.0]","[0, 52, 116, 81]",0.34354993597951344
german_shorthaired_86,14,"[21.952, 49.992000000000004, 155.008, 131.264]","[69, 50, 94, 102]",0.4712249512936228
pug_196,25,"[45.17333333333333, 35.093333333333334, 150.82666666666668, 167.25333333333333]","[38, 26, 96, 98]",0.29536929266878653
pomeranian_25,24,"[38.528, 28.448, 175.168, 166.656]","[59, 60, 115, 91]",0.3584788249977409
Birman_65,32,"[0.0, 65.224, 166.208, 120.512]","[44, 72, 113, 92]",0.5190199520423806
samoyed_66,29,"[66.304, 24.240000000000002, 99.008, 178.752]","[68, 50, 93, 98]",0.5149769928214201
Birman_78,6,"[38.344, 10.304, 146.94400000000002, 213.696]","[52, 33, 114, 103]",0.3739330271052277
keeshond_57,18,"[35.392, 42.784, 105.28, 100.8]","[47, 42, 109, 84]",0.6510372736944643
german_shorthaired_199,14,"[51.968, 42.824, 172.032, 142.912]","[117, 75, 107, 111]",0.48138878479286873
havanese_37,16,"[42.376, 11.648, 144.256, 212.352]","[49, 23, 107, 111]",0.3877184921702387
basset_hound_93,3,"[50.176, 50.44, 173.824, 94.08]","[62, 42, 97, 91]",0.46635805091256144
basset_hound_47,3,"[48.304, 15.68, 136.192, 191.296]","[62, 31, 105, 111]",0.44735757054925074
basset_hound_90,3,"[13.888, 59.848, 107.072, 120.512]","[0, 64, 106, 85]",0.555918267167186
pomeranian_50,24,"[37.896, 45.696, 138.88, 157.696]","[60, 56, 104, 93]",0.4416272901205937
boxer_64,8,"[0.448, 1.344, 215.936, 222.656]","[37, 33, 142, 121]",0.35736684641254246
British_Shorthair_2,9,"[18.330909090909092, 21.17818181818182, 170.24, 197.93454545454546]","[93, 28, 102, 110]",0.30557287675186023
wheaten_terrier_29,35,"[42.824, 124.544, 58.24, 91.84]","[39, 109, 88, 95]",0.5095686624507625
Ragdoll_8,6,"[0.0, 39.688, 179.20000000000002, 141.568]","[38, 51, 96, 85]",0.321652592999225
Maine_Coon_85,20,"[75.488, 8.96, 112.0, 215.04]","[69, 0, 90, 125]",0.37789845155986
scottish_terrier_49,30,"[50.624, 53.800000000000004, 116.928, 111.552]","[50, 55, 103, 88]",0.6877972733233374
great_pyrenees_47,15,"[12.992, 25.136, 146.496, 176.064]","[30, 43, 125, 100]",0.48463377986066153
basset_hound_95,3,"[36.288000000000004, 37.448, 187.71200000000002, 148.736]","[44, 38, 136, 107]",0.5212121744490993
staffordshire_bull_terrier_51,8,"[86.464, 49.784, 59.584, 107.072]","[65, 100, 89, 66]",0.38209802640604956
Birman_6,6,"[44.352000000000004, 44.168, 168.0, 133.504]","[35, 32, 98, 89]",0.27983138037156824
Persian_91,16,"[19.264, 3.584, 189.056, 219.52]","[54, 30, 94, 77]",0.1744030275448026
english_setter_38,13,"[99.904, 78.768, 72.57600000000001, 71.68]","[96, 63, 85, 75]",0.5906251713832075
Bengal_44,5,"[157.696, 157.92000000000002, 59.584, 37.632]","[56, 63, 88, 71]",0.0
american_pit_bull_terrier_42,34,"[2.24, 36.376, 202.94400000000002, 157.248]","[56, 38, 112, 100]",0.3509592361689492
pomeranian_83,24,"[79.072, 84.224, 59.136, 90.496]","[62, 67, 94, 92]",0.4616965902101886
beagle_28,1,"[47.304, 8.064, 137.536, 215.936]","[75, 0, 90, 112]",0.30745511508716405
chihuahua_1,34,"[61.192, 58.688, 84.672, 133.504]","[68, 67, 94, 105]",0.6289823052084518
British_Shorthair_93,9,"[45.696, 39.168, 178.304, 153.216]","[58, 67, 114, 104]",0.43398326667350356
Ragdoll_33,26,"[0.0, 38.792, 224.0, 146.048]","[82, 37, 113, 97]",0.32683485569632065
Bengal_49,5,"[89.60000000000001, 68.36, 70.336, 100.352]","[69, 65, 86, 93]",0.6376461078832748
Persian_44,23,"[26.472, 12.544, 184.576, 171.136]","[57, 36, 101, 101]",0.3229431972475744
german_shorthaired_30,14,"[0.0, 75.08, 153.216, 111.552]","[55, 64, 102, 112]",0.5327980987331572
american_bulldog_66,1,"[7.6160000000000005, 49.096000000000004, 158.144, 131.264]","[65, 42, 110, 100]",0.4179467498483531
newfoundland_67,22,"[11.648, 71.00800000000001, 211.904, 124.992]","[52, 70, 102, 95]",0.36056792113029074
Persian_37,23,"[20.16, 94.344, 145.15200000000002, 88.70400000000001]","[83, 85, 97, 79]",0.38726847860017594
pug_21,25,"[27.648, 18.368000000000002, 178.752, 201.15200000000002]","[61, 30, 120, 112]",0.3737868374404034
chihuahua_76,10,"[42.544, 18.368000000000002, 129.024, 177.40800000000002]","[79, 37, 94, 98]",0.39390252105783596
Bengal_40,5,"[65.856, 12.096, 120.512, 185.92000000000002]","[70, 41, 98, 119]",0.520495084426927
american_bulldog_9,1,"[0.0, 37.0, 224.0, 149.632]","[19, 42, 147, 116]",0.508748128742515
boxer_5,28,"[28.672, 45.512, 142.912, 133.056]","[31, 28, 96, 98]",0.37334168902288595
american_pit_bull_terrier_44,1,"[79.296, 37.0, 70.336, 124.544]","[67, 27, 94, 77]",0.41757543610016057
american_bulldog_216,1,"[0.0, 42.376, 221.76, 125.888]","[63, 51, 124, 95]",0.4219662765354174
german_shorthaired_58,14,"[94.976, 62.768, 112.44800000000001, 113.792]","[121, 58, 103, 98]",0.5432425482819365
Abyssinian_30,0,"[44.616, 59.136, 138.88, 96.32000000000001]","[83, 60, 110, 86]",0.6088836325565161
samoyed_5,29,"[86.24000000000001, 80.64, 47.04, 72.57600000000001]","[69, 65, 88, 91]",0.4263205594405593
scottish_terrier_63,30,"[78.21600000000001, 64.96000000000001, 77.504, 139.776]","[75, 65, 88, 100]",0.6522368957151733
pug_67,25,"[64.06400000000001, 38.0, 103.488, 141.568]","[64, 62, 101, 94]",0.6473520901250469
chihuahua_20,10,"[32.704, 39.647999999999996, 162.17600000000002, 133.504]","[62, 59, 121, 94]",0.5253301917980658
scottish_terrier_198,30,"[73.47200000000001, 47.752, 132.16, 137.088]","[98, 76, 97, 85]",0.45508360476959153
Abyssinian_77,0,"[48.384, 49.056, 137.088, 146.496]","[44, 72, 95, 115]",0.5061853671460523
Abyssinian_40,0,"[24.904009720534628, 28.26609963547995, 199.09599027946535, 170.65370595382745]","[32, 44, 101, 130]",0.3864439286388124
staffordshire_bull_terrier_36,34,"[11.648, 44.576, 171.584, 148.736]","[65, 43, 112, 106]",0.45512641168337015
havanese_193,16,"[87.36, 31.584, 136.64000000000001, 163.968]","[90, 53, 109, 94]",0.4573170557526961
leonberger_54,19,"[33.6, 35.616, 190.4, 159.936]","[54, 60, 114, 98]",0.3668746910528917
leonberger_52,19,"[77.056, 83.55199999999999, 55.552, 91.392]","[67, 71, 86, 84]",0.4763697883262638
Maine_Coon_63,20,"[37.24, 8.064, 150.976, 214.592]","[61, 33, 113, 116]",0.4045898565778566
staffordshire_bull_terrier_96,34,"[33.792, 58.24, 157.248, 160.38400000000001]","[33, 57, 103, 84]",0.3328463590664313
British_Shorthair_78,23,"[36.0, 32.256, 116.928, 191.744]","[64, 54, 96, 104]",0.39940489146561503
Sphynx_27,33,"[0.448, 27.856, 223.552, 178.304]","[29, 62, 106, 108]",0.28720366330034697
english_setter_29,13,"[38.976, 10.752, 182.336, 213.248]","[54, 30, 105, 103]",0.27814363998056224
american_pit_bull_terrier_28,1,"[107.968, 68.80799999999999, 116.032, 116.928]","[99, 53, 93, 86]",0.3764835826212628
Birman_70,6,"[2.688, 49.544, 220.864, 135.296]","[35, 59, 95, 86]",0.27340859699668857
great_pyrenees_6,15,"[25.536, 56.263999999999996, 198.464, 129.92000000000002]","[49, 48, 93, 103]",0.3318061875813535
Bengal_61,5,"[0.0, 32.928, 203.84, 158.144]","[36, 64, 129, 110]",0.44019009442023543
german_shorthaired_74,14,"[67.648, 61.192, 98.56, 125.44]","[67, 63, 91, 111]",0.806500568253535
chihuahua_69,10,"[34.944, 1.792, 189.056, 218.624]","[62, 32, 103, 100]",0.24920050825182066
chihuahua_55,10,"[65.224, 3.136, 112.896, 220.864]","[66, 29, 99, 103]",0.40894879349523056
Bengal_38,5,"[0.0, 49.544, 181.888, 135.744]","[25, 59, 147, 106]",0.6311004791981661
english_setter_62,13,"[66.304, 12.928, 100.8, 194.43200000000002]","[61, 0, 104, 133]",0.5491455280676154
miniature_pinscher_85,2,"[47.304, 21.504, 123.2, 202.496]","[63, 27, 97, 113]",0.43936253478664195
american_pit_bull_terrier_74,2,"[54.656, 63.84, 134.848, 132.16]","[40, 78, 114, 91]",0.4719501950082747
japanese_chin_71,17,"[39.688, 84.224, 146.94400000000002, 137.984]","[64, 94, 100, 94]",0.46360409710685024
basset_hound_55,3,"[71.68, 71.456, 81.08800000000001, 117.824]","[69, 63, 92, 92]",0.6025078840974495
Bombay_79,7,"[27.62666666666667, 27.0, 195.62666666666667, 162.02666666666667]","[52, 64, 172, 95]",0.5121265312786707
Bombay_5,7,"[71.07737397420868, 23.371629542790153, 89.81008206330598, 175.15592028135993]","[72, 40, 95, 122]",0.6581659329268312
Bengal_28,5,"[67.016, 12.096, 86.912, 194.43200000000002]","[67, 51, 93, 121]",0.596329983401378
havanese_76,16,"[4.928, 11.584, 218.17600000000002, 204.73600000000002]","[36, 63, 151, 94]",0.3177632082380173
Birman_61,6,"[0.0, 66.12, 164.864, 119.168]","[39, 81, 125, 96]",0.610795407162538
keeshond_66,18,"[78.848, 87.232, 102.144, 99.904]","[74, 88, 94, 81]",0.6814305668253634
staffordshire_bull_terrier_200,34,"[74.816, 72.80000000000001, 103.936, 123.2]","[81, 88, 102, 78]",0.5804282546434528
leonberger_87,19,"[67.648, 40.544, 106.624, 155.008]","[74, 58, 110, 102]",0.5837810405952162
Bengal_197,5,"[20.906666666666666, 37.24, 203.09333333333333, 150.82666666666668]","[81, 45, 115, 86]",0.3228661320654499
pomeranian_95,24,"[45.96, 56.448, 135.744, 167.552]","[57, 74, 94, 97]",0.40089379023436555
Ragdoll_54,26,"[5.824, 39.344, 217.728, 143.808]","[25, 55, 114, 85]",0.30947562407332846
saint_bernard_198,28,"[31.808, 48.647999999999996, 119.168, 134.848]","[56, 81, 106, 87]",0.4852357546785911
yorkshire_terrier_48,36,"[51.968, 37.0, 90.944, 134.4]","[62, 72, 90, 73]",0.4583609802710129
english_setter_31,13,"[24.896, 19.264, 175.168, 201.6]","[64, 0, 91, 159]",0.34305481359365514
Maine_Coon_54,20,"[42.376, 7.168, 143.36, 183.232]","[62, 52, 116, 105]",0.46367958380632207
Egyptian_Mau_43,11,"[0.0, 28.0, 224.0, 167.552]","[57, 75, 167, 93]",0.41381076578358617
yorkshire_terrier_34,36,"[2.688, 37.0, 174.72, 148.736]","[64, 59, 117, 80]",0.3453019160553894
British_Shorthair_55,9,"[0.448, 44.616, 219.072, 141.568]","[42, 65, 130, 106]",0.4443214174114159
Egyptian_Mau_36,11,"[38.5719298245614, 18.07719298245614, 146.97543859649122, 205.92280701754385]","[92, 84, 95, 140]",0.42983515553915397
yorkshire_terrier_197,36,"[5.824, 32.928, 166.208, 163.072]","[34, 56, 105, 98]",0.3796505675927845
shiba_inu_34,31,"[56.448, 38.0, 129.024, 147.84]","[47, 49, 104, 97]",0.4587752955023956
american_pit_bull_terrier_22,3,"[0.0, 78.768, 203.84, 90.496]","[94, 62, 82, 84]",0.2781310071596432
yorkshire_terrier_61,36,"[3.584, 28.0, 185.472, 167.552]","[31, 55, 126, 105]",0.42572766507788884
Egyptian_Mau_201,7,"[1.973568281938326, 18.77533039647577, 222.02643171806167, 199.33039647577093]","[38, 61, 105, 99]",0.23488013282355022
american_bulldog_60,1,"[28.224, 59.808, 195.328, 136.64000000000001]","[43, 59, 128, 94]",0.4452117096527127
Bombay_214,7,"[11.946666666666667, 55.64, 119.46666666666667, 135.89333333333335]","[0, 59, 101, 101]",0.5156936491718471
Bengal_198,5,"[4.027027027027027, 21.18918918918919, 189.4918918918919, 187.07027027027027]","[71, 66, 108, 99]",0.30162236755647076
english_setter_193,13,"[53.088, 21.952, 142.464, 195.776]","[70, 0, 101, 136]",0.3825819576336704
Maine_Coon_80,20,"[41.888, 46.592, 106.176, 174.72]","[42, 57, 92, 88]",0.4364168582070933
Maine_Coon_246,20,"[27.62666666666667, 12.24, 173.2266666666667, 199.36]","[33, 104, 125, 92]",0.33300063899058263
Maine_Coon_33,20,"[12.544, 69.16, 211.45600000000002, 105.72800000000001]","[0, 61, 103, 78]",0.2624246738873932
keeshond_27,18,"[8.96, 53.088, 176.512, 134.4]","[52, 69, 135, 88]",0.4923168378238739
Ragdoll_87,26,"[17.024, 38.792, 133.504, 146.94400000000002]","[31, 63, 132, 102]",0.5836284603196309
Birman_73,6,"[5.376, 55.775999999999996, 57.344, 91.84]","[79, 46, 104, 89]",0.0
Ragdoll_2,26,"[33.39636363636364, 40.14545454545455, 147.43272727272728, 138.47272727272727]","[98, 33, 95, 97]",0.3354346256312999
saint_bernard_58,28,"[54.656, 39.688, 116.928, 145.6]","[63, 48, 103, 91]",0.5505524767378216
Birman_28,6,"[19.264, 52.64, 195.328, 131.264]","[27, 57, 111, 85]",0.3679863987446905
wheaten_terrier_19,35,"[34.944, 57.608000000000004, 159.936, 123.648]","[68, 51, 78, 84]",0.2974973790557076
wheaten_terrier_60,35,"[73.024, 28.448, 150.976, 134.4]","[68, 32, 121, 91]",0.5086578801337845
yorkshire_terrier_41,36,"[5.376, 55.816, 189.504, 97.664]","[37, 66, 118, 80]",0.5100574617250114
Ragdoll_68,26,"[9.856, 12.824, 213.248, 203.392]","[44, 50, 128, 113]",0.3334798362390897
boxer_4,34,"[33.152, 58.056, 89.152, 118.72]","[27, 64, 85, 86]",0.6101689488205475
beagle_59,3,"[62.984, 61.376000000000005, 112.896, 124.544]","[54, 78, 107, 87]",0.574539737895731
staffordshire_bull_terrier_50,34,"[70.336, 45.848, 125.888, 146.496]","[94, 40, 106, 101]",0.5008332538328697
great_pyrenees_24,15,"[43.904, 40.16, 143.808, 152.32]","[42, 36, 115, 94]",0.45049277436972845
Ragdoll_228,6,"[30.613333333333333, 46.21333333333333, 166.50666666666666, 139.62666666666667]","[20, 72, 147, 97]",0.5449115542113514
saint_bernard_87,28,"[0.448, 43.68, 211.008, 144.256]","[57, 54, 132, 86]",0.3729405230858415
Russian_Blue_51,27,"[61.192, 4.928, 119.168, 215.936]","[65, 27, 99, 122]",0.4693645901447029
american_pit_bull_terrier_204,2,"[32.10666666666667, 54.413333333333334, 121.70666666666668, 123.2]","[65, 42, 102, 88]",0.3890040302349883
Abyssinian_224,0,"[51.14666666666667, 11.200000000000001, 133.65333333333334, 212.8]","[76, 58, 89, 115]",0.359862364160601
Birman_63,6,"[32.032, 4.928, 160.832, 215.488]","[42, 36, 136, 104]",0.408109490879089
staffordshire_bull_terrier_83,34,"[94.528, 28.0, 55.552, 135.296]","[81, 47, 92, 93]",0.4737312044779607
Siamese_30,32,"[56.672, 25.984, 138.88, 198.016]","[64, 72, 109, 126]",0.4994097902808767
havanese_22,35,"[57.344, 45.512, 92.736, 128.576]","[68, 34, 91, 92]",0.48260453868243375
beagle_79,4,"[62.72, 66.568, 67.2, 77.504]","[66, 43, 92, 89]",0.45392653526525517
British_Shorthair_263,9,"[28.746666666666666, 14.186666666666667, 147.09333333333333, 209.81333333333333]","[49, 52, 113, 98]",0.3588214905070723
chihuahua_193,10,"[66.45333333333333, 61.30666666666667, 84.37333333333333, 118.72]","[68, 59, 95, 93]",0.6624199843470563
boxer_87,8,"[61.824, 52.64, 159.04, 143.36]","[69, 48, 114, 109]",0.5099692851808952
german_shorthaired_91,14,"[61.152, 17.472, 73.024, 186.368]","[61, 21, 88, 135]",0.630681269904118
english_setter_30,13,"[28.448, 69.888, 164.864, 153.66400000000002]","[29, 76, 115, 102]",0.4630203142663771
boxer_92,8,"[1.344, 22.240000000000002, 184.12800000000001, 178.752]","[40, 50, 138, 110]",0.46121245408321926
miniature_pinscher_33,21,"[49.448, 51.968, 61.824, 171.136]","[31, 62, 90, 77]",0.37337245135353314
scottish_terrier_38,30,"[59.120000000000005, 32.704, 117.824, 149.632]","[45, 42, 93, 97]",0.40270568502127563
saint_bernard_29,28,"[88.896, 26.88, 97.21600000000001, 169.792]","[70, 0, 95, 100]",0.27222316022297716
japanese_chin_198,17,"[67.392, 8.512, 119.168, 210.112]","[91, 0, 97, 99]",0.3326473740789481
Russian_Blue_21,27,"[16.039506172839506, 7.637037037037036, 207.4074074074074, 214.59753086419752]","[52, 56, 130, 123]",0.359252236252104
japanese_chin_4,17,"[55.104, 56.672, 107.52, 122.304]","[63, 58, 101, 91]",0.6829039843468951
keeshond_58,18,"[26.88, 52.912, 186.368, 146.048]","[64, 66, 113, 91]",0.3777921043081726
Birman_196,6,"[58.98666666666667, 41.49333333333333, 114.98666666666668, 141.86666666666667]","[35, 32, 93, 88]",0.28398094963912496
scottish_terrier_91,30,"[37.896, 5.824, 142.912, 218.17600000000002]","[71, 34, 100, 95]",0.3046827964673474
boxer_46,8,"[71.232, 49.272, 95.424, 128.12800000000001]","[60, 37, 101, 91]",0.49248371132581326
Maine_Coon_27,20,"[18.816, 77.768, 151.872, 73.47200000000001]","[84, 68, 106, 91]",0.44122293035696203
american_bulldog_82,1,"[59.848, 15.232000000000001, 96.768, 186.368]","[68, 0, 94, 107]",0.40741344248440564
japanese_chin_30,17,"[129.736, 2.24, 56.448, 149.184]","[65, 50, 101, 92]",0.2320597279480692
Persian_9,23,"[0.0, 33.448, 224.0, 154.56]","[39, 89, 144, 84]",0.3493788819875776
havanese_47,16,"[17.472, 45.96, 133.504, 125.44]","[0, 31, 114, 80]",0.3205024215602601
Birman_85,6,"[0.0, 39.688, 214.592, 142.016]","[61, 62, 96, 87]",0.2740562318194666
staffordshire_bull_terrier_53,1,"[45.696, 48.647999999999996, 140.224, 129.024]","[51, 46, 101, 82]",0.43652934999487003
Abyssinian_47,0,"[0.0, 37.0, 223.104, 148.736]","[82, 37, 110, 104]",0.34474864666435595
staffordshire_bull_terrier_80,34,"[35.392, 74.144, 150.08, 93.184]","[77, 69, 109, 85]",0.5937887777151223
Birman_193,6,"[35.392, 45.512, 120.96000000000001, 137.536]","[32, 43, 96, 93]",0.48764532326513294
Egyptian_Mau_98,11,"[7.466666666666667, 43.653333333333336, 185.17333333333335, 150.82666666666668]","[56, 78, 122, 84]",0.36692942407720025
japanese_chin_67,17,"[4.928, 73.80000000000001, 150.528, 79.744]","[0, 53, 101, 82]",0.408133154702021
yorkshire_terrier_40,36,"[56.896, 28.448, 106.624, 167.552]","[58, 41, 99, 89]",0.4931972132340332
german_shorthaired_194,14,"[33.152, 60.296, 190.848, 125.44]","[88, 72, 136, 124]",0.6105214327784044
shiba_inu_57,31,"[63.79443254817987, 35.974304068522486, 109.36188436830835, 175.55460385438974]","[62, 62, 106, 100]",0.5377401132341232
wheaten_terrier_78,35,"[12.544, 29.344, 172.032, 146.496]","[41, 57, 125, 102]",0.5059122317576686
chihuahua_65,10,"[35.6, 9.856, 113.34400000000001, 188.16]","[66, 22, 92, 98]",0.36591356985956386
basset_hound_50,3,"[44.800000000000004, 61.296, 156.352, 122.304]","[71, 64, 100, 91]",0.4758798218427772
american_pit_bull_terrier_92,3,"[86.464, 67.912, 83.776, 114.688]","[76, 66, 97, 93]",0.6938451961434552
beagle_89,4,"[69.888, 64.776, 77.952, 109.312]","[62, 38, 94, 101]",0.4731232473460696
japanese_chin_192,17,"[29.344, 36.288000000000004, 116.48, 132.16]","[56, 35, 103, 94]",0.4972322832550576
keeshond_192,18,"[27.328, 28.0, 195.776, 168.0]","[37, 58, 130, 102]",0.40315754448232377
Egyptian_Mau_23,11,"[44.352000000000004, 59.504000000000005, 145.15200000000002, 81.536]","[83, 63, 84, 90]",0.5105518586704529
leonberger_44,19,"[15.68, 38.792, 168.89600000000002, 146.94400000000002]","[68, 56, 106, 94]",0.40147868865635133
Abyssinian_73,0,"[44.24, 52.120000000000005, 131.60000000000002, 124.88000000000001]","[47, 53, 113, 96]",0.6600865706458138
British_Shorthair_87,20,"[59.584, 76.624, 113.792, 63.616]","[93, 63, 93, 93]",0.4745520372471859
Siamese_79,32,"[22.448, 7.6160000000000005, 162.624, 211.45600000000002]","[95, 0, 97, 105]",0.24500742064839054
american_pit_bull_terrier_60,2,"[64.24806201550388, 50.35658914728682, 71.1937984496124, 140.65116279069767]","[42, 35, 92, 103]",0.4570282337075993
Birman_191,6,"[6.272, 42.824, 190.4, 140.224]","[63, 54, 119, 84]",0.3744009584664537
american_bulldog_67,3,"[75.264, 75.976, 62.272, 94.976]","[72, 70, 87, 70]",0.4972785657282004
Sphynx_61,33,"[70.152, 63.168, 106.624, 74.816]","[87, 60, 82, 83]",0.7093803244873651
english_cocker_spaniel_43,12,"[39.872, 68.016, 123.648, 118.72]","[35, 81, 105, 91]",0.6025089505395208
great_pyrenees_199,15,"[3.584, 29.792, 163.52, 131.712]","[18, 44, 111, 87]",0.4483797686323621
american_pit_bull_terrier_36,2,"[28.448, 23.296, 132.608, 196.672]","[79, 0, 101, 122]",0.2672754744245543
american_pit_bull_terrier_61,1,"[32.704, 57.608000000000004, 191.296, 129.024]","[41, 60, 137, 108]",0.5994706595313769
Ragdoll_79,26,"[2.4295010845986984, 32.26030368763557, 221.08459869848156, 162.29067245119305]","[0, 59, 136, 71]",0.26304736749661584
Birman_68,6,"[0.896, 0.0, 223.104, 224.0]","[36, 57, 144, 112]",0.3227194492254733
scottish_terrier_34,30,"[86.912, 39.688, 137.088, 146.496]","[80, 60, 99, 94]",0.4175204189314854
chihuahua_30,31,"[71.49600000000001, 25.536, 100.8, 181.888]","[62, 39, 101, 106]",0.5014984214994407
Maine_Coon_43,20,"[3.136, 15.232000000000001, 220.864, 208.768]","[69, 66, 125, 136]",0.3686888955671065
Siamese_65,32,"[41.032, 9.856, 145.15200000000002, 210.56]","[66, 0, 96, 104]",0.2868296259320501
english_setter_87,13,"[55.104, 77.32, 86.016, 108.416]","[68, 73, 89, 88]",0.5542871955856838
Bombay_89,7,"[37.448, 26.88, 142.464, 197.12]","[57, 71, 108, 132]",0.5076470446669233
wheaten_terrier_49,35,"[43.51851851851852, 12.444444444444443, 140.5185185185185, 211.55555555555554]","[66, 26, 105, 98]",0.3461444540915998
Abyssinian_97,0,"[47.712, 17.472, 111.552, 94.976]","[70, 0, 89, 104]",0.6338384614156048
yorkshire_terrier_21,36,"[54.208, 45.024, 136.192, 150.976]","[64, 62, 119, 100]",0.5787452624048995
american_bulldog_218,1,"[29.816, 9.856, 176.512, 214.144]","[43, 0, 110, 113]",0.2917932638312694
boxer_74,8,"[9.928, 3.136, 207.872, 220.416]","[37, 33, 150, 118]",0.3863084030000772
miniature_pinscher_78,21,"[97.48, 117.376, 61.376000000000005, 106.624]","[94, 123, 79, 101]",0.7446952161895365
yorkshire_terrier_88,36,"[43.904, 42.824, 118.72, 139.328]","[46, 62, 104, 83]",0.5218541490490511
Birman_72,6,"[57.792, 46.368, 117.824, 123.648]","[59, 48, 98, 86]",0.5785004064032623
basset_hound_20,3,"[69.44, 45.472, 132.608, 143.808]","[63, 58, 94, 93]",0.4140055588307176
Maine_Coon_25,20,"[3.136, 71.904, 203.392, 98.56]","[99, 68, 95, 89]",0.395946641745242
basset_hound_84,3,"[22.848, 84.44800000000001, 131.712, 76.608]","[70, 69, 103, 81]",0.4300253943661708
boxer_91,8,"[33.376, 54.656, 135.744, 146.048]","[95, 36, 92, 85]",0.2163620791618087
german_shorthaired_57,14,"[40.32, 52.912, 144.256, 123.648]","[31, 67, 154, 92]",0.7084427899445127
miniature_pinscher_6,21,"[61.51029748283753, 11.73913043478261, 83.55148741418765, 206.05949656750573]","[63, 30, 91, 134]",0.5971598277726474
pug_98,25,"[70.336, 41.584, 153.66400000000002, 145.15200000000002]","[78, 35, 104, 98]",0.41355038390023185
havanese_34,16,"[58.504000000000005, 17.024, 115.584, 161.28]","[89, 0, 100, 108]",0.3567196075390984
Persian_257,23,"[2.40343347639485, 39.44206008583691, 188.90987124463518, 146.12875536480686]","[40, 59, 118, 97]",0.4146325611495854
american_bulldog_27,1,"[46.816, 15.68, 113.34400000000001, 169.344]","[71, 0, 86, 85]",0.2902027085800063
american_bulldog_87,34,"[7.6160000000000005, 34.272, 215.04, 124.992]","[64, 35, 112, 92]",0.3833578682369005
samoyed_33,29,"[51.072, 28.0, 133.504, 167.552]","[66, 35, 101, 97]",0.4379748915658393
shiba_inu_67,31,"[38.976, 57.16, 139.328, 128.576]","[31, 48, 114, 84]",0.40576187898866184
beagle_41,4,"[21.952, 48.647999999999996, 151.872, 136.64000000000001]","[33, 54, 139, 103]",0.689916385276002
pug_86,25,"[58.952, 28.224, 126.784, 194.88]","[64, 34, 103, 105]",0.43771840023325037
german_shorthaired_65,14,"[30.688, 68.992, 163.072, 154.56]","[39, 74, 131, 150]",0.7754913234641858
english_setter_32,13,"[0.448, 49.504000000000005, 202.496, 146.496]","[62, 54, 109, 108]",0.39683323550659194
pug_99,25,"[36.288000000000004, 45.512, 128.576, 140.224]","[38, 57, 101, 100]",0.5601948494440468
chihuahua_3,25,"[81.80000000000001, 66.304, 74.368, 145.6]","[60, 69, 99, 97]",0.5457774504488245
chihuahua_61,10,"[9.856, 15.232000000000001, 213.696, 208.32]","[56, 33, 115, 100]",0.25832740447230496
pomeranian_99,24,"[67.12, 39.872, 84.672, 157.696]","[64, 41, 95, 99]",0.58313612636291
keeshond_76,18,"[15.866666666666667, 45.4, 168.0, 140.0]","[38, 79, 125, 91]",0.4836309523809524
havanese_196,16,"[59.584, 51.336, 115.584, 133.952]","[55, 52, 95, 92]",0.5230158439278516
Ragdoll_227,26,"[59.733333333333334, 48.16, 136.64000000000001, 120.21333333333334]","[60, 60, 104, 89]",0.5634986150044988
pomeranian_20,24,"[49.504000000000005, 0.0, 146.048, 221.312]","[48, 25, 119, 103]",0.37263465189914446
Abyssinian_232,0,"[67.24000000000001, 17.92, 101.54666666666667, 188.90666666666667]","[69, 35, 89, 126]",0.5845849023898096
