index,pred_class,true_bbox,cam_bboxes,densenet_iou
Birman_45,6,"[0.0, 34.272, 216.832, 143.36]","[61, 57, 77, 64]",0.15853287337662336
Bombay_20,7,"[0.0, 54.472, 201.15200000000002, 131.712]","[86, 59, 70, 70]",0.1849466122751996
Russian_Blue_72,9,"[29.792, 9.408, 151.424, 214.592]","[72, 36, 81, 93]",0.2318247103028312
Bombay_83,7,"[27.62666666666667, 36.21333333333333, 174.72, 135.14666666666668]","[127, 47, 70, 71]",0.21047883401129258
Bombay_53,7,"[0.0, 11.2, 200.58181818181816, 212.79999999999998]","[62, 53, 83, 77]",0.1497288987061563
Ragdoll_47,26,"[32.256, 41.480000000000004, 166.656, 142.912]","[99, 61, 69, 63]",0.1825155994936654
english_cocker_spaniel_48,12,"[62.272, 60.296, 161.728, 124.096]","[87, 83, 80, 70]",0.279026227929695
american_pit_bull_terrier_63,1,"[48.647999999999996, 12.544, 131.712, 196.22400000000002]","[65, 29, 70, 73]",0.1977167355037253
Siamese_60,32,"[30.912, 37.856, 151.872, 157.248]","[90, 37, 74, 77]",0.2353174628396517
British_Shorthair_52,9,"[54.208, 13.888, 169.792, 207.872]","[97, 53, 78, 76]",0.16795578861833152
shiba_inu_86,31,"[23.296, 22.400000000000002, 158.592, 195.328]","[40, 60, 85, 75]",0.20579480613871268
Abyssinian_90,0,"[24.688, 19.264, 174.72, 204.73600000000002]","[57, 76, 99, 96]",0.26568656413920555
english_setter_79,13,"[56.448, 56.263999999999996, 106.624, 118.72]","[73, 76, 72, 76]",0.4322820772513858
basset_hound_32,3,"[12.544, 38.032, 93.632, 102.144]","[56, 77, 65, 60]",0.2879985212157563
Egyptian_Mau_81,11,"[67.176, 57.792, 132.16, 137.536]","[75, 87, 78, 74]",0.31754838108157746
samoyed_65,29,"[36.736000000000004, 75.03999999999999, 140.224, 100.352]","[54, 72, 68, 71]",0.32365352424409755
boxer_93,8,"[37.448, 19.712, 125.44, 178.304]","[71, 34, 74, 77]",0.254756523369398
english_cocker_spaniel_2,22,"[0.448, 25.448, 223.552, 166.656]","[48, 54, 101, 72]",0.19518855848629452
pomeranian_191,24,"[53.013333333333335, 51.89333333333333, 170.98666666666668, 143.36]","[75, 73, 74, 75]",0.22641372238715352
german_shorthaired_60,14,"[94.976, 75.976, 49.728, 81.536]","[84, 65, 68, 69]",0.49229085178982573
american_bulldog_92,1,"[49.992000000000004, 47.04, 107.968, 175.168]","[82, 70, 75, 74]",0.2934561092161923
samoyed_82,29,"[68.544, 36.064, 103.488, 142.912]","[62, 37, 69, 67]",0.27479101889508417
staffordshire_bull_terrier_89,34,"[49.728, 45.96, 114.24000000000001, 121.408]","[95, 48, 72, 71]",0.34765744729098225
pug_58,25,"[77.24799999999999, 64.06400000000001, 94.08, 123.2]","[106, 52, 68, 75]",0.3268484351566502
British_Shorthair_32,9,"[36.288000000000004, 21.784, 152.32, 186.816]","[73, 57, 80, 83]",0.2333442369753657
Sphynx_34,33,"[46.64, 30.912, 128.576, 193.088]","[69, 61, 90, 83]",0.30088837367246796
Abyssinian_92,0,"[43.504000000000005, 21.056, 155.45600000000002, 202.94400000000002]","[67, 59, 78, 87]",0.2150949184853627
german_shorthaired_97,14,"[0.0, 59.848, 147.392, 126.784]","[74, 74, 69, 66]",0.24369951496445935
British_Shorthair_37,9,"[66.304, 65.184, 81.536, 112.896]","[69, 67, 74, 77]",0.6190054719232014
miniature_pinscher_31,21,"[98.11200000000001, 39.24, 91.392, 139.776]","[107, 62, 71, 68]",0.3779431444051979
beagle_4,8,"[105.72800000000001, 57.608000000000004, 60.928000000000004, 93.632]","[97, 66, 70, 76]",0.7241669417791077
great_pyrenees_93,15,"[40.136, 19.712, 145.6, 198.464]","[99, 35, 67, 69]",0.15998555721125055
american_bulldog_79,1,"[28.672, 65.112, 180.992, 133.504]","[55, 68, 75, 72]",0.22348074097404266
american_bulldog_212,1,"[9.856, 41.888, 214.144, 153.66400000000002]","[49, 75, 116, 77]",0.2714380144082225
Ragdoll_261,26,"[1.792, 16.992, 221.76, 202.048]","[66, 67, 97, 78]",0.168860693340025
japanese_chin_20,17,"[36.512, 39.424, 146.94400000000002, 163.968]","[95, 45, 72, 73]",0.21814456615313058
Russian_Blue_44,27,"[37.896, 10.752, 147.392, 213.248]","[68, 36, 73, 76]",0.17651335664530685
miniature_pinscher_49,21,"[44.992000000000004, 10.752, 138.88, 213.248]","[74, 69, 79, 77]",0.20539654874046392
boxer_24,8,"[77.952, 36.512, 116.032, 159.488]","[92, 48, 82, 82]",0.36334728107329
yorkshire_terrier_77,36,"[71.456, 66.304, 75.264, 102.144]","[72, 91, 62, 66]",0.5322742642639763
chihuahua_6,33,"[23.296, 40.584, 78.4, 90.944]","[28, 38, 72, 72]",0.6831482573346604
British_Shorthair_46,9,"[0.896, 32.480000000000004, 166.208, 160.832]","[68, 61, 80, 76]",0.22744646590137907
staffordshire_bull_terrier_202,34,"[44.576, 59.584, 151.424, 139.776]","[96, 80, 72, 73]",0.24832933998588053
japanese_chin_57,17,"[0.448, 72.80000000000001, 172.48, 101.696]","[57, 71, 86, 79]",0.37519512045069925
boxer_63,8,"[37.0, 8.512, 139.328, 215.488]","[58, 25, 75, 73]",0.18235708028858005
japanese_chin_50,17,"[73.024, 57.120000000000005, 65.408, 102.144]","[64, 47, 73, 75]",0.5185036743746458
Persian_81,23,"[0.0, 33.824, 219.52, 144.256]","[129, 63, 65, 60]",0.12315629842379339
miniature_pinscher_1,21,"[72.128, 55.328, 110.656, 111.104]","[103, 71, 72, 77]",0.4509397913207336
english_cocker_spaniel_57,12,"[38.08, 42.824, 148.288, 143.36]","[104, 74, 67, 78]",0.2458302966909951
american_bulldog_3,34,"[127.68, 56.064, 42.112, 79.296]","[100, 44, 85, 83]",0.40329878739196623
Maine_Coon_71,23,"[2.688, 37.0, 220.864, 148.736]","[37, 63, 84, 66]",0.16876492495627252
Russian_Blue_221,7,"[57.49333333333334, 73.54666666666667, 137.38666666666668, 85.12]","[77, 72, 75, 74]",0.46010478851278586
beagle_1,4,"[26.88, 50.224000000000004, 145.15200000000002, 143.808]","[85, 68, 75, 70]",0.2515088276137731
Abyssinian_71,0,"[50.554621848739494, 59.89915966386555, 162.6890756302521, 108.10084033613445]","[50, 89, 98, 67]",0.37045198167826143
japanese_chin_92,17,"[86.912, 70.6, 109.76, 81.536]","[79, 59, 83, 72]",0.4365045193277967
Persian_46,23,"[0.0, 28.0, 223.104, 167.552]","[24, 74, 76, 70]",0.14231630494475994
keeshond_79,18,"[47.04, 39.647999999999996, 106.176, 156.352]","[63, 47, 72, 77]",0.333959206619792
basset_hound_73,3,"[29.344, 24.64, 163.072, 199.36]","[70, 66, 86, 80]",0.21162697082784218
english_cocker_spaniel_44,15,"[34.048, 54.472, 145.15200000000002, 116.928]","[26, 51, 77, 74]",0.2730930781233461
staffordshire_bull_terrier_85,8,"[0.0, 58.952, 134.4, 126.784]","[52, 67, 74, 78]",0.3387369744717674
yorkshire_terrier_2,36,"[55.816, 86.016, 90.496, 81.984]","[82, 87, 69, 66]",0.5492035284965019
pomeranian_28,24,"[37.448, 16.128, 147.84, 202.496]","[64, 43, 73, 72]",0.17556864358776494
yorkshire_terrier_53,36,"[62.944, 0.0, 129.92000000000002, 189.504]","[102, 31, 68, 79]",0.21819340049543906
shiba_inu_99,31,"[59.584, 37.0, 139.328, 124.096]","[60, 44, 69, 66]",0.2633885189245814
havanese_80,16,"[0.0, 37.0, 206.976, 137.536]","[80, 69, 92, 78]",0.25208444666415153
japanese_chin_74,17,"[71.232, 58.912, 152.768, 137.088]","[43, 73, 88, 70]",0.18254628607565176
Abyssinian_89,0,"[0.0, 22.896, 215.936, 163.52]","[107, 49, 65, 71]",0.1307000563042815
english_setter_82,13,"[15.68, 64.392, 172.032, 90.944]","[75, 59, 90, 71]",0.36605800765602364
american_pit_bull_terrier_1,34,"[25.088, 56.712, 187.71200000000002, 118.272]","[77, 55, 74, 73]",0.23626694334101608
Russian_Blue_94,27,"[39.848, 44.800000000000004, 105.28, 179.20000000000002]","[82, 50, 73, 81]",0.2600131151488918
pug_26,25,"[32.344, 46.144, 158.592, 177.856]","[80, 66, 78, 73]",0.20186808633499082
Persian_75,23,"[29.344, 0.0, 166.208, 223.552]","[86, 44, 68, 66]",0.12078760359158276
american_pit_bull_terrier_73,2,"[86.464, 58.464, 73.92, 117.824]","[96, 57, 78, 76]",0.48776390876736836
pug_88,25,"[42.376, 24.192, 134.848, 181.44]","[93, 31, 67, 67]",0.1834729562121391
german_shorthaired_33,14,"[32.376, 21.056, 159.488, 196.672]","[73, 31, 70, 90]",0.20084915236730203
saint_bernard_196,17,"[54.312, 20.16, 157.696, 168.0]","[62, 21, 70, 69]",0.1823128043831169
samoyed_70,29,"[85.12, 64.776, 48.384, 99.456]","[70, 57, 65, 68]",0.461187919696677
Persian_5,23,"[4.48, 46.93333333333334, 200.48000000000002, 124.69333333333334]","[126, 51, 67, 62]",0.1661698407995319
yorkshire_terrier_30,36,"[71.232, 47.128, 75.264, 120.96000000000001]","[87, 63, 56, 70]",0.4305831128747795
boxer_194,8,"[0.0, 29.344, 194.43200000000002, 164.416]","[88, 46, 75, 76]",0.17830479970714788
pug_47,25,"[24.64, 45.96, 167.104, 139.776]","[46, 69, 73, 66]",0.20627535434930827
havanese_88,16,"[34.944, 41.480000000000004, 137.984, 129.92000000000002]","[73, 58, 72, 71]",0.2851583563340248
Russian_Blue_30,27,"[0.0, 37.448, 147.392, 150.08]","[46, 51, 69, 70]",0.2183485930097666
miniature_pinscher_77,21,"[55.096000000000004, 31.808, 119.168, 188.608]","[67, 38, 68, 79]",0.2390100944651609
Persian_38,23,"[75.712, 75.03999999999999, 148.288, 120.96000000000001]","[84, 89, 58, 58]",0.18754617070057292
Bengal_199,5,"[25.39271255060729, 21.720647773279353, 143.28744939271255, 180.46963562753038]","[57, 45, 78, 86]",0.2594064440526386
newfoundland_62,34,"[75.264, 73.736, 68.992, 111.104]","[78, 70, 71, 70]",0.5324973990611066
wheaten_terrier_87,35,"[83.328, 67.424, 37.632, 52.416000000000004]","[67, 53, 76, 73]",0.35553693439077155
basset_hound_8,3,"[10.304, 38.0, 121.408, 137.088]","[45, 53, 77, 69]",0.31922218841411104
Persian_58,23,"[0.0, 58.056, 198.464, 124.096]","[87, 70, 69, 65]",0.18210544189275646
newfoundland_30,22,"[77.056, 86.392, 79.296, 66.752]","[67, 75, 72, 72]",0.5584378316443389
havanese_26,16,"[47.752, 38.08, 118.72, 154.112]","[71, 88, 71, 74]",0.2871638213479776
samoyed_51,29,"[45.024, 34.944, 126.784, 188.16]","[84, 49, 71, 76]",0.2261935345819297
beagle_201,4,"[1.344, 56.944, 138.43200000000002, 106.176]","[60, 60, 72, 69]",0.33800158259198965
american_bulldog_61,4,"[14.336, 74.632, 189.952, 102.592]","[90, 68, 75, 71]",0.24156170774104632
Russian_Blue_83,27,"[66.304, 60.744, 112.896, 123.2]","[81, 72, 74, 70]",0.3724264326942899
Persian_270,20,"[0.7466666666666667, 14.973333333333333, 223.25333333333333, 197.86666666666667]","[37, 47, 133, 112]",0.33720893544519465
Bengal_87,0,"[77.504, 57.568, 74.368, 100.352]","[105, 56, 65, 63]",0.3317887288768266
newfoundland_87,22,"[28.896, 5.376, 157.248, 218.624]","[97, 27, 70, 74]",0.15067694050788316
yorkshire_terrier_4,36,"[39.872, 66.08, 170.24, 120.96000000000001]","[59, 76, 69, 73]",0.24460682025002978
staffordshire_bull_terrier_26,14,"[93.584, 58.688, 75.712, 133.056]","[85, 58, 71, 76]",0.4364898687654557
american_bulldog_45,1,"[67.464, 37.632, 103.488, 180.544]","[86, 44, 75, 76]",0.30507161534975885
shiba_inu_63,31,"[14.336, 51.792, 139.776, 122.75200000000001]","[97, 58, 65, 63]",0.2038012758566981
Persian_87,23,"[50.992000000000004, 42.56, 129.92000000000002, 167.104]","[71, 32, 66, 65]",0.16035266174921836
British_Shorthair_84,9,"[0.448, 28.0, 167.552, 167.104]","[41, 42, 78, 81]",0.2256540640262929
British_Shorthair_47,26,"[0.0, 49.096000000000004, 166.208, 136.64000000000001]","[75, 69, 78, 68]",0.23354670178795744
basset_hound_94,3,"[49.28, 51.784, 150.976, 85.568]","[58, 81, 69, 61]",0.29369006571146333
japanese_chin_21,17,"[33.6, 54.879999999999995, 145.6, 141.12]","[74, 74, 88, 76]",0.3254964989658867
keeshond_87,18,"[0.0, 36.064, 185.472, 158.144]","[72, 72, 84, 67]",0.19187704180083165
pug_70,25,"[60.480000000000004, 65.152, 142.464, 113.34400000000001]","[58, 60, 73, 69]",0.269907307974606
Abyssinian_217,5,"[48.73770491803279, 13.77049180327869, 151.47540983606558, 175.34426229508196]","[91, 78, 79, 84]",0.24984616169171142
shiba_inu_6,31,"[76.16, 50.024, 127.68, 135.744]","[65, 45, 72, 69]",0.21145191317644035
Bengal_24,5,"[30.464000000000002, 80.864, 150.976, 61.376000000000005]","[57, 85, 76, 67]",0.4346735237809919
pomeranian_89,24,"[28.448, 0.0, 167.552, 223.552]","[33, 35, 140, 91]",0.3401271125137977
leonberger_197,19,"[71.68, 60.704, 120.06400000000001, 124.544]","[121, 57, 74, 70]",0.30369626903971947
British_Shorthair_3,27,"[54.57454545454546, 56.43636363636364, 98.56, 114.8509090909091]","[88, 53, 75, 78]",0.3944330344324065
boxer_40,8,"[40.136, 10.304, 143.36, 213.696]","[75, 35, 77, 75]",0.18850705265891735
leonberger_194,19,"[23.296, 45.024, 184.12800000000001, 129.024]","[53, 59, 88, 73]",0.27040529690181014
american_pit_bull_terrier_38,34,"[12.992, 38.896, 187.264, 115.136]","[104, 56, 79, 74]",0.27113986652226096
yorkshire_terrier_45,36,"[41.928, 4.48, 143.36, 219.52]","[72, 33, 81, 77]",0.19818631275054663
miniature_pinscher_80,21,"[49.448, 45.696, 124.096, 109.76]","[66, 77, 69, 68]",0.34447374138633563
beagle_37,4,"[29.064, 0.0, 168.448, 206.528]","[62, 94, 94, 72]",0.19454297445659394
Abyssinian_72,0,"[66.12, 0.0, 120.06400000000001, 179.648]","[80, 0, 71, 100]",0.32917220304022154
japanese_chin_43,17,"[52.6, 23.296, 116.928, 181.888]","[56, 96, 72, 73]",0.2471341645202331
chihuahua_199,10,"[47.04, 34.72, 118.72, 159.04000000000002]","[100, 42, 78, 79]",0.26173874363790806
Maine_Coon_46,20,"[3.136, 32.0, 136.64000000000001, 158.144]","[69, 36, 78, 80]",0.2552013537815955
american_bulldog_208,1,"[12.544, 42.376, 91.392, 143.808]","[34, 54, 70, 75]",0.39894427971257407
pomeranian_97,29,"[52.416000000000004, 91.656, 37.184, 49.728]","[39, 73, 68, 66]",0.38465702692867
Maine_Coon_50,20,"[77.768, 36.288000000000004, 76.608, 60.480000000000004]","[80, 31, 74, 71]",0.8270032832964611
english_setter_72,12,"[37.448, 42.56, 144.256, 181.44]","[58, 102, 105, 84]",0.33697808833678394
pug_6,25,"[12.544, 64.776, 118.272, 120.06400000000001]","[28, 71, 74, 81]",0.4221064512346661
Abyssinian_63,0,"[26.880000000000003, 26.493333333333332, 197.12, 170.24]","[38, 50, 64, 71]",0.13540852944048432
wheaten_terrier_80,35,"[28.448, 0.0, 167.104, 206.976]","[81, 27, 80, 68]",0.15728672305243951
Siamese_247,32,"[31.360000000000003, 28.933333333333334, 174.72, 163.52]","[57, 57, 78, 73]",0.1992984693877551
newfoundland_5,22,"[30.912, 61.672, 96.768, 122.75200000000001]","[50, 72, 71, 70]",0.4184042109595256
scottish_terrier_97,30,"[66.52799999999999, 9.408, 120.06400000000001, 214.592]","[83, 47, 72, 78]",0.21797202740504792
miniature_pinscher_45,10,"[54.432, 91.84, 98.11200000000001, 132.16]","[69, 108, 79, 62]",0.37774317121787193
scottish_terrier_74,30,"[11.200000000000001, 25.96, 209.216, 170.24]","[144, 41, 80, 72]",0.15336460186286752
samoyed_35,29,"[38.344, 32.256, 147.84, 191.744]","[66, 64, 79, 72]",0.20065308940058602
english_cocker_spaniel_84,12,"[20.608, 39.688, 203.392, 146.496]","[40, 78, 92, 74]",0.22848616773630195
great_pyrenees_37,15,"[21.504, 87.584, 150.08, 79.296]","[107, 77, 74, 66]",0.2710171795186399
Egyptian_Mau_3,11,"[62.25090909090909, 7.330909090909091, 97.74545454545455, 210.96727272727273]","[82, 41, 63, 74]",0.2260792012117347
Siamese_80,32,"[3.584, 47.263999999999996, 178.304, 133.504]","[81, 65, 72, 71]",0.21475114151086896
pomeranian_51,24,"[69.44, 55.328, 64.512, 86.912]","[67, 51, 68, 72]",0.7113420329464055
Egyptian_Mau_2,11,"[39.42560553633218, 22.47750865051903, 124.78892733564014, 188.34602076124568]","[76, 65, 74, 74]",0.2329865972968821
basset_hound_54,3,"[51.072, 36.512, 106.176, 127.68]","[61, 78, 70, 72]",0.3717759588845531
american_pit_bull_terrier_90,34,"[65.224, 62.272, 120.96000000000001, 160.38400000000001]","[77, 74, 82, 83]",0.3508238626766659
english_cocker_spaniel_93,12,"[38.344, 20.608, 147.392, 175.616]","[60, 35, 67, 68]",0.17601339606154479
beagle_83,4,"[38.528, 57.568, 185.472, 137.536]","[66, 89, 77, 61]",0.18413053523939904
pomeranian_29,24,"[37.448, 22.848, 145.15200000000002, 190.4]","[66, 41, 71, 65]",0.1669866441947149
yorkshire_terrier_90,36,"[37.448, 16.576, 147.84, 207.424]","[92, 55, 70, 57]",0.13011337339766066
scottish_terrier_95,30,"[7.6160000000000005, 44.272, 133.056, 124.544]","[69, 60, 79, 80]",0.3341825900561467
american_pit_bull_terrier_89,14,"[107.968, 72.29599999999999, 58.24, 84.224]","[108, 70, 67, 68]",0.6784986712015431
american_bulldog_85,1,"[48.832, 28.448, 139.328, 140.672]","[76, 68, 76, 76]",0.29470066745439855
keeshond_49,18,"[70.56, 64.512, 89.152, 124.096]","[75, 75, 73, 83]",0.5476613328467284
miniature_pinscher_96,34,"[86.016, 45.512, 98.56, 140.224]","[88, 60, 77, 76]",0.4234296554084893
pug_52,25,"[6.72, 40.136, 191.744, 145.6]","[61, 51, 76, 68]",0.18511403483032324
wheaten_terrier_85,16,"[110.432, 30.016000000000002, 85.568, 190.4]","[106, 45, 72, 77]",0.31278827520358543
Persian_55,23,"[4.48, 11.064, 195.776, 206.08]","[111, 37, 61, 62]",0.09374027599548425
Birman_5,6,"[31.808, 40.136, 179.648, 135.296]","[53, 64, 71, 69]",0.20155802578211182
leonberger_50,19,"[0.448, 30.240000000000002, 223.104, 165.76]","[50, 53, 81, 75]",0.16427035188464834
english_setter_39,14,"[77.056, 47.263999999999996, 89.60000000000001, 143.36]","[67, 66, 83, 68]",0.36663773100239594
Persian_53,23,"[75.488, 26.432000000000002, 120.06400000000001, 197.568]","[95, 42, 65, 69]",0.1890745327791488
basset_hound_61,3,"[111.552, 38.0, 95.872, 120.512]","[120, 76, 71, 68]",0.4178738362071716
basset_hound_74,3,"[50.624, 60.832, 120.96000000000001, 142.016]","[63, 70, 71, 78]",0.322384309927967
newfoundland_22,30,"[81.536, 58.056, 78.848, 103.04]","[88, 66, 73, 69]",0.61154583394539
Sphynx_42,33,"[77.952, 36.96, 64.06400000000001, 155.904]","[84, 42, 61, 89]",0.5035811571482744
german_shorthaired_35,14,"[47.04, 19.616, 142.464, 193.088]","[75, 37, 89, 81]",0.26206836992666005
basset_hound_6,3,"[55.104, 58.608000000000004, 83.328, 128.12800000000001]","[70, 75, 73, 72]",0.44769282752196815
pomeranian_73,24,"[0.0, 45.96, 151.424, 139.776]","[57, 64, 81, 74]",0.28319750073732264
saint_bernard_26,28,"[0.448, 37.0, 219.96800000000002, 133.504]","[73, 72, 82, 76]",0.21221381874145523
japanese_chin_37,17,"[40.32, 50.888, 130.368, 122.304]","[102, 46, 75, 72]",0.27546226485426845
japanese_chin_49,17,"[0.448, 36.96, 128.12800000000001, 112.896]","[48, 54, 73, 67]",0.3381232704016505
scottish_terrier_193,30,"[34.944, 62.984, 178.752, 109.312]","[35, 76, 78, 71]",0.28342241964269993
newfoundland_20,22,"[18.368000000000002, 69.664, 134.4, 73.92]","[90, 61, 74, 70]",0.34176376592486407
keeshond_84,18,"[54.656, 28.448, 168.89600000000002, 145.6]","[101, 65, 94, 80]",0.3057997326659699
chihuahua_58,10,"[58.688, 84.03999999999999, 65.408, 91.84]","[67, 77, 82, 77]",0.47971796182682497
basset_hound_7,3,"[24.192, 55.472, 181.44, 128.576]","[123, 58, 73, 68]",0.21278392954807426
german_shorthaired_34,14,"[73.016, 11.648, 96.32000000000001, 212.352]","[77, 27, 72, 89]",0.31329226568460766
saint_bernard_25,28,"[74.816, 92.512, 30.016000000000002, 68.096]","[53, 74, 71, 71]",0.2859574816871317
Ragdoll_41,26,"[36.736000000000004, 17.200000000000003, 131.264, 193.984]","[85, 29, 70, 69]",0.18968613434780307
newfoundland_54,22,"[35.392, 39.24, 140.224, 146.496]","[70, 68, 73, 73]",0.2594165038366374
leonberger_78,19,"[61.824, 28.0, 162.17600000000002, 167.104]","[97, 70, 80, 72]",0.21254409959442427
newfoundland_50,22,"[33.152, 71.864, 123.2, 92.736]","[88, 68, 73, 67]",0.35960457604086216
staffordshire_bull_terrier_77,1,"[60.928000000000004, 48.608000000000004, 94.08, 142.464]","[72, 56, 71, 72]",0.3814067743000165
Sphynx_87,33,"[26.88, 3.584, 141.12, 220.416]","[68, 33, 85, 96]",0.26233635149762574
basset_hound_77,3,"[69.888, 30.240000000000002, 87.808, 164.416]","[89, 75, 67, 70]",0.3248588324489001
Maine_Coon_269,20,"[28.0, 0.0, 141.62851782363978, 224.00000000000003]","[47, 39, 92, 89]",0.25809471136377393
pug_51,25,"[47.304, 11.648, 126.336, 197.12]","[80, 28, 73, 72]",0.21105592261082382
Persian_85,23,"[0.448, 28.0, 223.104, 168.0]","[91, 63, 65, 66]",0.11445655069256618
american_bulldog_76,1,"[75.264, 58.504000000000005, 90.048, 126.784]","[81, 79, 69, 71]",0.4291102796664259
great_pyrenees_80,15,"[54.216, 12.992, 133.952, 206.08]","[65, 21, 70, 79]",0.20032727492261987
american_pit_bull_terrier_20,34,"[192.5213849287169, 103.78615071283096, 31.478615071283098, 106.29735234215886]","[102, 62, 90, 79]",0.0
miniature_pinscher_86,8,"[31.808, 45.96, 84.224, 93.184]","[105, 60, 78, 74]",0.06375901849654594
pug_202,25,"[58.906666666666666, 51.52, 124.69333333333334, 156.05333333333334]","[72, 51, 70, 72]",0.2566579134131343
great_pyrenees_3,13,"[67.2, 45.512, 140.224, 140.672]","[81, 57, 84, 74]",0.31512364566102796
Birman_27,6,"[40.584, 13.44, 145.15200000000002, 189.504]","[73, 76, 75, 76]",0.20722084966111476
havanese_43,16,"[37.632, 44.128, 117.376, 137.088]","[76, 53, 75, 73]",0.3402556752662897
miniature_pinscher_199,21,"[45.18666666666667, 22.400000000000002, 139.62666666666667, 201.60000000000002]","[78, 77, 66, 72]",0.1688175270108043
saint_bernard_47,28,"[42.136, 32.256, 138.43200000000002, 177.856]","[99, 33, 79, 68]",0.21818806451929526
newfoundland_66,22,"[54.656, 67.816, 97.664, 95.424]","[84, 60, 78, 72]",0.41562735190221073
Birman_9,6,"[76.16, 42.336, 70.784, 110.208]","[75, 34, 75, 70]",0.5025046029383506
yorkshire_terrier_57,36,"[49.728, 39.344, 125.888, 143.808]","[70, 68, 71, 73]",0.28629504296979374
Ragdoll_56,26,"[90.048, 43.72, 133.952, 137.536]","[98, 54, 70, 72]",0.2735677790556703
english_cocker_spaniel_40,12,"[18.816, 33.376, 200.256, 161.728]","[135, 45, 66, 73]",0.14876338184235377
pug_73,25,"[96.768, 54.472, 126.784, 131.264]","[139, 76, 69, 65]",0.26949602479651275
Egyptian_Mau_50,11,"[0.0, 69.20754716981132, 186.66666666666666, 126.44025157232704]","[33, 97, 82, 76]",0.26404340287647093
Sphynx_21,33,"[0.448, 52.68, 161.28, 133.504]","[79, 82, 71, 74]",0.24401429860255067
Russian_Blue_64,27,"[13.888, 40.096000000000004, 162.624, 155.904]","[68, 64, 78, 76]",0.23381173144663964
keeshond_48,18,"[0.448, 37.896, 223.552, 148.288]","[83, 73, 93, 78]",0.21882300809152674
miniature_pinscher_66,21,"[69.072, 38.528, 101.248, 176.96]","[82, 62, 73, 85]",0.34632211340624514
boxer_42,8,"[83.592, 23.296, 73.024, 182.784]","[89, 0, 62, 84]",0.25443857663165365
japanese_chin_9,17,"[21.056, 24.0, 190.848, 176.064]","[74, 49, 81, 75]",0.18079570319956817
chihuahua_72,31,"[51.52, 29.792, 169.344, 165.76]","[106, 69, 80, 79]",0.22514770601505296
basset_hound_34,3,"[28.448, 33.152, 135.296, 190.848]","[87, 44, 66, 76]",0.19426070376849555
havanese_36,16,"[27.776, 21.056, 191.744, 189.056]","[96, 67, 77, 71]",0.1508123217409943
beagle_61,1,"[51.072, 48.2, 126.784, 137.984]","[76, 67, 66, 69]",0.26031539098476336
British_Shorthair_50,9,"[0.896, 51.336, 162.624, 134.4]","[77, 67, 76, 75]",0.26079000815202114
german_shorthaired_56,14,"[59.328, 17.472, 119.616, 146.496]","[71, 21, 71, 70]",0.2836229348798929
Ragdoll_259,26,"[43.008, 35.088, 154.56, 150.528]","[65, 78, 82, 75]",0.26433867898867625
Ragdoll_7,6,"[37.896, 24.64, 147.84, 199.36]","[87, 35, 78, 67]",0.17731252996602112
Bombay_36,32,"[75.712, 78.176, 63.616, 52.416000000000004]","[71, 64, 82, 76]",0.5350603748395379
wheaten_terrier_91,35,"[51.879999999999995, 5.376, 129.92000000000002, 182.336]","[90, 0, 75, 89]",0.2603239122470048
Birman_64,6,"[0.0, 28.448, 200.256, 167.552]","[101, 72, 83, 81]",0.200367813003786
english_cocker_spaniel_34,4,"[68.80799999999999, 49.28, 70.336, 89.152]","[79, 41, 74, 62]",0.42358153582325037
english_cocker_spaniel_90,12,"[83.104, 44.800000000000004, 68.992, 133.056]","[85, 51, 74, 73]",0.5057944477324493
Egyptian_Mau_87,11,"[3.3600000000000003, 41.24, 206.45333333333335, 126.18666666666667]","[94, 62, 79, 70]",0.21227055911121842
pomeranian_93,24,"[7.168, 34.96, 206.976, 155.45600000000002]","[58, 85, 88, 68]",0.18597908492338885
beagle_196,4,"[38.304, 59.584, 138.43200000000002, 153.216]","[73, 94, 75, 76]",0.2687411938885586
basset_hound_35,4,"[82.24799999999999, 95.872, 52.864000000000004, 61.824]","[86, 86, 60, 60]",0.5587097973628041
german_shorthaired_47,14,"[66.176, 20.16, 130.816, 190.848]","[73, 24, 73, 103]",0.30116992879898435
japanese_chin_95,17,"[0.0, 26.032, 217.28, 174.72]","[40, 59, 112, 72]",0.2124164495298516
scottish_terrier_55,30,"[34.944, 38.512, 104.83200000000001, 140.224]","[61, 57, 81, 78]",0.4131209946520404
basset_hound_88,3,"[3.584, 38.792, 159.936, 132.16]","[98, 58, 64, 61]",0.18469857676726867
Bombay_42,7,"[1.792, 104.16, 155.008, 90.496]","[76, 101, 76, 77]",0.39332301912102957
leonberger_41,19,"[0.0, 46.816, 196.22400000000002, 149.184]","[77, 61, 76, 75]",0.1947154818363233
keeshond_96,18,"[28.0, 4.48, 105.28, 219.52]","[38, 27, 72, 80]",0.2492312600246351
Ragdoll_254,26,"[0.0, 40.986666666666665, 224.0, 144.85333333333335]","[73, 81, 82, 71]",0.1794302611508521
Russian_Blue_201,27,"[65.72800000000001, 38.976, 104.384, 168.448]","[69, 49, 71, 79]",0.3189963002225591
Ragdoll_67,6,"[3.584, 54.616, 209.66400000000002, 121.85600000000001]","[109, 77, 77, 70]",0.2109686773347159
pug_82,25,"[57.792, 48.647999999999996, 164.416, 136.192]","[79, 81, 81, 65]",0.2351271066359822
