index,pred_class,true_bbox,cam_bboxes,resnet_iou
Bengal_198,11,"[4.027027027027027, 21.18918918918919, 189.4918918918919, 187.07027027027027]","[37, 65, 167, 116]",0.4952035424288429
english_setter_193,13,"[53.088, 21.952, 142.464, 195.776]","[78, 56, 110, 109]",0.4298872832130132
Maine_Coon_80,20,"[41.888, 46.592, 106.176, 174.72]","[39, 64, 114, 111]",0.6068907504700503
Maine_Coon_246,20,"[27.62666666666667, 12.24, 173.2266666666667, 199.36]","[43, 98, 120, 126]",0.3784304811953809
Maine_Coon_33,20,"[12.544, 69.16, 211.45600000000002, 105.72800000000001]","[18, 65, 101, 94]",0.39837766081140186
keeshond_27,18,"[8.96, 53.088, 176.512, 134.4]","[68, 64, 126, 102]",0.48721630055375603
Ragdoll_87,26,"[17.024, 38.792, 133.504, 146.94400000000002]","[21, 63, 158, 140]",0.6152412071472467
Birman_73,6,"[5.376, 55.775999999999996, 57.344, 91.84]","[71, 43, 125, 119]",0.0
Ragdoll_2,26,"[33.39636363636364, 40.14545454545455, 147.43272727272728, 138.47272727272727]","[94, 39, 99, 114]",0.4473974567232304
saint_bernard_58,28,"[54.656, 39.688, 116.928, 145.6]","[64, 45, 123, 105]",0.6059153340554335
Birman_28,6,"[19.264, 52.64, 195.328, 131.264]","[26, 51, 123, 108]",0.5062556058733326
wheaten_terrier_19,35,"[34.944, 57.608000000000004, 159.936, 123.648]","[60, 62, 84, 93]",0.3950289354872384
wheaten_terrier_60,35,"[73.024, 28.448, 150.976, 134.4]","[50, 32, 174, 120]",0.7858539624162593
yorkshire_terrier_41,36,"[5.376, 55.816, 189.504, 97.664]","[34, 61, 124, 107]",0.5646744053595298
Ragdoll_68,26,"[9.856, 12.824, 213.248, 203.392]","[29, 46, 170, 145]",0.568326739718858
boxer_4,34,"[33.152, 58.056, 89.152, 118.72]","[30, 68, 111, 107]",0.738226767427712
beagle_59,4,"[62.984, 61.376000000000005, 112.896, 124.544]","[46, 95, 100, 106]",0.4410649777785122
staffordshire_bull_terrier_50,34,"[70.336, 45.848, 125.888, 146.496]","[79, 48, 145, 113]",0.6138014557501057
great_pyrenees_24,15,"[43.904, 40.16, 143.808, 152.32]","[35, 33, 133, 106]",0.5167271588695548
Ragdoll_228,6,"[30.613333333333333, 46.21333333333333, 166.50666666666666, 139.62666666666667]","[29, 74, 155, 150]",0.5846088217817768
saint_bernard_87,28,"[0.448, 43.68, 211.008, 144.256]","[70, 49, 124, 102]",0.4155172424233372
Russian_Blue_51,27,"[61.192, 4.928, 119.168, 215.936]","[57, 26, 126, 118]",0.5298583305890583
american_pit_bull_terrier_204,2,"[32.10666666666667, 54.413333333333334, 121.70666666666668, 123.2]","[56, 46, 129, 107]",0.503445989241858
Abyssinian_224,0,"[51.14666666666667, 11.200000000000001, 133.65333333333334, 212.8]","[75, 50, 116, 115]",0.43310743131449625
Birman_63,6,"[32.032, 4.928, 160.832, 215.488]","[28, 31, 196, 135]",0.5510035438401453
staffordshire_bull_terrier_83,34,"[94.528, 28.0, 55.552, 135.296]","[82, 49, 115, 111]",0.43686906279048754
Siamese_30,32,"[56.672, 25.984, 138.88, 198.016]","[42, 69, 137, 120]",0.5016680492712324
havanese_22,16,"[57.344, 45.512, 92.736, 128.576]","[63, 48, 116, 107]",0.6204235139567328
beagle_79,4,"[62.72, 66.568, 67.2, 77.504]","[74, 44, 67, 102]",0.5622581550701907
British_Shorthair_263,9,"[28.746666666666666, 14.186666666666667, 147.09333333333333, 209.81333333333333]","[18, 47, 178, 112]",0.47997326907391974
chihuahua_193,10,"[66.45333333333333, 61.30666666666667, 84.37333333333333, 118.72]","[63, 53, 112, 101]",0.578980650429753
boxer_87,8,"[61.824, 52.64, 159.04, 143.36]","[68, 54, 128, 126]",0.7073692152917503
german_shorthaired_91,14,"[61.152, 17.472, 73.024, 186.368]","[45, 53, 111, 100]",0.41951091512986066
english_setter_30,13,"[28.448, 69.888, 164.864, 153.66400000000002]","[35, 83, 115, 141]",0.6367289465785828
boxer_92,8,"[1.344, 22.240000000000002, 184.12800000000001, 178.752]","[37, 55, 133, 124]",0.5010748216561562
miniature_pinscher_33,21,"[49.448, 51.968, 61.824, 171.136]","[20, 58, 92, 92]",0.425845563535629
scottish_terrier_38,30,"[59.120000000000005, 32.704, 117.824, 149.632]","[49, 37, 104, 96]",0.4844960706893873
saint_bernard_29,28,"[88.896, 26.88, 97.21600000000001, 169.792]","[74, 0, 88, 114]",0.3157621204001781
japanese_chin_198,17,"[67.392, 8.512, 119.168, 210.112]","[86, 0, 112, 119]",0.4076420685603564
Russian_Blue_21,27,"[16.039506172839506, 7.637037037037036, 207.4074074074074, 214.59753086419752]","[35, 38, 113, 145]",0.3681268224509521
japanese_chin_4,17,"[55.104, 56.672, 107.52, 122.304]","[53, 57, 121, 103]",0.761736744811081
keeshond_58,18,"[26.88, 52.912, 186.368, 146.048]","[66, 69, 126, 101]",0.46754666142427354
Birman_196,26,"[58.98666666666667, 41.49333333333333, 114.98666666666668, 141.86666666666667]","[36, 39, 121, 118]",0.5875163044535718
scottish_terrier_91,30,"[37.896, 5.824, 142.912, 218.17600000000002]","[51, 23, 136, 116]",0.47205512775337355
boxer_46,8,"[71.232, 49.272, 95.424, 128.12800000000001]","[58, 42, 105, 103]",0.6161843409048765
Maine_Coon_27,20,"[18.816, 77.768, 151.872, 73.47200000000001]","[65, 74, 159, 109]",0.3746874271451853
american_bulldog_82,1,"[59.848, 15.232000000000001, 96.768, 186.368]","[51, 19, 109, 109]",0.5446019201288782
japanese_chin_30,17,"[129.736, 2.24, 56.448, 149.184]","[49, 61, 128, 105]",0.2430043600384458
Persian_9,26,"[0.0, 33.448, 224.0, 154.56]","[31, 64, 132, 160]",0.4157496787596097
havanese_47,16,"[17.472, 45.96, 133.504, 125.44]","[18, 50, 99, 96]",0.5675133787935117
Birman_85,6,"[0.0, 39.688, 214.592, 142.016]","[63, 40, 99, 112]",0.3638332732775677
staffordshire_bull_terrier_53,1,"[45.696, 48.647999999999996, 140.224, 129.024]","[40, 79, 109, 92]",0.5105188131732202
Abyssinian_47,0,"[0.0, 37.0, 223.104, 148.736]","[71, 67, 153, 101]",0.4616956564536025
staffordshire_bull_terrier_80,2,"[35.392, 74.144, 150.08, 93.184]","[108, 68, 95, 117]",0.4037352305944996
Birman_193,6,"[35.392, 45.512, 120.96000000000001, 137.536]","[29, 46, 103, 106]",0.5914579684551561
Egyptian_Mau_98,11,"[7.466666666666667, 43.653333333333336, 185.17333333333335, 150.82666666666668]","[43, 73, 141, 109]",0.5502867211790096
japanese_chin_67,28,"[4.928, 73.80000000000001, 150.528, 79.744]","[22, 61, 103, 95]",0.6050525180710868
yorkshire_terrier_40,36,"[56.896, 28.448, 106.624, 167.552]","[67, 53, 111, 120]",0.5908584534885366
german_shorthaired_194,14,"[33.152, 60.296, 190.848, 125.44]","[94, 92, 130, 100]",0.4922653190268112
shiba_inu_57,31,"[63.79443254817987, 35.974304068522486, 109.36188436830835, 175.55460385438974]","[50, 60, 123, 110]",0.5798608779733163
wheaten_terrier_78,35,"[12.544, 29.344, 172.032, 146.496]","[30, 57, 121, 106]",0.5089278654528516
chihuahua_65,33,"[35.6, 9.856, 113.34400000000001, 188.16]","[69, 17, 90, 110]",0.39200521198643923
basset_hound_50,3,"[44.800000000000004, 61.296, 156.352, 122.304]","[61, 81, 120, 108]",0.6227467976878667
american_pit_bull_terrier_92,3,"[86.464, 67.912, 83.776, 114.688]","[80, 56, 120, 116]",0.5888750143705858
beagle_89,4,"[69.888, 64.776, 77.952, 109.312]","[77, 51, 82, 104]",0.599708719381219
japanese_chin_192,17,"[29.344, 36.288000000000004, 116.48, 132.16]","[45, 39, 114, 114]",0.6802731202293023
keeshond_192,18,"[27.328, 28.0, 195.776, 168.0]","[37, 43, 140, 136]",0.5788928843848752
Egyptian_Mau_23,5,"[44.352000000000004, 59.504000000000005, 145.15200000000002, 81.536]","[75, 65, 123, 101]",0.5598839799295736
leonberger_44,19,"[15.68, 38.792, 168.89600000000002, 146.94400000000002]","[83, 54, 116, 97]",0.3758144907887199
Abyssinian_73,0,"[44.24, 52.120000000000005, 131.60000000000002, 124.88000000000001]","[46, 57, 110, 98]",0.6559488598416181
British_Shorthair_87,0,"[59.584, 76.624, 113.792, 63.616]","[89, 70, 95, 97]",0.484169644994499
Siamese_79,32,"[22.448, 7.6160000000000005, 162.624, 211.45600000000002]","[89, 0, 99, 118]",0.29902182399272115
american_pit_bull_terrier_60,2,"[64.24806201550388, 50.35658914728682, 71.1937984496124, 140.65116279069767]","[38, 33, 107, 105]",0.4157332817716777
Birman_191,6,"[6.272, 42.824, 190.4, 140.224]","[63, 42, 140, 127]",0.6108185786061335
american_bulldog_67,8,"[75.264, 75.976, 62.272, 94.976]","[83, 69, 102, 110]",0.43326861061247757
Sphynx_61,33,"[70.152, 63.168, 106.624, 74.816]","[82, 66, 142, 87]",0.5050295107814554
english_cocker_spaniel_43,12,"[39.872, 68.016, 123.648, 118.72]","[54, 76, 110, 111]",0.8215733957895142
great_pyrenees_199,15,"[3.584, 29.792, 163.52, 131.712]","[0, 43, 172, 104]",0.7585408063666732
american_pit_bull_terrier_36,14,"[28.448, 23.296, 132.608, 196.672]","[54, 30, 111, 121]",0.48776329729813245
american_pit_bull_terrier_61,1,"[32.704, 57.608000000000004, 191.296, 129.024]","[57, 51, 130, 120]",0.5771530759678608
Ragdoll_79,26,"[2.4295010845986984, 32.26030368763557, 221.08459869848156, 162.29067245119305]","[19, 40, 93, 104]",0.26956545636860396
Birman_68,6,"[0.896, 0.0, 223.104, 224.0]","[29, 23, 195, 201]",0.7842875007683796
scottish_terrier_34,30,"[86.912, 39.688, 137.088, 146.496]","[79, 61, 111, 107]",0.5270290323039032
chihuahua_30,10,"[71.49600000000001, 25.536, 100.8, 181.888]","[54, 0, 100, 111]",0.31501865081193314
Maine_Coon_43,20,"[3.136, 15.232000000000001, 220.864, 208.768]","[64, 128, 139, 96]",0.2893990954380864
Siamese_65,32,"[41.032, 9.856, 145.15200000000002, 210.56]","[72, 0, 101, 119]",0.3493032850184489
english_setter_87,13,"[55.104, 77.32, 86.016, 108.416]","[54, 80, 105, 99]",0.7599856974913877
Bombay_89,7,"[37.448, 26.88, 142.464, 197.12]","[44, 80, 133, 123]",0.5825335300018377
wheaten_terrier_49,35,"[43.51851851851852, 12.444444444444443, 140.5185185185185, 211.55555555555554]","[34, 18, 158, 118]",0.5215802118823978
Abyssinian_97,0,"[47.712, 17.472, 111.552, 94.976]","[70, 0, 93, 109]",0.6504068434758018
yorkshire_terrier_21,36,"[54.208, 45.024, 136.192, 150.976]","[57, 52, 167, 134]",0.7131947014634297
american_bulldog_218,1,"[29.816, 9.856, 176.512, 214.144]","[32, 0, 133, 141]",0.44597867946220904
boxer_74,8,"[9.928, 3.136, 207.872, 220.416]","[22, 35, 182, 140]",0.5561094976520885
miniature_pinscher_78,21,"[97.48, 117.376, 61.376000000000005, 106.624]","[77, 130, 95, 94]",0.5944829037397608
yorkshire_terrier_88,36,"[43.904, 42.824, 118.72, 139.328]","[31, 65, 117, 101]",0.5891899242431158
Birman_72,6,"[57.792, 46.368, 117.824, 123.648]","[58, 44, 96, 107]",0.6788761601987869
basset_hound_20,3,"[69.44, 45.472, 132.608, 143.808]","[58, 66, 109, 119]",0.5682239528650646
Maine_Coon_25,20,"[3.136, 71.904, 203.392, 98.56]","[103, 72, 121, 100]",0.46435553849137745
basset_hound_84,3,"[22.848, 84.44800000000001, 131.712, 76.608]","[70, 73, 108, 107]",0.42707531288026346
boxer_91,8,"[33.376, 54.656, 135.744, 146.048]","[90, 39, 97, 112]",0.3304692746288422
german_shorthaired_57,14,"[40.32, 52.912, 144.256, 123.648]","[29, 71, 163, 111]",0.7355540930485623
miniature_pinscher_6,21,"[61.51029748283753, 11.73913043478261, 83.55148741418765, 206.05949656750573]","[54, 22, 110, 161]",0.6263991755597867
pug_98,25,"[70.336, 41.584, 153.66400000000002, 145.15200000000002]","[66, 40, 158, 119]",0.7822837711785339
havanese_34,16,"[58.504000000000005, 17.024, 115.584, 161.28]","[98, 24, 126, 103]",0.3295331506784583
Persian_257,23,"[2.40343347639485, 39.44206008583691, 188.90987124463518, 146.12875536480686]","[38, 57, 130, 112]",0.5274375406550729
american_bulldog_27,33,"[46.816, 15.68, 113.34400000000001, 169.344]","[79, 76, 87, 104]",0.42626295101163886
american_bulldog_87,1,"[7.6160000000000005, 34.272, 215.04, 124.992]","[48, 58, 138, 109]",0.5000539672303832
samoyed_33,29,"[51.072, 28.0, 133.504, 167.552]","[69, 20, 112, 112]",0.5006692021582078
shiba_inu_67,31,"[38.976, 57.16, 139.328, 128.576]","[47, 42, 98, 105]",0.45383287117547805
beagle_41,3,"[21.952, 48.647999999999996, 151.872, 136.64000000000001]","[34, 84, 148, 112]",0.6113667980961823
pug_86,25,"[58.952, 28.224, 126.784, 194.88]","[52, 35, 138, 122]",0.5931752327925996
german_shorthaired_65,14,"[30.688, 68.992, 163.072, 154.56]","[64, 80, 120, 112]",0.5332400518735922
english_setter_32,13,"[0.448, 49.504000000000005, 202.496, 146.496]","[44, 41, 120, 158]",0.566253208644492
pug_99,25,"[36.288000000000004, 45.512, 128.576, 140.224]","[39, 50, 141, 133]",0.8352195463933085
chihuahua_3,10,"[81.80000000000001, 66.304, 74.368, 145.6]","[56, 53, 83, 109]",0.38009490562488757
chihuahua_61,10,"[9.856, 15.232000000000001, 213.696, 208.32]","[36, 35, 161, 117]",0.42314028852563546
pomeranian_99,24,"[67.12, 39.872, 84.672, 157.696]","[59, 38, 108, 102]",0.5335321480427221
keeshond_76,18,"[15.866666666666667, 45.4, 168.0, 140.0]","[30, 66, 147, 124]",0.7253948967193196
havanese_196,16,"[59.584, 51.336, 115.584, 133.952]","[46, 59, 112, 99]",0.5790028300377459
Ragdoll_227,26,"[59.733333333333334, 48.16, 136.64000000000001, 120.21333333333334]","[47, 47, 132, 113]",0.7409132426367911
pomeranian_20,24,"[49.504000000000005, 0.0, 146.048, 221.312]","[51, 45, 123, 105]",0.3995708831348664
Abyssinian_232,0,"[67.24000000000001, 17.92, 101.54666666666667, 188.90666666666667]","[76, 44, 103, 130]",0.5880998600804211
havanese_78,16,"[65.408, 56.263999999999996, 128.576, 129.472]","[53, 58, 125, 100]",0.6294348727091452
Sphynx_37,33,"[80.456, 27.776, 105.28, 196.22400000000002]","[64, 26, 128, 133]",0.5788388549976534
Bombay_41,7,"[0.0, 28.0, 179.375, 167.78125]","[33, 66, 125, 121]",0.5025624585064732
scottish_terrier_7,30,"[31.808, 28.448, 183.68, 167.552]","[47, 63, 142, 122]",0.5629070502924008
german_shorthaired_94,14,"[40.584, 60.480000000000004, 143.808, 163.52]","[68, 108, 137, 116]",0.5211713758417382
saint_bernard_97,28,"[25.536, 37.0, 163.072, 148.736]","[87, 65, 113, 103]",0.41157787437727245
British_Shorthair_49,9,"[71.49600000000001, 86.464, 81.984, 128.576]","[60, 71, 122, 122]",0.5232931182081426
saint_bernard_36,28,"[33.152, 75.976, 100.352, 97.21600000000001]","[66, 60, 86, 94]",0.4189118779082706
Bengal_42,5,"[0.896, 57.088, 223.104, 125.44]","[33, 76, 159, 114]",0.5805795535516085
Persian_32,23,"[0.0, 49.544, 224.0, 136.64000000000001]","[40, 51, 120, 111]",0.4351894446303111
scottish_terrier_1,30,"[43.192, 39.424, 113.792, 148.736]","[67, 56, 111, 114]",0.530939755350736
Ragdoll_75,26,"[36.288000000000004, 37.896, 187.264, 147.84]","[45, 57, 144, 139]",0.6356651942099636
Bengal_67,5,"[110.88, 55.552, 71.232, 118.72]","[100, 85, 98, 100]",0.5344776895423438
Siamese_49,32,"[45.696, 49.952, 132.608, 145.6]","[71, 46, 107, 117]",0.6130651306260055
miniature_pinscher_26,21,"[28.448, 75.264, 125.44, 148.736]","[61, 65, 84, 107]",0.41629007463292894
Ragdoll_4,26,"[27.62666666666667, 26.78666666666667, 180.32000000000002, 170.61333333333334]","[33, 19, 115, 111]",0.3749008142529919
german_shorthaired_95,14,"[80.64, 66.224, 143.36, 120.06400000000001]","[74, 75, 114, 104]",0.6236653361615503
japanese_chin_191,17,"[34.048, 46.856, 188.16, 138.88]","[52, 63, 148, 119]",0.673971705617731
english_setter_52,13,"[69.44, 65.672, 124.096, 118.272]","[65, 54, 118, 93]",0.5626159462072134
keeshond_199,18,"[39.424, 38.896, 184.576, 146.94400000000002]","[52, 59, 145, 122]",0.6522299615700826
staffordshire_bull_terrier_8,2,"[10.752, 32.2, 183.232, 163.968]","[23, 62, 158, 116]",0.6100348622755046
staffordshire_bull_terrier_87,34,"[27.776, 29.792, 196.22400000000002, 166.208]","[36, 24, 150, 166]",0.7177177837739567
beagle_84,4,"[57.792, 44.168, 120.96000000000001, 124.096]","[71, 39, 96, 108]",0.6366164927948522
Siamese_237,32,"[88.10666666666667, 55.13333333333333, 135.89333333333335, 138.88]","[61, 44, 107, 115]",0.3626920882426467
havanese_1,16,"[52.68, 38.528, 119.168, 162.624]","[64, 46, 123, 106]",0.5447468554173976
keeshond_52,18,"[3.584, 34.72, 219.96800000000002, 161.28]","[37, 67, 187, 123]",0.6457894602035275
leonberger_57,19,"[56.896, 77.72800000000001, 161.728, 117.824]","[71, 72, 114, 107]",0.5857902888967096
shiba_inu_210,0,"[43.008, 75.03999999999999, 142.912, 99.904]","[59, 77, 136, 96]",0.8042901150742371
chihuahua_26,10,"[11.648, 94.344, 74.368, 90.944]","[0, 91, 123, 106]",0.5187393305721739
american_pit_bull_terrier_80,1,"[65.856, 45.064, 137.088, 140.224]","[64, 51, 122, 106]",0.6557888236369496
Russian_Blue_242,27,"[63.093333333333334, 8.213333333333333, 106.77333333333334, 189.65333333333334]","[78, 29, 104, 131]",0.5510472569915725
Bombay_52,7,"[0.0, 28.448, 220.416, 166.656]","[23, 61, 151, 104]",0.4275099390333107
miniature_pinscher_72,21,"[70.056, 0.0, 77.504, 185.024]","[74, 18, 87, 107]",0.49884840660396523
saint_bernard_67,28,"[100.8, 87.176, 78.848, 70.784]","[71, 69, 102, 91]",0.5240263576860706
Sphynx_88,33,"[101.696, 73.392, 116.032, 113.34400000000001]","[90, 63, 96, 105]",0.5228100831561707
english_setter_37,13,"[55.552, 72.392, 94.08, 112.896]","[60, 70, 108, 112]",0.7620012589059075
Russian_Blue_32,27,"[46.592, 38.792, 144.704, 146.94400000000002]","[79, 44, 127, 130]",0.6299262183421556
Sphynx_247,33,"[0.0, 35.44, 223.104, 165.76]","[27, 62, 131, 121]",0.42861717658001003
leonberger_48,19,"[0.448, 28.0, 208.768, 167.104]","[33, 36, 144, 117]",0.4829448923938973
Siamese_93,32,"[136.64000000000001, 67.592, 69.44, 125.888]","[115, 58, 90, 95]",0.5097706523191393
leonberger_6,19,"[0.448, 63.32, 216.38400000000001, 137.536]","[38, 65, 186, 121]",0.7065015690699015
american_bulldog_56,1,"[38.0, 34.048, 143.36, 189.952]","[45, 52, 125, 109]",0.5003393361969639
saint_bernard_92,28,"[17.92, 37.0, 149.632, 110.656]","[38, 64, 125, 88]",0.6114962013783458
english_setter_65,13,"[66.976, 42.56, 109.312, 177.40800000000002]","[46, 71, 135, 126]",0.6086438111650505
beagle_82,3,"[49.504000000000005, 38.976, 140.224, 160.832]","[44, 48, 159, 115]",0.6525544475837506
english_setter_36,13,"[25.088, 34.928, 139.328, 158.144]","[22, 79, 129, 112]",0.6301298390160189
Maine_Coon_78,26,"[0.448, 28.896, 196.22400000000002, 150.08]","[60, 47, 164, 154]",0.4919135439482571
Siamese_61,32,"[1.792, 37.0, 218.624, 147.84]","[94, 62, 108, 106]",0.35419288337540683
Persian_6,20,"[37.896, 8.96, 146.496, 215.04]","[27, 30, 155, 154]",0.6688273777746091
great_pyrenees_74,15,"[9.856, 46.368, 195.328, 120.96000000000001]","[89, 35, 111, 105]",0.41758478529051785
saint_bernard_94,28,"[16.128, 88.624, 169.792, 76.608]","[89, 74, 92, 93]",0.4855458703284067
Birman_41,6,"[23.296, 47.856, 163.072, 137.984]","[87, 31, 118, 116]",0.3740563408455169
american_bulldog_25,1,"[65.224, 21.952, 116.48, 193.536]","[64, 21, 116, 139]",0.6942540864446027
great_pyrenees_50,15,"[0.0, 53.984, 201.6, 131.712]","[71, 59, 117, 98]",0.43181335034013607
miniature_pinscher_58,34,"[0.0, 15.232000000000001, 217.728, 208.768]","[29, 56, 144, 122]",0.3864952037085697
chihuahua_39,10,"[44.800000000000004, 39.344, 147.84, 146.496]","[34, 64, 136, 113]",0.6183832519974638
boxer_79,8,"[79.296, 39.2, 57.344, 144.256]","[70, 23, 96, 122]",0.43593439087351404
keeshond_45,18,"[51.52, 43.68, 155.45600000000002, 151.872]","[46, 47, 146, 116]",0.671994185474111
german_shorthaired_99,14,"[26.432000000000002, 29.72, 189.504, 167.104]","[29, 55, 149, 119]",0.5599226070507302
miniature_pinscher_91,21,"[42.376, 9.856, 143.808, 206.08]","[35, 40, 107, 99]",0.3247947911561644
wheaten_terrier_70,35,"[93.632, 93.0, 107.52, 84.672]","[70, 74, 85, 103]",0.40577009605550535
British_Shorthair_67,9,"[36.064, 38.976, 158.144, 178.752]","[55, 49, 140, 128]",0.6280813016792772
chihuahua_97,10,"[50.544, 35.392, 116.48, 166.208]","[46, 23, 136, 108]",0.48606270531185064
german_shorthaired_6,14,"[66.568, 18.368000000000002, 88.256, 185.472]","[73, 39, 98, 111]",0.5000103269263899
Russian_Blue_40,27,"[0.448, 39.24, 217.28, 140.672]","[86, 39, 138, 108]",0.45388876367102476
Bengal_69,5,"[90.72, 85.12, 85.568, 120.06400000000001]","[84, 110, 98, 114]",0.6123408953579004
Maine_Coon_8,26,"[12.16, 62.08, 201.6, 90.88]","[0, 54, 105, 101]",0.41179434802942716
pomeranian_61,24,"[0.0, 31.584, 222.208, 162.17600000000002]","[54, 50, 127, 109]",0.3841350572166689
leonberger_64,19,"[10.752, 33.376, 213.248, 162.17600000000002]","[0, 41, 153, 121]",0.47964754251354835
english_cocker_spaniel_35,22,"[52.864000000000004, 49.544, 133.952, 128.576]","[84, 43, 140, 116]",0.506719560983411
Ragdoll_250,26,"[0.7466666666666667, 43.973333333333336, 206.08, 141.86666666666667]","[46, 91, 138, 108]",0.42148446912985243
Bombay_81,7,"[4.792, 0.896, 205.184, 223.104]","[79, 24, 145, 122]",0.3364844033314
miniature_pinscher_200,21,"[32.480000000000004, 52.266666666666666, 162.02666666666667, 170.98666666666668]","[45, 100, 122, 124]",0.5409836292052284
shiba_inu_88,31,"[0.0, 56.816, 154.56, 97.664]","[67, 45, 99, 105]",0.47079254150055344
yorkshire_terrier_9,16,"[43.904, 31.584, 158.144, 163.072]","[82, 46, 102, 110]",0.4350716049502327
staffordshire_bull_terrier_69,34,"[28.224, 58.504000000000005, 170.68800000000002, 119.616]","[30, 68, 152, 112]",0.808502210294524
Siamese_53,32,"[0.0, 38.0, 223.552, 145.6]","[28, 66, 152, 115]",0.5370336434249976
yorkshire_terrier_60,36,"[0.448, 38.896, 178.304, 143.808]","[72, 44, 108, 104]",0.4307967976563891
english_cocker_spaniel_5,12,"[49.728, 40.096000000000004, 157.696, 136.192]","[51, 42, 103, 113]",0.5419302494215577
chihuahua_45,10,"[23.744, 67.016, 150.528, 103.04]","[24, 73, 101, 105]",0.6009199263649315
havanese_48,36,"[17.92, 45.512, 197.12, 129.92000000000002]","[102, 65, 122, 108]",0.4593477649434011
boxer_22,8,"[100.8, 39.24, 122.75200000000001, 146.048]","[99, 35, 107, 123]",0.6718721832950834
havanese_51,16,"[35.84, 38.792, 180.096, 146.496]","[63, 69, 161, 115]",0.643983408384113
american_bulldog_40,1,"[17.024, 70.112, 137.088, 83.776]","[52, 71, 111, 97]",0.6138647363981826
scottish_terrier_54,30,"[56.0, 38.0, 93.184, 148.288]","[72, 51, 105, 116]",0.5252853304586774
chihuahua_48,10,"[21.056, 33.344, 152.32, 158.144]","[17, 61, 116, 111]",0.5063747833317243
Birman_54,6,"[32.0, 7.0, 159.0, 196.0]","[48, 0, 127, 112]",0.4160297008080367
Bengal_84,0,"[60.872, 21.056, 142.464, 202.94400000000002]","[39, 29, 142, 109]",0.41838709023160037
Maine_Coon_7,20,"[54.10545454545455, 31.76727272727273, 124.62545454545455, 160.46545454545455]","[50, 38, 98, 109]",0.5005731350755513
Russian_Blue_222,7,"[16.426666666666666, 28.0, 203.09333333333333, 167.25333333333333]","[16, 70, 208, 110]",0.6473981501920847
miniature_pinscher_36,21,"[88.44800000000001, 60.480000000000004, 103.04, 101.696]","[83, 58, 96, 96]",0.7543356491266677
samoyed_191,29,"[89.824, 70.336, 64.06400000000001, 128.576]","[94, 50, 86, 113]",0.4473340798399126
Bombay_54,7,"[28.896, 2.24, 167.104, 221.76]","[28, 59, 156, 123]",0.5132965786805931
British_Shorthair_97,9,"[21.952, 46.368, 202.048, 149.184]","[38, 63, 141, 120]",0.5613368527131594
Bengal_200,5,"[8.75, 15.2, 215.25, 199.5]","[0, 39, 186, 165]",0.6589052322093898
staffordshire_bull_terrier_82,1,"[73.47200000000001, 33.824, 104.384, 161.728]","[63, 28, 124, 113]",0.56770818522545
english_cocker_spaniel_79,12,"[17.024, 47.408, 206.528, 139.328]","[37, 88, 114, 106]",0.38022554668068465
Maine_Coon_84,20,"[53.576, 64.96000000000001, 100.352, 143.808]","[44, 54, 112, 107]",0.5744443689660933
miniature_pinscher_75,21,"[49.448, 31.36, 118.272, 192.64000000000001]","[63, 83, 99, 110]",0.47796871292121496
german_shorthaired_40,14,"[63.168, 60.664, 75.712, 68.096]","[42, 52, 111, 100]",0.4644760677477475
Persian_71,20,"[7.168, 73.24799999999999, 94.528, 121.85600000000001]","[0, 59, 120, 113]",0.5929143757009566
wheaten_terrier_36,16,"[84.936, 23.744, 79.296, 175.168]","[74, 33, 110, 95]",0.44821319839873835
american_pit_bull_terrier_67,2,"[87.584, 60.928000000000004, 107.968, 162.624]","[74, 83, 117, 115]",0.6219991383052247
english_cocker_spaniel_199,12,"[38.08, 68.712, 185.024, 104.384]","[62, 68, 98, 96]",0.48176594175675874
pug_3,25,"[38.448, 38.08, 147.392, 134.4]","[21, 63, 203, 112]",0.6110216547681814
Bombay_39,7,"[1.344, 58.016000000000005, 190.848, 114.688]","[31, 77, 131, 105]",0.5426018730114769
British_Shorthair_63,9,"[81.984, 82.24799999999999, 142.016, 61.824]","[76, 65, 103, 96]",0.4733922109410519
scottish_terrier_98,30,"[84.224, 82.352, 77.504, 90.048]","[75, 66, 92, 94]",0.626287806028184
keeshond_53,18,"[2.688, 22.240000000000002, 206.976, 181.888]","[19, 40, 205, 129]",0.6227411347029532
havanese_72,16,"[50.176, 37.0, 173.824, 149.184]","[91, 49, 101, 106]",0.41285281672109725
yorkshire_terrier_28,36,"[1.344, 24.928, 123.2, 168.0]","[20, 60, 152, 122]",0.48152891174132495
Persian_233,23,"[62.720000000000006, 89.22666666666666, 67.94666666666667, 105.28]","[53, 73, 95, 93]",0.4842670391331233
Maine_Coon_66,20,"[37.632, 44.128, 186.368, 134.848]","[43, 46, 138, 130]",0.7138493764407755
Birman_74,26,"[33.792, 14.784, 155.45600000000002, 188.608]","[76, 39, 148, 138]",0.45809046390238667
scottish_terrier_44,30,"[38.480000000000004, 10.752, 144.256, 190.4]","[77, 26, 124, 123]",0.43770771172723366
Abyssinian_49,0,"[37.448, 17.024, 147.84, 206.976]","[41, 64, 160, 160]",0.6971855289703859
basset_hound_67,3,"[0.0, 72.392, 106.176, 113.34400000000001]","[18, 92, 117, 103]",0.5224518793548748
american_pit_bull_terrier_86,2,"[59.36, 25.984, 135.744, 198.016]","[53, 58, 134, 119]",0.549608553321434
