index,pred_class,true_bbox,cam_bboxes,efficientnet_iou
samoyed_65,29,"[36.736000000000004, 75.03999999999999, 140.224, 100.352]","[39, 68, 101, 88]",0.5531401789388674
boxer_93,8,"[37.448, 19.712, 125.44, 178.304]","[52, 24, 110, 96]",0.4721356417656796
english_cocker_spaniel_2,22,"[0.448, 25.448, 223.552, 166.656]","[43, 44, 134, 116]",0.4172182278755448
pomeranian_191,24,"[53.013333333333335, 51.89333333333333, 170.98666666666668, 143.36]","[61, 62, 119, 108]",0.5243007495711165
german_shorthaired_60,14,"[94.976, 75.976, 49.728, 81.536]","[68, 57, 97, 101]",0.4138636529549863
american_bulldog_92,1,"[49.992000000000004, 47.04, 107.968, 175.168]","[64, 60, 102, 96]",0.45823950922190915
samoyed_82,29,"[68.544, 36.064, 103.488, 142.912]","[46, 28, 109, 89]",0.4000053231887138
staffordshire_bull_terrier_89,34,"[49.728, 45.96, 114.24000000000001, 121.408]","[72, 33, 120, 110]",0.4918455625909999
pug_58,8,"[77.24799999999999, 64.06400000000001, 94.08, 123.2]","[90, 43, 94, 85]",0.361576689899102
British_Shorthair_32,9,"[36.288000000000004, 21.784, 152.32, 186.816]","[55, 45, 108, 112]",0.42508010398403967
Sphynx_34,33,"[46.64, 30.912, 128.576, 193.088]","[58, 59, 116, 109]",0.5092948589979498
Abyssinian_92,0,"[43.504000000000005, 21.056, 155.45600000000002, 202.94400000000002]","[53, 57, 115, 137]",0.4993840908837149
german_shorthaired_97,14,"[0.0, 59.848, 147.392, 126.784]","[0, 66, 158, 121]",0.887910549989762
British_Shorthair_37,9,"[66.304, 65.184, 81.536, 112.896]","[62, 63, 98, 95]",0.6913014956328437
miniature_pinscher_31,21,"[98.11200000000001, 39.24, 91.392, 139.776]","[101, 62, 93, 95]",0.6368868723164258
beagle_4,19,"[105.72800000000001, 57.608000000000004, 60.928000000000004, 93.632]","[75, 90, 120, 62]",0.3963668241823162
great_pyrenees_93,15,"[40.136, 19.712, 145.6, 198.464]","[68, 22, 117, 121]",0.4899233254249782
american_bulldog_79,1,"[28.672, 65.112, 180.992, 133.504]","[38, 47, 116, 110]",0.40583871264306165
american_bulldog_212,1,"[9.856, 41.888, 214.144, 153.66400000000002]","[31, 52, 160, 124]",0.602925459679706
Ragdoll_261,26,"[1.792, 16.992, 221.76, 202.048]","[51, 58, 153, 116]",0.3961062100712085
japanese_chin_20,17,"[36.512, 39.424, 146.94400000000002, 163.968]","[84, 32, 107, 92]",0.3295235552129366
Russian_Blue_44,27,"[37.896, 10.752, 147.392, 213.248]","[51, 20, 118, 123]",0.4617726853550799
miniature_pinscher_49,21,"[44.992000000000004, 10.752, 138.88, 213.248]","[52, 42, 134, 116]",0.5122489429821138
boxer_24,8,"[77.952, 36.512, 116.032, 159.488]","[69, 39, 113, 104]",0.5567293356998538
yorkshire_terrier_77,36,"[71.456, 66.304, 75.264, 102.144]","[63, 84, 96, 84]",0.6704613868972689
chihuahua_6,10,"[23.296, 40.584, 78.4, 90.944]","[22, 31, 95, 81]",0.6068737603505364
British_Shorthair_46,9,"[0.896, 32.480000000000004, 166.208, 160.832]","[48, 54, 131, 107]",0.45507531447662314
staffordshire_bull_terrier_202,34,"[44.576, 59.584, 151.424, 139.776]","[58, 62, 145, 104]",0.6555387974081858
japanese_chin_57,17,"[0.448, 72.80000000000001, 172.48, 101.696]","[55, 62, 103, 77]",0.3655512261591506
boxer_63,8,"[37.0, 8.512, 139.328, 215.488]","[56, 17, 100, 104]",0.346395184475111
japanese_chin_50,17,"[73.024, 57.120000000000005, 65.408, 102.144]","[48, 37, 108, 93]",0.39863650202016326
Persian_81,23,"[0.0, 33.824, 219.52, 144.256]","[101, 45, 107, 98]",0.3311325500697173
miniature_pinscher_1,21,"[72.128, 55.328, 110.656, 111.104]","[89, 52, 97, 109]",0.7648650993939653
english_cocker_spaniel_57,12,"[38.08, 42.824, 148.288, 143.36]","[73, 66, 119, 102]",0.5296349205865302
american_bulldog_3,1,"[127.68, 56.064, 42.112, 79.296]","[100, 43, 91, 92]",0.3963382962971667
Maine_Coon_71,23,"[2.688, 37.0, 220.864, 148.736]","[0, 57, 155, 102]",0.46901161580754647
Russian_Blue_221,7,"[57.49333333333334, 73.54666666666667, 137.38666666666668, 85.12]","[67, 69, 102, 89]",0.7085178393033092
beagle_1,4,"[26.88, 50.224000000000004, 145.15200000000002, 143.808]","[59, 61, 123, 89]",0.4622843175608664
Abyssinian_71,0,"[50.554621848739494, 59.89915966386555, 162.6890756302521, 108.10084033613445]","[30, 89, 147, 72]",0.4774837420407955
japanese_chin_92,17,"[86.912, 70.6, 109.76, 81.536]","[61, 45, 121, 90]",0.44647057119002304
Persian_46,23,"[0.0, 28.0, 223.104, 167.552]","[0, 49, 151, 113]",0.4564554720436915
keeshond_79,18,"[47.04, 39.647999999999996, 106.176, 156.352]","[45, 49, 115, 109]",0.6589658546685029
basset_hound_73,4,"[29.344, 24.64, 163.072, 199.36]","[41, 51, 115, 121]",0.4280217004461372
english_cocker_spaniel_44,12,"[34.048, 54.472, 145.15200000000002, 116.928]","[19, 38, 117, 99]",0.41774050536529683
staffordshire_bull_terrier_85,8,"[0.0, 58.952, 134.4, 126.784]","[51, 58, 97, 100]",0.4470225020539888
yorkshire_terrier_2,36,"[55.816, 86.016, 90.496, 81.984]","[67, 77, 95, 88]",0.6583795081402534
pomeranian_28,24,"[37.448, 16.128, 147.84, 202.496]","[43, 33, 117, 109]",0.42599446569154614
yorkshire_terrier_53,36,"[62.944, 0.0, 129.92000000000002, 189.504]","[70, 27, 114, 127]",0.5880498980590034
shiba_inu_99,31,"[59.584, 37.0, 139.328, 124.096]","[37, 31, 121, 98]",0.4506008343433124
havanese_80,16,"[0.0, 37.0, 206.976, 137.536]","[68, 64, 126, 101]",0.44704942422630883
japanese_chin_74,17,"[71.232, 58.912, 152.768, 137.088]","[20, 65, 153, 92]",0.3649304136299267
Abyssinian_89,0,"[0.0, 22.896, 215.936, 163.52]","[50, 41, 139, 108]",0.4251504323380008
english_setter_82,13,"[15.68, 64.392, 172.032, 90.944]","[38, 57, 186, 84]",0.5792452041263493
american_pit_bull_terrier_1,14,"[25.088, 56.712, 187.71200000000002, 118.272]","[67, 38, 104, 111]",0.39747809836520637
Russian_Blue_94,27,"[39.848, 44.800000000000004, 105.28, 179.20000000000002]","[70, 48, 91, 114]",0.4142370053489177
pug_26,25,"[32.344, 46.144, 158.592, 177.856]","[57, 52, 110, 111]",0.4328783516245588
Persian_75,23,"[29.344, 0.0, 166.208, 223.552]","[52, 0, 117, 145]",0.4565868304213907
american_pit_bull_terrier_73,14,"[86.464, 58.464, 73.92, 117.824]","[76, 54, 111, 97]",0.5413188272009889
pug_88,25,"[42.376, 24.192, 134.848, 181.44]","[67, 19, 112, 96]",0.39704005383579566
german_shorthaired_33,14,"[32.376, 21.056, 159.488, 196.672]","[58, 21, 107, 141]",0.480703040197762
saint_bernard_196,17,"[54.312, 20.16, 157.696, 168.0]","[35, 0, 106, 98]",0.22393269488946568
samoyed_70,29,"[85.12, 64.776, 48.384, 99.456]","[61, 44, 93, 93]",0.3506199144627907
Persian_5,23,"[4.48, 46.93333333333334, 200.48000000000002, 124.69333333333334]","[93, 32, 131, 99]",0.3296083718686196
yorkshire_terrier_30,36,"[71.232, 47.128, 75.264, 120.96000000000001]","[63, 51, 99, 106]",0.6865764813517119
boxer_194,1,"[0.0, 29.344, 194.43200000000002, 164.416]","[39, 39, 146, 120]",0.5480526475209178
pug_47,25,"[24.64, 45.96, 167.104, 139.776]","[21, 58, 129, 100]",0.5284740096657417
havanese_88,16,"[34.944, 41.480000000000004, 137.984, 129.92000000000002]","[58, 36, 106, 100]",0.5413469435023962
Russian_Blue_30,27,"[0.0, 37.448, 147.392, 150.08]","[26, 36, 115, 109]",0.5549611073509706
miniature_pinscher_77,21,"[55.096000000000004, 31.808, 119.168, 188.608]","[45, 28, 96, 124]",0.4292224423417818
Persian_38,20,"[75.712, 75.03999999999999, 148.288, 120.96000000000001]","[70, 83, 96, 87]",0.42612105090642405
Bengal_199,5,"[25.39271255060729, 21.720647773279353, 143.28744939271255, 180.46963562753038]","[57, 51, 107, 101]",0.41791971390531674
newfoundland_62,30,"[75.264, 73.736, 68.992, 111.104]","[57, 59, 105, 103]",0.4914550354987899
wheaten_terrier_87,35,"[83.328, 67.424, 37.632, 52.416000000000004]","[63, 50, 84, 81]",0.2899057777777779
basset_hound_8,3,"[10.304, 38.0, 121.408, 137.088]","[18, 45, 124, 92]",0.5947389912979878
Persian_58,23,"[0.0, 58.056, 198.464, 124.096]","[68, 66, 106, 94]",0.4045704845082332
newfoundland_30,22,"[77.056, 86.392, 79.296, 66.752]","[71, 69, 95, 86]",0.6478784078335375
havanese_26,16,"[47.752, 38.08, 118.72, 154.112]","[36, 68, 119, 98]",0.5404346374822824
samoyed_51,29,"[45.024, 34.944, 126.784, 188.16]","[68, 35, 95, 108]",0.43008629814873955
beagle_201,4,"[1.344, 56.944, 138.43200000000002, 106.176]","[56, 49, 100, 85]",0.3855673581384666
american_bulldog_61,1,"[14.336, 74.632, 189.952, 102.592]","[57, 65, 131, 90]",0.5073994715919835
Russian_Blue_83,27,"[66.304, 60.744, 112.896, 123.2]","[63, 66, 114, 101]",0.7849958159005218
Persian_270,20,"[0.7466666666666667, 14.973333333333333, 223.25333333333333, 197.86666666666667]","[32, 54, 139, 130]",0.4090605171518977
Bengal_87,0,"[77.504, 57.568, 74.368, 100.352]","[82, 47, 100, 80]",0.45717340942646717
newfoundland_87,22,"[28.896, 5.376, 157.248, 218.624]","[64, 0, 124, 163]",0.544829194026748
yorkshire_terrier_4,36,"[39.872, 66.08, 170.24, 120.96000000000001]","[37, 72, 113, 95]",0.5014198274643731
staffordshire_bull_terrier_26,14,"[93.584, 58.688, 75.712, 133.056]","[85, 61, 83, 101]",0.6869638099841116
american_bulldog_45,1,"[67.464, 37.632, 103.488, 180.544]","[80, 33, 102, 106]",0.45469461957153534
shiba_inu_63,31,"[14.336, 51.792, 139.776, 122.75200000000001]","[83, 37, 90, 95]",0.2851300789264235
Persian_87,23,"[50.992000000000004, 42.56, 129.92000000000002, 167.104]","[56, 20, 106, 113]",0.3977609424372836
British_Shorthair_84,9,"[0.448, 28.0, 167.552, 167.104]","[32, 30, 96, 116]",0.3977340387775875
British_Shorthair_47,26,"[0.0, 49.096000000000004, 166.208, 136.64000000000001]","[63, 54, 107, 106]",0.4733366990222869
basset_hound_94,3,"[49.28, 51.784, 150.976, 85.568]","[41, 72, 107, 84]",0.4174364667122885
japanese_chin_21,17,"[33.6, 54.879999999999995, 145.6, 141.12]","[72, 57, 116, 100]",0.5003016744424996
keeshond_87,18,"[0.0, 36.064, 185.472, 158.144]","[28, 57, 152, 97]",0.5026714826424061
pug_70,25,"[60.480000000000004, 65.152, 142.464, 113.34400000000001]","[39, 48, 100, 82]",0.264435886799846
Abyssinian_217,5,"[48.73770491803279, 13.77049180327869, 151.47540983606558, 175.34426229508196]","[84, 69, 107, 102]",0.4109133527280498
shiba_inu_6,31,"[76.16, 50.024, 127.68, 135.744]","[53, 37, 108, 87]",0.3068758597928644
Bengal_24,5,"[30.464000000000002, 80.864, 150.976, 61.376000000000005]","[37, 85, 101, 76]",0.5179829208411055
pomeranian_89,24,"[28.448, 0.0, 167.552, 223.552]","[31, 37, 157, 127]",0.5323229589020889
leonberger_197,19,"[71.68, 60.704, 120.06400000000001, 124.544]","[99, 44, 125, 105]",0.41172455920623274
British_Shorthair_3,9,"[54.57454545454546, 56.43636363636364, 98.56, 114.8509090909091]","[83, 38, 97, 97]",0.36205667518181556
boxer_40,8,"[40.136, 10.304, 143.36, 213.696]","[58, 26, 111, 106]",0.3840647587159864
leonberger_194,19,"[23.296, 45.024, 184.12800000000001, 129.024]","[30, 55, 131, 96]",0.5293613035238425
american_pit_bull_terrier_38,1,"[12.992, 38.896, 187.264, 115.136]","[58, 41, 137, 89]",0.5655163175685815
yorkshire_terrier_45,36,"[41.928, 4.48, 143.36, 219.52]","[38, 28, 142, 121]",0.5229725743909146
miniature_pinscher_80,21,"[49.448, 45.696, 124.096, 109.76]","[58, 68, 96, 91]",0.6013734992250871
beagle_37,4,"[29.064, 0.0, 168.448, 206.528]","[46, 71, 133, 104]",0.39759432959273155
Abyssinian_72,0,"[66.12, 0.0, 120.06400000000001, 179.648]","[69, 0, 112, 138]",0.7165754324210796
japanese_chin_43,17,"[52.6, 23.296, 116.928, 181.888]","[36, 91, 110, 91]",0.37313419626134453
chihuahua_199,10,"[47.04, 34.72, 118.72, 159.04000000000002]","[95, 35, 99, 101]",0.32883660062585124
Maine_Coon_46,20,"[3.136, 32.0, 136.64000000000001, 158.144]","[63, 28, 97, 86]",0.26614197041361815
american_bulldog_208,1,"[12.544, 42.376, 91.392, 143.808]","[18, 36, 89, 103]",0.5928338337430737
pomeranian_97,29,"[52.416000000000004, 91.656, 37.184, 49.728]","[31, 72, 83, 82]",0.27168468292682924
Maine_Coon_50,20,"[77.768, 36.288000000000004, 76.608, 60.480000000000004]","[87, 25, 83, 82]",0.5533278194917631
english_setter_72,13,"[37.448, 42.56, 144.256, 181.44]","[55, 35, 131, 172]",0.7475692524380728
pug_6,25,"[12.544, 64.776, 118.272, 120.06400000000001]","[24, 52, 105, 88]",0.508215020429779
Abyssinian_63,0,"[26.880000000000003, 26.493333333333332, 197.12, 170.24]","[30, 47, 119, 112]",0.39716656698564595
wheaten_terrier_80,35,"[28.448, 0.0, 167.104, 206.976]","[62, 0, 119, 113]",0.3887931185452489
Siamese_247,32,"[31.360000000000003, 28.933333333333334, 174.72, 163.52]","[38, 44, 128, 114]",0.5107417044794736
newfoundland_5,22,"[30.912, 61.672, 96.768, 122.75200000000001]","[33, 59, 100, 102]",0.7420157717011775
scottish_terrier_97,30,"[66.52799999999999, 9.408, 120.06400000000001, 214.592]","[68, 49, 111, 114]",0.4911356899543227
miniature_pinscher_45,33,"[54.432, 91.84, 98.11200000000001, 132.16]","[55, 92, 106, 96]",0.6796377346375009
scottish_terrier_74,30,"[11.200000000000001, 25.96, 209.216, 170.24]","[132, 41, 92, 96]",0.23603172831378405
samoyed_35,29,"[38.344, 32.256, 147.84, 191.744]","[53, 54, 124, 101]",0.4418036729347643
english_cocker_spaniel_84,12,"[20.608, 39.688, 203.392, 146.496]","[18, 63, 149, 112]",0.5449278559472684
great_pyrenees_37,15,"[21.504, 87.584, 150.08, 79.296]","[56, 69, 133, 87]",0.508084103728058
Egyptian_Mau_3,11,"[62.25090909090909, 7.330909090909091, 97.74545454545455, 210.96727272727273]","[66, 42, 97, 100]",0.44928214087317775
Siamese_80,32,"[3.584, 47.263999999999996, 178.304, 133.504]","[54, 57, 124, 99]",0.5157052060225797
pomeranian_51,24,"[69.44, 55.328, 64.512, 86.912]","[61, 51, 92, 83]",0.6213944350666618
Egyptian_Mau_2,11,"[39.42560553633218, 22.47750865051903, 124.78892733564014, 188.34602076124568]","[55, 59, 103, 104]",0.45576194854715135
basset_hound_54,3,"[51.072, 36.512, 106.176, 127.68]","[46, 69, 108, 93]",0.6823592096714391
american_pit_bull_terrier_90,2,"[65.224, 62.272, 120.96000000000001, 160.38400000000001]","[51, 61, 132, 111]",0.6116472108847838
english_cocker_spaniel_93,12,"[38.344, 20.608, 147.392, 175.616]","[47, 29, 115, 115]",0.5109256283832155
beagle_83,4,"[38.528, 57.568, 185.472, 137.536]","[30, 62, 140, 101]",0.5035444849644272
pomeranian_29,24,"[37.448, 22.848, 145.15200000000002, 190.4]","[49, 27, 116, 110]",0.46170088405732657
yorkshire_terrier_90,36,"[37.448, 16.576, 147.84, 207.424]","[42, 41, 148, 112]",0.5144775256822264
scottish_terrier_95,30,"[7.6160000000000005, 44.272, 133.056, 124.544]","[62, 52, 96, 92]",0.39843786398662884
american_pit_bull_terrier_89,14,"[107.968, 72.29599999999999, 58.24, 84.224]","[94, 57, 94, 97]",0.5136062342348938
american_bulldog_85,1,"[48.832, 28.448, 139.328, 140.672]","[40, 39, 133, 114]",0.6869300053360673
keeshond_49,18,"[70.56, 64.512, 89.152, 124.096]","[65, 60, 94, 110]",0.7726786260003989
miniature_pinscher_96,21,"[86.016, 45.512, 98.56, 140.224]","[69, 37, 101, 126]",0.5915760009622159
pug_52,25,"[6.72, 40.136, 191.744, 145.6]","[38, 34, 119, 99]",0.38574327750426435
wheaten_terrier_85,35,"[110.432, 30.016000000000002, 85.568, 190.4]","[99, 35, 94, 104]",0.4912210434287246
Persian_55,23,"[4.48, 11.064, 195.776, 206.08]","[69, 28, 116, 117]",0.3363942426786653
Birman_5,6,"[31.808, 40.136, 179.648, 135.296]","[35, 54, 111, 94]",0.42928280077782305
leonberger_50,19,"[0.448, 30.240000000000002, 223.104, 165.76]","[30, 39, 126, 113]",0.385001032120761
english_setter_39,13,"[77.056, 47.263999999999996, 89.60000000000001, 143.36]","[63, 59, 91, 105]",0.5641474830974733
Persian_53,23,"[75.488, 26.432000000000002, 120.06400000000001, 197.568]","[77, 37, 96, 110]",0.4451788330318419
basset_hound_61,3,"[111.552, 38.0, 95.872, 120.512]","[99, 70, 125, 90]",0.5926721162538876
basset_hound_74,3,"[50.624, 60.832, 120.96000000000001, 142.016]","[36, 59, 105, 103]",0.48504575652406323
newfoundland_22,22,"[81.536, 58.056, 78.848, 103.04]","[63, 58, 112, 88]",0.6277409776153495
Sphynx_42,33,"[77.952, 36.96, 64.06400000000001, 155.904]","[65, 38, 92, 119]",0.5726781279021763
german_shorthaired_35,14,"[47.04, 19.616, 142.464, 193.088]","[49, 22, 133, 135]",0.6527171011281983
basset_hound_6,3,"[55.104, 58.608000000000004, 83.328, 128.12800000000001]","[59, 74, 94, 93]",0.6139876136393431
pomeranian_73,24,"[0.0, 45.96, 151.424, 139.776]","[44, 53, 126, 103]",0.479430769834113
saint_bernard_26,28,"[0.448, 37.0, 219.96800000000002, 133.504]","[44, 66, 141, 100]",0.4801371701306994
japanese_chin_37,17,"[40.32, 50.888, 130.368, 122.304]","[93, 38, 97, 93]",0.3320783187378242
japanese_chin_49,17,"[0.448, 36.96, 128.12800000000001, 112.896]","[21, 34, 120, 102]",0.6637874316672066
scottish_terrier_193,7,"[34.944, 62.984, 178.752, 109.312]","[30, 65, 112, 93]",0.4978220832869083
newfoundland_20,22,"[18.368000000000002, 69.664, 134.4, 73.92]","[45, 59, 134, 81]",0.5738541968170955
keeshond_84,18,"[54.656, 28.448, 168.89600000000002, 145.6]","[69, 55, 155, 98]",0.6148161820866644
chihuahua_58,0,"[58.688, 84.03999999999999, 65.408, 91.84]","[58, 67, 94, 89]",0.4869240872265581
basset_hound_7,3,"[24.192, 55.472, 181.44, 128.576]","[124, 52, 100, 79]",0.2459969306141313
german_shorthaired_34,14,"[73.016, 11.648, 96.32000000000001, 212.352]","[68, 0, 102, 165]",0.6561072879169613
saint_bernard_25,28,"[74.816, 92.512, 30.016000000000002, 68.096]","[41, 62, 93, 82]",0.1902225021115771
Ragdoll_41,26,"[36.736000000000004, 17.200000000000003, 131.264, 193.984]","[66, 0, 98, 132]",0.4143989753631578
newfoundland_54,22,"[35.392, 39.24, 140.224, 146.496]","[55, 61, 121, 112]",0.6562457779504901
leonberger_78,19,"[61.824, 28.0, 162.17600000000002, 167.104]","[64, 53, 136, 107]",0.5369690516142469
newfoundland_50,22,"[33.152, 71.864, 123.2, 92.736]","[65, 62, 116, 91]",0.5087421916375814
staffordshire_bull_terrier_77,1,"[60.928000000000004, 48.608000000000004, 94.08, 142.464]","[54, 32, 109, 113]",0.5446106682759694
Sphynx_87,33,"[26.88, 3.584, 141.12, 220.416]","[63, 50, 93, 147]",0.4395098359465737
basset_hound_77,3,"[69.888, 30.240000000000002, 87.808, 164.416]","[71, 68, 101, 94]",0.5163871642740798
Maine_Coon_269,20,"[28.0, 0.0, 141.62851782363978, 224.00000000000003]","[50, 25, 111, 133]",0.46534589934824067
pug_51,25,"[47.304, 11.648, 126.336, 197.12]","[63, 0, 107, 111]",0.40653119340888566
Persian_85,23,"[0.448, 28.0, 223.104, 168.0]","[68, 53, 111, 101]",0.29910778317351033
american_bulldog_76,1,"[75.264, 58.504000000000005, 90.048, 126.784]","[71, 61, 100, 94]",0.6852671977310423
great_pyrenees_80,15,"[54.216, 12.992, 133.952, 206.08]","[49, 0, 110, 124]",0.3927962607998529
american_pit_bull_terrier_20,2,"[192.5213849287169, 103.78615071283096, 31.478615071283098, 106.29735234215886]","[89, 40, 135, 117]",0.09590626030145331
miniature_pinscher_86,4,"[31.808, 45.96, 84.224, 93.184]","[85, 58, 89, 92]",0.18627094053374807
pug_202,25,"[58.906666666666666, 51.52, 124.69333333333334, 156.05333333333334]","[54, 44, 106, 109]",0.4943153725560228
great_pyrenees_3,15,"[67.2, 45.512, 140.224, 140.672]","[82, 35, 93, 123]",0.5053025958008741
Birman_27,6,"[40.584, 13.44, 145.15200000000002, 189.504]","[49, 67, 127, 96]",0.44323449106461604
havanese_43,16,"[37.632, 44.128, 117.376, 137.088]","[51, 48, 112, 89]",0.550924942399776
miniature_pinscher_199,21,"[45.18666666666667, 22.400000000000002, 139.62666666666667, 201.60000000000002]","[62, 67, 108, 113]",0.4335541034595656
saint_bernard_47,28,"[42.136, 32.256, 138.43200000000002, 177.856]","[84, 28, 111, 96]",0.335367048612516
newfoundland_66,22,"[54.656, 67.816, 97.664, 95.424]","[42, 63, 115, 89]",0.725485958238447
Birman_9,6,"[76.16, 42.336, 70.784, 110.208]","[66, 24, 92, 88]",0.44967687485514346
yorkshire_terrier_57,36,"[49.728, 39.344, 125.888, 143.808]","[42, 58, 122, 103]",0.6227625320807031
Ragdoll_56,26,"[90.048, 43.72, 133.952, 137.536]","[79, 43, 113, 104]",0.5359771142046629
english_cocker_spaniel_40,12,"[18.816, 33.376, 200.256, 161.728]","[109, 32, 115, 112]",0.36798001444614864
pug_73,25,"[96.768, 54.472, 126.784, 131.264]","[113, 66, 111, 91]",0.6030250186955984
Egyptian_Mau_50,11,"[0.0, 69.20754716981132, 186.66666666666666, 126.44025157232704]","[30, 83, 108, 106]",0.48503993519413335
Sphynx_21,33,"[0.448, 52.68, 161.28, 133.504]","[58, 84, 99, 103]",0.4680765920860566
Russian_Blue_64,27,"[13.888, 40.096000000000004, 162.624, 155.904]","[44, 43, 136, 128]",0.6574188791778088
keeshond_48,18,"[0.448, 37.896, 223.552, 148.288]","[31, 60, 163, 110]",0.5408735228951027
miniature_pinscher_66,21,"[69.072, 38.528, 101.248, 176.96]","[66, 36, 101, 134]",0.6930852260373539
boxer_42,8,"[83.592, 23.296, 73.024, 182.784]","[67, 0, 97, 109]",0.3543420159780684
japanese_chin_9,17,"[21.056, 24.0, 190.848, 176.064]","[57, 41, 115, 100]",0.342247010172022
chihuahua_72,10,"[51.52, 29.792, 169.344, 165.76]","[63, 56, 98, 102]",0.35610387172887176
basset_hound_34,3,"[28.448, 33.152, 135.296, 190.848]","[71, 34, 97, 121]",0.4261105171798498
havanese_36,16,"[27.776, 21.056, 191.744, 189.056]","[58, 73, 131, 78]",0.2818731120449021
beagle_61,4,"[51.072, 48.2, 126.784, 137.984]","[60, 42, 106, 94]",0.5127328325808825
British_Shorthair_50,9,"[0.896, 51.336, 162.624, 134.4]","[66, 59, 103, 91]",0.39696635242355627
german_shorthaired_56,14,"[59.328, 17.472, 119.616, 146.496]","[63, 0, 94, 133]",0.5666200378715203
Ragdoll_259,26,"[43.008, 35.088, 154.56, 150.528]","[44, 48, 140, 114]",0.6859911083998816
Ragdoll_7,6,"[37.896, 24.64, 147.84, 199.36]","[73, 29, 116, 86]",0.3258475447594317
Bombay_36,7,"[75.712, 78.176, 63.616, 52.416000000000004]","[59, 57, 105, 79]",0.4019886987341773
wheaten_terrier_91,35,"[51.879999999999995, 5.376, 129.92000000000002, 182.336]","[74, 0, 111, 119]",0.49691490746085504
Birman_64,6,"[0.0, 28.448, 200.256, 167.552]","[56, 58, 147, 114]",0.48559413331170204
english_cocker_spaniel_34,13,"[68.80799999999999, 49.28, 70.336, 89.152]","[65, 48, 91, 89]",0.7524492364591086
english_cocker_spaniel_90,12,"[83.104, 44.800000000000004, 68.992, 133.056]","[65, 42, 104, 115]",0.5777268317075293
Egyptian_Mau_87,11,"[3.3600000000000003, 41.24, 206.45333333333335, 126.18666666666667]","[61, 62, 126, 95]",0.4594717165571943
pomeranian_93,24,"[7.168, 34.96, 206.976, 155.45600000000002]","[36, 66, 144, 101]",0.4520186850143328
beagle_196,4,"[38.304, 59.584, 138.43200000000002, 153.216]","[52, 69, 137, 118]",0.6496337115192331
basset_hound_35,3,"[82.24799999999999, 95.872, 52.864000000000004, 61.824]","[72, 73, 88, 81]",0.41959810219703786
german_shorthaired_47,14,"[66.176, 20.16, 130.816, 190.848]","[63, 0, 97, 158]",0.4726989903371043
japanese_chin_95,17,"[0.0, 26.032, 217.28, 174.72]","[32, 57, 149, 104]",0.40818518128901043
scottish_terrier_55,30,"[34.944, 38.512, 104.83200000000001, 140.224]","[32, 49, 126, 102]",0.6342488647136649
basset_hound_88,3,"[3.584, 38.792, 159.936, 132.16]","[88, 44, 99, 89]",0.28937529613126695
Bombay_42,7,"[1.792, 104.16, 155.008, 90.496]","[56, 91, 105, 92]",0.504879505734377
leonberger_41,19,"[0.0, 46.816, 196.22400000000002, 149.184]","[49, 40, 119, 116]",0.43187884781239855
keeshond_96,18,"[28.0, 4.48, 105.28, 219.52]","[29, 18, 106, 137]",0.6119218807470636
Ragdoll_254,26,"[0.0, 40.986666666666665, 224.0, 144.85333333333335]","[45, 68, 148, 99]",0.45156512991794656
Russian_Blue_201,9,"[65.72800000000001, 38.976, 104.384, 168.448]","[65, 50, 97, 112]",0.6103922295050436
Ragdoll_67,6,"[3.584, 54.616, 209.66400000000002, 121.85600000000001]","[93, 62, 131, 94]",0.4255844475324378
pug_82,25,"[57.792, 48.647999999999996, 164.416, 136.192]","[54, 66, 131, 93]",0.5201340115796644
staffordshire_bull_terrier_90,34,"[15.68, 43.272, 163.072, 127.68]","[32, 30, 127, 124]",0.6248154050699323
german_shorthaired_53,14,"[34.688, 33.6, 154.56, 190.4]","[67, 47, 112, 107]",0.4072281086347582
yorkshire_terrier_78,36,"[17.92, 26.928, 151.424, 173.824]","[29, 31, 135, 129]",0.6616358438792005
pug_199,25,"[44.800000000000004, 33.6, 133.28, 160.16000000000003]","[76, 39, 117, 95]",0.42601486743388695
great_pyrenees_70,15,"[51.968, 38.304, 137.984, 153.216]","[33, 36, 129, 98]",0.4528142512008833
german_shorthaired_200,14,"[0.0, 73.28800000000001, 154.112, 112.44800000000001]","[0, 63, 169, 116]",0.7892360264470227
keeshond_89,18,"[6.72, 37.448, 217.28, 146.94400000000002]","[38, 59, 146, 104]",0.4755701469675121
great_pyrenees_196,15,"[19.712, 58.704, 175.616, 115.584]","[0, 39, 128, 84]",0.28904475101637284
havanese_85,16,"[76.608, 51.888, 113.34400000000001, 133.504]","[75, 58, 117, 100]",0.7313706434282585
japanese_chin_61,17,"[43.904, 78.176, 120.512, 75.712]","[69, 77, 103, 80]",0.7124346642668469
american_bulldog_57,1,"[34.944, 73.736, 142.016, 112.896]","[41, 70, 146, 95]",0.7092544157451752
boxer_196,8,"[0.0, 58.775999999999996, 163.52, 133.056]","[60, 59, 106, 89]",0.4192039511852458
havanese_199,16,"[86.016, 81.312, 113.792, 110.208]","[74, 72, 121, 94]",0.6285013020564126
english_setter_45,13,"[44.800000000000004, 62.536, 179.20000000000002, 123.648]","[52, 60, 172, 120]",0.894214626013264
Maine_Coon_99,20,"[45.472, 35.392, 150.528, 188.608]","[62, 52, 98, 120]",0.41421890906006115
