index,pred_class,true_bbox,cam_bboxes,vggnet_iou
Siamese_47,32,"[25.792, 3.136, 172.032, 220.864]","[71, 71, 82, 91]",0.19639077007419345
Maine_Coon_41,20,"[6.272, 22.848, 214.592, 201.15200000000002]","[37, 38, 86, 83]",0.16536312130526615
yorkshire_terrier_75,36,"[0.0, 38.0, 223.552, 148.736]","[57, 62, 118, 75]",0.26616357022503334
havanese_93,16,"[41.216, 35.616, 142.016, 160.38400000000001]","[83, 54, 79, 94]",0.3260292973744491
staffordshire_bull_terrier_39,34,"[24.192, 40.024, 199.808, 160.832]","[35, 42, 116, 140]",0.5053597972159123
english_setter_89,13,"[60.480000000000004, 47.263999999999996, 122.75200000000001, 148.736]","[66, 55, 100, 136]",0.7448935844674692
beagle_20,4,"[0.0, 32.064, 191.296, 159.936]","[64, 30, 81, 71]",0.181514900001634
Bengal_85,5,"[21.056, 31.128, 130.368, 174.72]","[77, 148, 15, 30]",0.019755994189904355
great_pyrenees_1,15,"[56.6, 9.8, 124.60000000000001, 205.33333333333334]","[67, 0, 70, 80]",0.18705368245283688
english_cocker_spaniel_65,3,"[84.408, 94.976, 94.976, 116.48]","[80, 121, 58, 40]",0.190733718076944
german_shorthaired_81,14,"[55.72, 4.928, 113.792, 219.072]","[69, 25, 91, 158]",0.5767662980969404
yorkshire_terrier_74,36,"[58.056, 57.792, 95.424, 147.392]","[78, 60, 80, 57]",0.30039432970525554
english_setter_69,13,"[58.504000000000005, 21.056, 126.336, 202.94400000000002]","[57, 37, 101, 138]",0.5312266506228667
samoyed_95,29,"[65.632, 37.184, 96.32000000000001, 170.24]","[80, 43, 74, 70]",0.31590149064521766
german_shorthaired_36,14,"[7.6160000000000005, 71.048, 129.472, 114.24000000000001]","[70, 90, 72, 52]",0.23185598956556602
keeshond_1,30,"[0.0, 4.032, 212.8, 219.96800000000002]","[34, 45, 59, 60]",0.07562617447021684
english_cocker_spaniel_68,12,"[47.304, 12.544, 125.44, 208.32]","[70, 20, 73, 79]",0.22069014457741623
keeshond_9,18,"[37.46666666666667, 62.06666666666667, 142.33333333333334, 140.46666666666667]","[99, 64, 80, 77]",0.308106467901686
samoyed_34,29,"[0.0, 93.856, 51.072, 101.248]","[90, 59, 63, 61]",0.0
german_shorthaired_52,14,"[65.904, 47.04, 111.104, 152.768]","[64, 58, 71, 42]",0.1701761756559129
american_pit_bull_terrier_35,2,"[14.336, 46.712, 146.496, 145.6]","[111, 64, 58, 61]",0.13925888146497054
boxer_39,8,"[39.688, 7.168, 139.328, 213.696]","[99, 18, 63, 67]",0.1417687650046368
British_Shorthair_273,9,"[53.95652173913044, 11.68695652173913, 147.0608695652174, 211.82608695652175]","[71, 44, 76, 55]",0.13418368317868365
american_bulldog_42,1,"[30.016000000000002, 43.232, 193.536, 152.32]","[77, 136, 10, 24]",0.008141277344271041
german_shorthaired_76,14,"[69.888, 49.952, 96.32000000000001, 128.576]","[86, 65, 81, 73]",0.47058860140891245
american_bulldog_73,1,"[48.16, 39.424, 104.83200000000001, 172.928]","[76, 57, 77, 73]",0.31002397544867405
saint_bernard_83,28,"[28.896, 12.096, 166.208, 187.264]","[82, 25, 77, 81]",0.2003869913158908
scottish_terrier_64,30,"[98.824, 14.336, 82.432, 160.832]","[116, 28, 69, 66]",0.31891576568104346
english_setter_42,12,"[31.36, 58.504000000000005, 192.192, 128.12800000000001]","[94, 76, 67, 65]",0.17685152374681593
english_cocker_spaniel_22,12,"[49.448, 2.688, 125.44, 221.312]","[62, 32, 99, 101]",0.3601766547513308
Abyssinian_99,0,"[61.724444444444444, 76.82666666666667, 105.52888888888889, 95.07555555555555]","[94, 77, 57, 81]",0.4601714146388453
pomeranian_72,24,"[38.792, 19.264, 145.15200000000002, 204.288]","[67, 67, 96, 69]",0.22338522397262997
english_setter_92,12,"[52.232, 39.872, 132.16, 184.12800000000001]","[82, 54, 73, 58]",0.17399268410816013
scottish_terrier_62,30,"[40.32, 68.36, 116.48, 98.11200000000001]","[101, 69, 59, 70]",0.33521895396691626
pomeranian_2,24,"[66.12, 62.272, 119.168, 161.728]","[85, 73, 74, 65]",0.24957450007162174
Ragdoll_97,26,"[6.72, 38.304, 217.28, 157.696]","[35, 56, 82, 67]",0.16034234284447144
Persian_74,23,"[50.504000000000005, 7.168, 141.12, 197.568]","[70, 36, 66, 61]",0.14440046750802685
newfoundland_89,22,"[167.104, 71.49600000000001, 47.04, 84.224]","[163, 68, 61, 85]",0.7216233967848511
havanese_4,16,"[65.224, 63.168, 83.328, 144.704]","[70, 62, 79, 62]",0.3924045817690786
Egyptian_Mau_84,5,"[78.1159420289855, 9.27536231884058, 81.62318840579711, 210.55072463768116]","[81, 37, 68, 63]",0.24927525335089606
american_bulldog_221,1,"[25.984, 50.856, 140.224, 86.016]","[96, 58, 70, 67]",0.3888402811454055
american_pit_bull_terrier_96,2,"[107.744, 103.936, 88.256, 120.06400000000001]","[114, 99, 75, 59]",0.36974191543052515
english_cocker_spaniel_58,22,"[31.808, 56.712, 125.888, 129.024]","[90, 72, 70, 59]",0.24386004390971522
boxer_75,4,"[25.536, 71.904, 125.888, 96.768]","[96, 58, 59, 43]",0.12304121453138349
beagle_62,4,"[0.0, 45.064, 156.352, 141.12]","[46, 66, 97, 80]",0.35169784928570963
german_shorthaired_46,14,"[68.70400000000001, 14.336, 81.536, 195.776]","[83, 31, 66, 49]",0.20259613812960492
leonberger_88,19,"[56.536, 0.0, 104.384, 217.28]","[63, 27, 73, 81]",0.26070789998004423
yorkshire_terrier_59,36,"[0.0, 15.0, 224.0, 193.536]","[44, 47, 141, 108]",0.3512635522959184
Bombay_82,7,"[20.533333333333335, 84.0, 182.93333333333334, 92.4]","[20, 97, 62, 63]",0.22864039148260815
Egyptian_Mau_49,20,"[33.6, 49.92, 177.40800000000002, 124.992]","[39, 75, 65, 75]",0.21984632124681083
english_cocker_spaniel_4,22,"[14.784, 53.128, 164.864, 117.824]","[91, 124, 67, 46]",0.1586620419317917
Russian_Blue_244,7,"[0.7466666666666667, 81.01333333333334, 166.50666666666666, 94.08]","[82, 86, 79, 66]",0.3328450414438678
Abyssinian_81,0,"[0.0, 28.448, 224.0, 166.208]","[70, 78, 89, 75]",0.17928804355300074
english_setter_76,13,"[31.36, 68.36, 150.08, 104.384]","[62, 78, 66, 57]",0.2401386336034638
wheaten_terrier_199,22,"[57.792, 76.52799999999999, 61.824, 107.072]","[52, 105, 72, 63]",0.5364369921618743
Russian_Blue_212,27,"[0.0, 43.72, 165.312, 142.464]","[63, 55, 90, 88]",0.33629132739151807
Abyssinian_51,0,"[44.0, 22.46153846153846, 109.53846153846155, 180.92307692307693]","[63, 72, 86, 112]",0.4860219368646334
pug_59,8,"[0.896, 61.328, 132.608, 128.12800000000001]","[38, 66, 89, 59]",0.3090496428945089
yorkshire_terrier_46,36,"[37.448, 1.792, 149.184, 222.208]","[51, 20, 84, 71]",0.1799101628990742
leonberger_192,19,"[52.192, 30.464000000000002, 116.48, 172.48]","[100, 32, 76, 44]",0.14802245857992247
chihuahua_21,10,"[39.928, 50.624, 123.2, 132.608]","[106, 60, 60, 54]",0.18705059282601644
keeshond_98,18,"[0.0, 67.424, 176.512, 88.70400000000001]","[99, 63, 69, 65]",0.2618464515184008
keeshond_193,18,"[36.224000000000004, 22.848, 132.608, 182.784]","[68, 37, 77, 71]",0.2255491380462658
yorkshire_terrier_81,36,"[51.52, 28.448, 88.70400000000001, 167.552]","[74, 39, 68, 67]",0.29616531802315227
Bombay_23,7,"[0.0, 54.368, 185.92000000000002, 133.504]","[93, 91, 84, 52]",0.17597956543335375
basset_hound_59,3,"[28.448, 61.376000000000005, 97.664, 162.624]","[29, 95, 103, 99]",0.5838956210057095
wheaten_terrier_24,35,"[55.104, 42.928, 155.008, 142.912]","[77, 37, 53, 77]",0.16766227928363292
wheaten_terrier_65,15,"[82.432, 91.656, 81.08800000000001, 71.232]","[67, 67, 63, 74]",0.2901043813037907
Russian_Blue_87,27,"[28.408, 4.928, 177.40800000000002, 219.072]","[58, 49, 121, 55]",0.1712332054924901
english_setter_24,13,"[12.096, 63.879999999999995, 163.072, 117.824]","[39, 63, 66, 67]",0.22643982102041127
saint_bernard_61,28,"[31.36, 42.336, 133.504, 153.66400000000002]","[68, 50, 70, 58]",0.19790630092606826
Maine_Coon_266,20,"[0.0, 46.75, 168.0, 140.0]","[48, 62, 73, 65]",0.20174319727891157
wheaten_terrier_21,35,"[0.0, 33.824, 199.808, 161.728]","[97, 33, 64, 72]",0.14073667622142733
British_Shorthair_82,27,"[0.0, 34.72, 218.17600000000002, 115.584]","[91, 43, 63, 69]",0.1723792334074645
Maine_Coon_64,20,"[28.272, 12.544, 173.824, 198.912]","[143, 172, 2, 4]",0.00023137650853041132
great_pyrenees_19,15,"[41.266666666666666, 36.4, 133.46666666666667, 167.06666666666666]","[107, 90, 74, 69]",0.20561163576183034
Abyssinian_37,0,"[73.22000000000001, 72.24000000000001, 150.78, 87.22000000000001]","[92, 64, 74, 63]",0.29447724504453643
miniature_pinscher_54,21,"[32.480000000000004, 32.256, 136.192, 191.744]","[80, 54, 77, 135]",0.3980623595989828
Siamese_24,32,"[39.872, 29.792, 162.17600000000002, 165.76]","[73, 43, 117, 87]",0.37865072418582185
pug_33,1,"[39.872, 39.856, 132.16, 145.6]","[106, 65, 67, 69]",0.23595939943513186
staffordshire_bull_terrier_70,8,"[57.568, 30.016000000000002, 130.368, 190.4]","[64, 33, 64, 50]",0.1289175464000033
Birman_45,6,"[0.0, 34.272, 216.832, 143.36]","[52, 40, 92, 83]",0.2456487461655633
Bombay_20,7,"[0.0, 54.472, 201.15200000000002, 131.712]","[97, 69, 61, 60]",0.13814379610759808
Russian_Blue_72,27,"[29.792, 9.408, 151.424, 214.592]","[133, 34, 37, 31]",0.03529841267985496
Bombay_83,7,"[27.62666666666667, 36.21333333333333, 174.72, 135.14666666666668]","[138, 63, 61, 65]",0.16791721868305334
Bombay_53,7,"[0.0, 11.2, 200.58181818181816, 212.79999999999998]","[65, 70, 111, 92]",0.2392476159579515
Ragdoll_47,26,"[32.256, 41.480000000000004, 166.656, 142.912]","[73, 54, 116, 88]",0.4285988588983981
english_cocker_spaniel_48,12,"[62.272, 60.296, 161.728, 124.096]","[83, 80, 79, 72]",0.28341092579716165
american_pit_bull_terrier_63,1,"[48.647999999999996, 12.544, 131.712, 196.22400000000002]","[73, 21, 66, 75]",0.191525996231593
Siamese_60,32,"[30.912, 37.856, 151.872, 157.248]","[100, 46, 76, 69]",0.2195835693781332
British_Shorthair_52,9,"[54.208, 13.888, 169.792, 207.872]","[128, 66, 70, 69]",0.13684656866169723
shiba_inu_86,31,"[23.296, 22.400000000000002, 158.592, 195.328]","[25, 43, 131, 100]",0.4228881506536684
Abyssinian_90,5,"[24.688, 19.264, 174.72, 204.73600000000002]","[54, 152, 114, 49]",0.1561579489984851
english_setter_79,13,"[56.448, 56.263999999999996, 106.624, 118.72]","[69, 73, 90, 108]",0.6953538156483043
basset_hound_32,3,"[12.544, 38.032, 93.632, 102.144]","[54, 94, 63, 56]",0.22553157776531002
Egyptian_Mau_81,11,"[67.176, 57.792, 132.16, 137.536]","[90, 84, 48, 86]",0.2271032080916063
samoyed_65,29,"[36.736000000000004, 75.03999999999999, 140.224, 100.352]","[62, 84, 62, 56]",0.2467353255199844
boxer_93,8,"[37.448, 19.712, 125.44, 178.304]","[73, 33, 77, 68]",0.23410058904214953
english_cocker_spaniel_2,22,"[0.448, 25.448, 223.552, 166.656]","[89, 33, 69, 73]",0.13519867561818832
pomeranian_191,24,"[53.013333333333335, 51.89333333333333, 170.98666666666668, 143.36]","[76, 82, 88, 69]",0.24770885087113445
german_shorthaired_60,14,"[94.976, 75.976, 49.728, 81.536]","[89, 85, 55, 47]",0.5314568280931723
american_bulldog_92,1,"[49.992000000000004, 47.04, 107.968, 175.168]","[94, 72, 62, 62]",0.20325140249135915
samoyed_82,29,"[68.544, 36.064, 103.488, 142.912]","[53, 41, 68, 58]",0.19389481787193918
staffordshire_bull_terrier_89,34,"[49.728, 45.96, 114.24000000000001, 121.408]","[92, 52, 71, 84]",0.4300036435238301
pug_58,1,"[77.24799999999999, 64.06400000000001, 94.08, 123.2]","[99, 92, 63, 65]",0.3533018320964749
British_Shorthair_32,9,"[36.288000000000004, 21.784, 152.32, 186.816]","[52, 67, 117, 105]",0.4317219806087903
Sphynx_34,33,"[46.64, 30.912, 128.576, 193.088]","[63, 88, 114, 83]",0.37293669962713055
Abyssinian_92,0,"[43.504000000000005, 21.056, 155.45600000000002, 202.94400000000002]","[64, 88, 78, 97]",0.23981847233425496
german_shorthaired_97,14,"[0.0, 59.848, 147.392, 126.784]","[31, 105, 87, 75]",0.3491742062237807
British_Shorthair_37,9,"[66.304, 65.184, 81.536, 112.896]","[87, 72, 52, 64]",0.36153917349252623
miniature_pinscher_31,21,"[98.11200000000001, 39.24, 91.392, 139.776]","[112, 63, 64, 63]",0.31563106011635417
beagle_4,4,"[105.72800000000001, 57.608000000000004, 60.928000000000004, 93.632]","[127, 85, 54, 40]",0.2526434960012911
great_pyrenees_93,15,"[40.136, 19.712, 145.6, 198.464]","[98, 27, 69, 66]",0.15759771307376919
american_bulldog_79,1,"[28.672, 65.112, 180.992, 133.504]","[61, 65, 70, 66]",0.1908138169443263
american_bulldog_212,1,"[9.856, 41.888, 214.144, 153.66400000000002]","[21, 120, 76, 69]",0.15936195113711585
Ragdoll_261,26,"[1.792, 16.992, 221.76, 202.048]","[87, 63, 98, 81]",0.17716312235436404
japanese_chin_20,17,"[36.512, 39.424, 146.94400000000002, 163.968]","[103, 43, 69, 62]",0.1775537393460983
Russian_Blue_44,27,"[37.896, 10.752, 147.392, 213.248]","[60, 28, 102, 86]",0.27908708804841953
miniature_pinscher_49,21,"[44.992000000000004, 10.752, 138.88, 213.248]","[76, 78, 85, 69]",0.19803563346421518
boxer_24,8,"[77.952, 36.512, 116.032, 159.488]","[105, 40, 69, 94]",0.3504863868294704
yorkshire_terrier_77,36,"[71.456, 66.304, 75.264, 102.144]","[65, 71, 67, 60]",0.44985551839095905
chihuahua_6,10,"[23.296, 40.584, 78.4, 90.944]","[39, 39, 61, 62]",0.5099713371382215
British_Shorthair_46,9,"[0.896, 32.480000000000004, 166.208, 160.832]","[81, 64, 74, 61]",0.16886403734849098
staffordshire_bull_terrier_202,34,"[44.576, 59.584, 151.424, 139.776]","[108, 90, 79, 76]",0.2836699690401877
japanese_chin_57,17,"[0.448, 72.80000000000001, 172.48, 101.696]","[71, 76, 73, 58]",0.24138386617877314
boxer_63,8,"[37.0, 8.512, 139.328, 215.488]","[81, 28, 67, 57]",0.12720030860677392
japanese_chin_50,17,"[73.024, 57.120000000000005, 65.408, 102.144]","[70, 56, 61, 64]",0.5253301889071992
Persian_81,23,"[0.0, 33.824, 219.52, 144.256]","[127, 61, 70, 61]",0.13484035750502507
miniature_pinscher_1,21,"[72.128, 55.328, 110.656, 111.104]","[108, 78, 63, 60]",0.3074589486277729
english_cocker_spaniel_57,12,"[38.08, 42.824, 148.288, 143.36]","[102, 70, 74, 75]",0.26107121060754357
american_bulldog_3,10,"[127.68, 56.064, 42.112, 79.296]","[128, 70, 53, 56]",0.5899609071846034
Maine_Coon_71,20,"[2.688, 37.0, 220.864, 148.736]","[24, 40, 73, 77]",0.17110888224733187
Russian_Blue_221,7,"[57.49333333333334, 73.54666666666667, 137.38666666666668, 85.12]","[83, 89, 76, 62]",0.40292951419698303
beagle_1,4,"[26.88, 50.224000000000004, 145.15200000000002, 143.808]","[79, 57, 71, 48]",0.163265158953855
Abyssinian_71,0,"[50.554621848739494, 59.89915966386555, 162.6890756302521, 108.10084033613445]","[87, 98, 73, 57]",0.23659755602796967
japanese_chin_92,17,"[86.912, 70.6, 109.76, 81.536]","[80, 64, 71, 63]",0.3685385939714506
Persian_46,23,"[0.0, 28.0, 223.104, 167.552]","[35, 69, 75, 61]",0.12238667201546555
keeshond_79,19,"[47.04, 39.647999999999996, 106.176, 156.352]","[65, 56, 69, 54]",0.22444660964382127
basset_hound_73,3,"[29.344, 24.64, 163.072, 199.36]","[41, 86, 137, 72]",0.30341401747759233
english_cocker_spaniel_44,12,"[34.048, 54.472, 145.15200000000002, 116.928]","[31, 61, 60, 51]",0.16958133633909986
staffordshire_bull_terrier_85,8,"[0.0, 58.952, 134.4, 126.784]","[88, 64, 48, 57]",0.15438705816161155
yorkshire_terrier_2,36,"[55.816, 86.016, 90.496, 81.984]","[82, 86, 72, 63]",0.5124394044760783
pomeranian_28,24,"[37.448, 16.128, 147.84, 202.496]","[58, 37, 78, 67]",0.1745665394576978
yorkshire_terrier_53,36,"[62.944, 0.0, 129.92000000000002, 189.504]","[92, 28, 88, 75]",0.26807081967049473
shiba_inu_99,31,"[59.584, 37.0, 139.328, 124.096]","[62, 35, 74, 64]",0.26310285042848025
havanese_80,16,"[0.0, 37.0, 206.976, 137.536]","[68, 101, 57, 74]",0.14710761998873353
japanese_chin_74,17,"[71.232, 58.912, 152.768, 137.088]","[47, 72, 78, 66]",0.15742580398419156
Abyssinian_89,32,"[0.0, 22.896, 215.936, 163.52]","[97, 33, 82, 96]",0.22294059441545047
english_setter_82,13,"[15.68, 64.392, 172.032, 90.944]","[47, 109, 23, 4]",0.0058803684266194155
american_pit_bull_terrier_1,34,"[25.088, 56.712, 187.71200000000002, 118.272]","[82, 65, 56, 54]",0.13620962867681244
Russian_Blue_94,27,"[39.848, 44.800000000000004, 105.28, 179.20000000000002]","[90, 39, 66, 87]",0.2223545591273626
pug_26,25,"[32.344, 46.144, 158.592, 177.856]","[82, 87, 75, 48]",0.12762998082296573
Persian_75,23,"[29.344, 0.0, 166.208, 223.552]","[87, 39, 67, 64]",0.11540491180942666
american_pit_bull_terrier_73,2,"[86.464, 58.464, 73.92, 117.824]","[108, 61, 58, 72]",0.4138345976172701
pug_88,25,"[42.376, 24.192, 134.848, 181.44]","[92, 38, 65, 60]",0.15939953870067775
german_shorthaired_33,14,"[32.376, 21.056, 159.488, 196.672]","[74, 39, 65, 79]",0.16370799958826918
saint_bernard_196,24,"[54.312, 20.16, 157.696, 168.0]","[55, 28, 70, 55]",0.14532180059523808
samoyed_70,29,"[85.12, 64.776, 48.384, 99.456]","[74, 59, 58, 53]",0.390299019932729
Persian_5,23,"[4.48, 46.93333333333334, 200.48000000000002, 124.69333333333334]","[129, 52, 66, 52]",0.13728813038613227
yorkshire_terrier_30,36,"[71.232, 47.128, 75.264, 120.96000000000001]","[72, 65, 70, 88]",0.676630605946082
boxer_194,8,"[0.0, 29.344, 194.43200000000002, 164.416]","[90, 89, 58, 45]",0.08164482933958878
pug_47,25,"[24.64, 45.96, 167.104, 139.776]","[43, 82, 68, 60]",0.17467900492843041
havanese_88,16,"[34.944, 41.480000000000004, 137.984, 129.92000000000002]","[63, 45, 87, 87]",0.42221510154386416
Russian_Blue_30,27,"[0.0, 37.448, 147.392, 150.08]","[83, 53, 48, 68]",0.14755482558672425
miniature_pinscher_77,21,"[55.096000000000004, 31.808, 119.168, 188.608]","[72, 41, 62, 62]",0.1710265828600295
Persian_38,20,"[75.712, 75.03999999999999, 148.288, 120.96000000000001]","[99, 107, 71, 74]",0.2929154520989328
Bengal_199,5,"[25.39271255060729, 21.720647773279353, 143.28744939271255, 180.46963562753038]","[201, 164, 23, 24]",0.0
newfoundland_62,34,"[75.264, 73.736, 68.992, 111.104]","[76, 64, 81, 29]",0.15114640576261365
wheaten_terrier_87,12,"[83.328, 67.424, 37.632, 52.416000000000004]","[77, 72, 52, 54]",0.6040911496894454
basset_hound_8,3,"[10.304, 38.0, 121.408, 137.088]","[34, 68, 98, 68]",0.3987487633368957
Persian_58,23,"[0.0, 58.056, 198.464, 124.096]","[93, 70, 68, 62]",0.17118317570119537
newfoundland_30,22,"[77.056, 86.392, 79.296, 66.752]","[75, 96, 78, 57]",0.8000963201220653
havanese_26,16,"[47.752, 38.08, 118.72, 154.112]","[60, 93, 87, 60]",0.2853055095996275
samoyed_51,29,"[45.024, 34.944, 126.784, 188.16]","[90, 58, 70, 69]",0.20246752632148265
beagle_201,4,"[1.344, 56.944, 138.43200000000002, 106.176]","[61, 60, 72, 66]",0.32330586160972924
american_bulldog_61,4,"[14.336, 74.632, 189.952, 102.592]","[122, 70, 54, 60]",0.15148038964530197
Russian_Blue_83,27,"[66.304, 60.744, 112.896, 123.2]","[74, 75, 96, 66]",0.45553935860058314
Persian_270,26,"[0.7466666666666667, 14.973333333333333, 223.25333333333333, 197.86666666666667]","[34, 52, 190, 149]",0.640869022721097
Bengal_87,5,"[77.504, 57.568, 74.368, 100.352]","[90, 73, 64, 61]",0.49707607071281856
newfoundland_87,22,"[28.896, 5.376, 157.248, 218.624]","[100, 24, 71, 62]",0.12804631121924742
yorkshire_terrier_4,36,"[39.872, 66.08, 170.24, 120.96000000000001]","[50, 77, 80, 69]",0.26806226876715594
staffordshire_bull_terrier_26,14,"[93.584, 58.688, 75.712, 133.056]","[98, 81, 59, 60]",0.35140187956122015
american_bulldog_45,1,"[67.464, 37.632, 103.488, 180.544]","[82, 47, 75, 74]",0.2970434149458178
shiba_inu_63,31,"[14.336, 51.792, 139.776, 122.75200000000001]","[105, 48, 62, 58]",0.14715531134632362
Persian_87,23,"[50.992000000000004, 42.56, 129.92000000000002, 167.104]","[72, 32, 68, 59]",0.1468648998724807
British_Shorthair_84,9,"[0.448, 28.0, 167.552, 167.104]","[56, 58, 61, 53]",0.11547002041737972
British_Shorthair_47,26,"[0.0, 49.096000000000004, 166.208, 136.64000000000001]","[61, 54, 87, 55]",0.21069399850214487
basset_hound_94,3,"[49.28, 51.784, 150.976, 85.568]","[44, 89, 90, 55]",0.2974355515086195
japanese_chin_21,17,"[33.6, 54.879999999999995, 145.6, 141.12]","[96, 69, 75, 61]",0.22265946213650295
keeshond_87,30,"[0.0, 36.064, 185.472, 158.144]","[70, 56, 93, 53]",0.16804583138526993
pug_70,25,"[60.480000000000004, 65.152, 142.464, 113.34400000000001]","[61, 65, 66, 59]",0.24038216450610284
Abyssinian_217,5,"[48.73770491803279, 13.77049180327869, 151.47540983606558, 175.34426229508196]","[104, 115, 81, 65]",0.19822785432592835
shiba_inu_6,31,"[76.16, 50.024, 127.68, 135.744]","[71, 45, 59, 63]",0.1741152507329175
Bengal_24,5,"[30.464000000000002, 80.864, 150.976, 61.376000000000005]","[34, 82, 103, 78]",0.5592063088006239
pomeranian_89,24,"[28.448, 0.0, 167.552, 223.552]","[44, 66, 19, 22]",0.011159586580123034
leonberger_197,19,"[71.68, 60.704, 120.06400000000001, 124.544]","[130, 52, 68, 64]",0.21485019790434826
British_Shorthair_3,9,"[54.57454545454546, 56.43636363636364, 98.56, 114.8509090909091]","[99, 66, 62, 59]",0.2710455891118556
boxer_40,8,"[40.136, 10.304, 143.36, 213.696]","[71, 32, 86, 67]",0.18808270777847302
leonberger_194,19,"[23.296, 45.024, 184.12800000000001, 129.024]","[53, 53, 86, 42]",0.15203984003881357
american_pit_bull_terrier_38,1,"[12.992, 38.896, 187.264, 115.136]","[128, 45, 61, 80]",0.22633639217048127
yorkshire_terrier_45,36,"[41.928, 4.48, 143.36, 219.52]","[51, 37, 108, 87]",0.2985663932345897
miniature_pinscher_80,21,"[49.448, 45.696, 124.096, 109.76]","[64, 82, 67, 65]",0.3197321278212898
beagle_37,4,"[29.064, 0.0, 168.448, 206.528]","[58, 91, 130, 70]",0.2615752168373234
Abyssinian_72,0,"[66.12, 0.0, 120.06400000000001, 179.648]","[65, 24, 91, 83]",0.34438025606762773
japanese_chin_43,17,"[52.6, 23.296, 116.928, 181.888]","[57, 99, 70, 65]",0.21393844150819266
chihuahua_199,10,"[47.04, 34.72, 118.72, 159.04000000000002]","[114, 46, 69, 60]",0.15593783310522433
Maine_Coon_46,20,"[3.136, 32.0, 136.64000000000001, 158.144]","[141, 109, 4, 5]",0.0
american_bulldog_208,1,"[12.544, 42.376, 91.392, 143.808]","[43, 56, 59, 55]",0.24690135497345356
pomeranian_97,29,"[52.416000000000004, 91.656, 37.184, 49.728]","[39, 87, 58, 49]",0.5420051359065485
Maine_Coon_50,20,"[77.768, 36.288000000000004, 76.608, 60.480000000000004]","[91, 41, 65, 63]",0.6804816033206122
english_setter_72,13,"[37.448, 42.56, 144.256, 181.44]","[164, 171, 16, 26]",0.015893751105227002
pug_6,8,"[12.544, 64.776, 118.272, 120.06400000000001]","[47, 79, 60, 49]",0.2070392003052917
Abyssinian_63,5,"[26.880000000000003, 26.493333333333332, 197.12, 170.24]","[31, 59, 67, 77]",0.1537351679981203
wheaten_terrier_80,16,"[28.448, 0.0, 167.104, 206.976]","[35, 0, 66, 97]",0.18510102959222752
Siamese_247,32,"[31.360000000000003, 28.933333333333334, 174.72, 163.52]","[37, 47, 112, 99]",0.3880964925485474
newfoundland_5,22,"[30.912, 61.672, 96.768, 122.75200000000001]","[50, 64, 72, 106]",0.6425072309945874
scottish_terrier_97,30,"[66.52799999999999, 9.408, 120.06400000000001, 214.592]","[72, 39, 98, 81]",0.30809507719751966
miniature_pinscher_45,10,"[54.432, 91.84, 98.11200000000001, 132.16]","[71, 107, 81, 62]",0.3873062894765522
scottish_terrier_74,30,"[11.200000000000001, 25.96, 209.216, 170.24]","[146, 40, 78, 57]",0.11841338790097436
samoyed_35,29,"[38.344, 32.256, 147.84, 191.744]","[73, 68, 87, 67]",0.2056270847601997
english_cocker_spaniel_84,12,"[20.608, 39.688, 203.392, 146.496]","[38, 83, 92, 71]",0.21922321499023567
great_pyrenees_37,15,"[21.504, 87.584, 150.08, 79.296]","[89, 67, 95, 60]",0.2269077664303122
Egyptian_Mau_3,11,"[62.25090909090909, 7.330909090909091, 97.74545454545455, 210.96727272727273]","[71, 22, 84, 133]",0.5417753830839768
Siamese_80,32,"[3.584, 47.263999999999996, 178.304, 133.504]","[68, 66, 87, 77]",0.2814197764047948
pomeranian_51,24,"[69.44, 55.328, 64.512, 86.912]","[68, 59, 64, 57]",0.6268154783480433
Egyptian_Mau_2,11,"[39.42560553633218, 22.47750865051903, 124.78892733564014, 188.34602076124568]","[61, 57, 83, 109]",0.384921429098775
basset_hound_54,3,"[51.072, 36.512, 106.176, 127.68]","[59, 88, 70, 69]",0.3562852939310301
american_pit_bull_terrier_90,4,"[65.224, 62.272, 120.96000000000001, 160.38400000000001]","[128, 136, 32, 24]",0.03958752961147214
english_cocker_spaniel_93,12,"[38.344, 20.608, 147.392, 175.616]","[58, 29, 88, 70]",0.23798123787074535
beagle_83,4,"[38.528, 57.568, 185.472, 137.536]","[43, 66, 78, 62]",0.18957957598844663
pomeranian_29,24,"[37.448, 22.848, 145.15200000000002, 190.4]","[66, 32, 82, 66]",0.1958248577208661
yorkshire_terrier_90,36,"[37.448, 16.576, 147.84, 207.424]","[64, 45, 102, 77]",0.25611790342486884
scottish_terrier_95,30,"[7.6160000000000005, 44.272, 133.056, 124.544]","[74, 60, 75, 52]",0.2038853223479225
american_pit_bull_terrier_89,14,"[107.968, 72.29599999999999, 58.24, 84.224]","[104, 69, 82, 56]",0.4775377066547716
american_bulldog_85,1,"[48.832, 28.448, 139.328, 140.672]","[56, 67, 90, 100]",0.45919425330498387
keeshond_49,18,"[70.56, 64.512, 89.152, 124.096]","[76, 62, 62, 89]",0.47795561313025303
miniature_pinscher_96,21,"[86.016, 45.512, 98.56, 140.224]","[93, 56, 66, 52]",0.24832716632979074
pug_52,25,"[6.72, 40.136, 191.744, 145.6]","[69, 58, 66, 56]",0.13238805586936428
wheaten_terrier_85,35,"[110.432, 30.016000000000002, 85.568, 190.4]","[130, 47, 50, 53]",0.162655048930567
Persian_55,23,"[4.48, 11.064, 195.776, 206.08]","[100, 32, 73, 63]",0.11399035676975994
