index,pred_class,true_bbox,cam_bboxes,mobilenet_iou
boxer_4,34,"[33.152, 58.056, 89.152, 118.72]","[26, 62, 113, 96]",0.664820737825341
beagle_59,4,"[62.984, 61.376000000000005, 112.896, 124.544]","[39, 106, 111, 84]",0.42326438034971453
staffordshire_bull_terrier_50,34,"[70.336, 45.848, 125.888, 146.496]","[65, 42, 159, 124]",0.6567139882525882
great_pyrenees_24,15,"[43.904, 40.16, 143.808, 152.32]","[37, 38, 145, 111]",0.6543630005307498
Ragdoll_228,6,"[30.613333333333333, 46.21333333333333, 166.50666666666666, 139.62666666666667]","[17, 78, 167, 117]",0.630224407578327
saint_bernard_87,28,"[0.448, 43.68, 211.008, 144.256]","[0, 55, 224, 99]",0.6584568344116838
Russian_Blue_51,27,"[61.192, 4.928, 119.168, 215.936]","[59, 29, 128, 122]",0.5422755087675019
american_pit_bull_terrier_204,2,"[32.10666666666667, 54.413333333333334, 121.70666666666668, 123.2]","[70, 48, 113, 81]",0.34931775972058304
Abyssinian_224,0,"[51.14666666666667, 11.200000000000001, 133.65333333333334, 212.8]","[66, 18, 126, 139]",0.560867854571882
Birman_63,6,"[32.032, 4.928, 160.832, 215.488]","[35, 40, 162, 146]",0.6536399671441266
staffordshire_bull_terrier_83,34,"[94.528, 28.0, 55.552, 135.296]","[65, 35, 124, 129]",0.434980686565357
Siamese_30,32,"[56.672, 25.984, 138.88, 198.016]","[42, 53, 147, 171]",0.7540339875026144
havanese_22,16,"[57.344, 45.512, 92.736, 128.576]","[88, 41, 92, 120]",0.45393418574770145
beagle_79,4,"[62.72, 66.568, 67.2, 77.504]","[60, 48, 97, 89]",0.5196427884452389
British_Shorthair_263,7,"[28.746666666666666, 14.186666666666667, 147.09333333333333, 209.81333333333333]","[35, 26, 153, 158]",0.6787796468537118
chihuahua_193,10,"[66.45333333333333, 61.30666666666667, 84.37333333333333, 118.72]","[69, 58, 117, 99]",0.568665980544387
boxer_87,8,"[61.824, 52.64, 159.04, 143.36]","[55, 50, 135, 142]",0.7409605258990573
german_shorthaired_91,14,"[61.152, 17.472, 73.024, 186.368]","[37, 0, 127, 160]",0.4424896898531959
english_setter_30,13,"[28.448, 69.888, 164.864, 153.66400000000002]","[30, 64, 131, 121]",0.5776547769452143
boxer_92,8,"[1.344, 22.240000000000002, 184.12800000000001, 178.752]","[34, 43, 147, 138]",0.6163475522748476
miniature_pinscher_33,21,"[49.448, 51.968, 61.824, 171.136]","[41, 80, 67, 69]",0.3619104997658139
scottish_terrier_38,30,"[59.120000000000005, 32.704, 117.824, 149.632]","[34, 36, 119, 119]",0.5418030867787043
saint_bernard_29,28,"[88.896, 26.88, 97.21600000000001, 169.792]","[57, 0, 121, 150]",0.4631629537079362
japanese_chin_198,17,"[67.392, 8.512, 119.168, 210.112]","[92, 0, 94, 97]",0.32191458370313436
Russian_Blue_21,27,"[16.039506172839506, 7.637037037037036, 207.4074074074074, 214.59753086419752]","[31, 35, 164, 189]",0.6854329371178935
japanese_chin_4,17,"[55.104, 56.672, 107.52, 122.304]","[51, 60, 127, 96]",0.6872022890381008
keeshond_58,18,"[26.88, 52.912, 186.368, 146.048]","[44, 61, 147, 111]",0.5994781450934993
Birman_196,6,"[58.98666666666667, 41.49333333333333, 114.98666666666668, 141.86666666666667]","[36, 34, 100, 99]",0.36770332592831495
scottish_terrier_91,30,"[37.896, 5.824, 142.912, 218.17600000000002]","[53, 33, 137, 158]",0.6188243307356396
boxer_46,8,"[71.232, 49.272, 95.424, 128.12800000000001]","[57, 41, 125, 115]",0.6203549378008516
Maine_Coon_27,20,"[18.816, 77.768, 151.872, 73.47200000000001]","[73, 74, 114, 89]",0.5080575675530389
american_bulldog_82,1,"[59.848, 15.232000000000001, 96.768, 186.368]","[53, 0, 124, 103]",0.38063058285244866
japanese_chin_30,17,"[129.736, 2.24, 56.448, 149.184]","[56, 52, 131, 97]",0.3498094351423178
Persian_9,23,"[0.0, 33.448, 224.0, 154.56]","[35, 61, 165, 127]",0.6052607863797692
havanese_47,16,"[17.472, 45.96, 133.504, 125.44]","[0, 37, 157, 99]",0.5930571556969916
Birman_85,6,"[0.0, 39.688, 214.592, 142.016]","[68, 58, 115, 106]",0.39999347053152506
staffordshire_bull_terrier_53,1,"[45.696, 48.647999999999996, 140.224, 129.024]","[33, 51, 134, 91]",0.5735086714648453
Abyssinian_47,0,"[0.0, 37.0, 223.104, 148.736]","[74, 32, 129, 117]",0.42709427750595125
staffordshire_bull_terrier_80,34,"[35.392, 74.144, 150.08, 93.184]","[45, 77, 147, 83]",0.8025933323135779
Birman_193,6,"[35.392, 45.512, 120.96000000000001, 137.536]","[25, 59, 118, 95]",0.5800610065782177
Egyptian_Mau_98,11,"[7.466666666666667, 43.653333333333336, 185.17333333333335, 150.82666666666668]","[39, 79, 150, 92]",0.49410870923744765
japanese_chin_67,28,"[4.928, 73.80000000000001, 150.528, 79.744]","[0, 69, 135, 81]",0.7608290635285171
yorkshire_terrier_40,36,"[56.896, 28.448, 106.624, 167.552]","[42, 51, 132, 103]",0.5362753701365115
german_shorthaired_194,14,"[33.152, 60.296, 190.848, 125.44]","[44, 69, 180, 119]",0.8630243736567487
shiba_inu_57,31,"[63.79443254817987, 35.974304068522486, 109.36188436830835, 175.55460385438974]","[35, 61, 144, 120]",0.5618973931809405
wheaten_terrier_78,35,"[12.544, 29.344, 172.032, 146.496]","[35, 44, 146, 136]",0.7458007519544264
chihuahua_65,10,"[35.6, 9.856, 113.34400000000001, 188.16]","[59, 18, 119, 106]",0.3906323750110659
basset_hound_50,3,"[44.800000000000004, 61.296, 156.352, 122.304]","[65, 52, 115, 110]",0.57355577307654
american_pit_bull_terrier_92,2,"[86.464, 67.912, 83.776, 114.688]","[93, 70, 101, 88]",0.5810009849636586
beagle_89,4,"[69.888, 64.776, 77.952, 109.312]","[63, 44, 114, 110]",0.49306952115409663
japanese_chin_192,17,"[29.344, 36.288000000000004, 116.48, 132.16]","[40, 43, 114, 89]",0.5842038309105226
keeshond_192,18,"[27.328, 28.0, 195.776, 168.0]","[34, 41, 166, 149]",0.7520134770155201
Egyptian_Mau_23,11,"[44.352000000000004, 59.504000000000005, 145.15200000000002, 81.536]","[59, 65, 134, 91]",0.7035171619208991
leonberger_44,19,"[15.68, 38.792, 168.89600000000002, 146.94400000000002]","[66, 45, 136, 135]",0.5891597003606966
Abyssinian_73,0,"[44.24, 52.120000000000005, 131.60000000000002, 124.88000000000001]","[41, 62, 109, 92]",0.5815056494365861
British_Shorthair_87,9,"[59.584, 76.624, 113.792, 63.616]","[74, 59, 117, 93]",0.5358413565676587
Siamese_79,32,"[22.448, 7.6160000000000005, 162.624, 211.45600000000002]","[98, 22, 88, 87]",0.2197731718277782
american_pit_bull_terrier_60,2,"[64.24806201550388, 50.35658914728682, 71.1937984496124, 140.65116279069767]","[41, 44, 110, 131]",0.5706775618361245
Birman_191,6,"[6.272, 42.824, 190.4, 140.224]","[47, 48, 146, 122]",0.6671498471593111
american_bulldog_67,8,"[75.264, 75.976, 62.272, 94.976]","[53, 63, 112, 115]",0.45918831304347835
Sphynx_61,33,"[70.152, 63.168, 106.624, 74.816]","[60, 37, 137, 143]",0.40718601316931247
english_cocker_spaniel_43,12,"[39.872, 68.016, 123.648, 118.72]","[39, 79, 117, 107]",0.8411202057628832
great_pyrenees_199,15,"[3.584, 29.792, 163.52, 131.712]","[0, 40, 224, 111]",0.6424845718069874
american_pit_bull_terrier_36,14,"[28.448, 23.296, 132.608, 196.672]","[43, 0, 151, 199]",0.5861836611408219
american_pit_bull_terrier_61,1,"[32.704, 57.608000000000004, 191.296, 129.024]","[41, 53, 142, 139]",0.7020135752934499
Ragdoll_79,26,"[2.4295010845986984, 32.26030368763557, 221.08459869848156, 162.29067245119305]","[0, 0, 46, 43]",0.012514937087648644
Birman_68,6,"[0.896, 0.0, 223.104, 224.0]","[23, 38, 201, 166]",0.6676498724489796
scottish_terrier_34,30,"[86.912, 39.688, 137.088, 146.496]","[63, 56, 134, 126]",0.6005903513791799
chihuahua_30,10,"[71.49600000000001, 25.536, 100.8, 181.888]","[60, 45, 99, 73]",0.33315700680163113
Maine_Coon_43,20,"[3.136, 15.232000000000001, 220.864, 208.768]","[45, 50, 179, 174]",0.6754814318431235
Siamese_65,32,"[41.032, 9.856, 145.15200000000002, 210.56]","[59, 0, 126, 139]",0.511621214579826
english_setter_87,13,"[55.104, 77.32, 86.016, 108.416]","[59, 92, 109, 71]",0.5190070188358186
Bombay_89,7,"[37.448, 26.88, 142.464, 197.12]","[39, 69, 143, 155]",0.7688956391281621
wheaten_terrier_49,35,"[43.51851851851852, 12.444444444444443, 140.5185185185185, 211.55555555555554]","[42, 25, 154, 138]",0.6138915436750833
Abyssinian_97,0,"[47.712, 17.472, 111.552, 94.976]","[53, 0, 131, 120]",0.6221418228459374
yorkshire_terrier_21,36,"[54.208, 45.024, 136.192, 150.976]","[61, 64, 129, 110]",0.6901172498760945
american_bulldog_218,1,"[29.816, 9.856, 176.512, 214.144]","[31, 0, 140, 149]",0.4972114308693556
boxer_74,8,"[9.928, 3.136, 207.872, 220.416]","[32, 32, 172, 192]",0.7178707451353195
miniature_pinscher_78,21,"[97.48, 117.376, 61.376000000000005, 106.624]","[79, 157, 91, 67]",0.48214445077160173
yorkshire_terrier_88,36,"[43.904, 42.824, 118.72, 139.328]","[39, 64, 113, 89]",0.5666651455925238
Birman_72,6,"[57.792, 46.368, 117.824, 123.648]","[45, 49, 127, 107]",0.7667637610696633
basset_hound_20,3,"[69.44, 45.472, 132.608, 143.808]","[54, 44, 127, 115]",0.602819580684168
Maine_Coon_25,20,"[3.136, 71.904, 203.392, 98.56]","[94, 71, 108, 87]",0.46159611917019133
basset_hound_84,3,"[22.848, 84.44800000000001, 131.712, 76.608]","[33, 69, 147, 87]",0.6133317559582071
boxer_91,8,"[33.376, 54.656, 135.744, 146.048]","[78, 141, 4, 4]",0.0008070561031312847
german_shorthaired_57,14,"[40.32, 52.912, 144.256, 123.648]","[0, 70, 172, 119]",0.5780800448037928
miniature_pinscher_6,21,"[61.51029748283753, 11.73913043478261, 83.55148741418765, 206.05949656750573]","[54, 24, 123, 165]",0.5810603683874975
pug_98,25,"[70.336, 41.584, 153.66400000000002, 145.15200000000002]","[70, 33, 131, 123]",0.6370511670701156
havanese_34,16,"[58.504000000000005, 17.024, 115.584, 161.28]","[75, 0, 111, 108]",0.41705903168000885
Persian_257,23,"[2.40343347639485, 39.44206008583691, 188.90987124463518, 146.12875536480686]","[35, 47, 137, 122]",0.6054664185789072
american_bulldog_27,1,"[46.816, 15.68, 113.34400000000001, 169.344]","[41, 35, 137, 125]",0.6396063019592001
american_bulldog_87,1,"[7.6160000000000005, 34.272, 215.04, 124.992]","[21, 40, 161, 136]",0.6492966439056965
samoyed_33,29,"[51.072, 28.0, 133.504, 167.552]","[59, 33, 122, 119]",0.6490271997298004
shiba_inu_67,31,"[38.976, 57.16, 139.328, 128.576]","[35, 42, 92, 91]",0.3404166778117184
beagle_41,3,"[21.952, 48.647999999999996, 151.872, 136.64000000000001]","[34, 64, 77, 107]",0.39702598996221145
pug_86,25,"[58.952, 28.224, 126.784, 194.88]","[53, 36, 123, 116]",0.5345899540495983
german_shorthaired_65,14,"[30.688, 68.992, 163.072, 154.56]","[85, 73, 105, 124]",0.5165763002525424
english_setter_32,13,"[0.448, 49.504000000000005, 202.496, 146.496]","[40, 78, 27, 62]",0.05643041422341445
pug_99,25,"[36.288000000000004, 45.512, 128.576, 140.224]","[34, 56, 123, 120]",0.7913810746080516
chihuahua_3,25,"[81.80000000000001, 66.304, 74.368, 145.6]","[67, 94, 96, 108]",0.6101184688503932
chihuahua_61,10,"[9.856, 15.232000000000001, 213.696, 208.32]","[101, 140, 22, 6]",0.0029651493382908045
pomeranian_99,24,"[67.12, 39.872, 84.672, 157.696]","[54, 44, 122, 99]",0.49170421037061046
keeshond_76,18,"[15.866666666666667, 45.4, 168.0, 140.0]","[28, 71, 153, 118]",0.727154893065457
havanese_196,16,"[59.584, 51.336, 115.584, 133.952]","[41, 44, 122, 117]",0.6158340353605701
Ragdoll_227,26,"[59.733333333333334, 48.16, 136.64000000000001, 120.21333333333334]","[52, 58, 116, 87]",0.550870681976719
pomeranian_20,24,"[49.504000000000005, 0.0, 146.048, 221.312]","[41, 37, 146, 94]",0.39021795837294054
Abyssinian_232,0,"[67.24000000000001, 17.92, 101.54666666666667, 188.90666666666667]","[38, 28, 147, 132]",0.532276897051821
havanese_78,16,"[65.408, 56.263999999999996, 128.576, 129.472]","[56, 56, 122, 99]",0.6313502626735343
Sphynx_37,33,"[80.456, 27.776, 105.28, 196.22400000000002]","[64, 29, 129, 195]",0.8119645414686065
Bombay_41,7,"[0.0, 28.0, 179.375, 167.78125]","[28, 44, 158, 152]",0.7379232707849065
scottish_terrier_7,30,"[31.808, 28.448, 183.68, 167.552]","[42, 51, 149, 130]",0.6293875296792775
german_shorthaired_94,14,"[40.584, 60.480000000000004, 143.808, 163.52]","[39, 58, 156, 166]",0.9080739944392954
saint_bernard_97,28,"[25.536, 37.0, 163.072, 148.736]","[90, 51, 134, 114]",0.3973688346549649
British_Shorthair_49,27,"[71.49600000000001, 86.464, 81.984, 128.576]","[58, 75, 122, 119]",0.54277302017262
saint_bernard_36,28,"[33.152, 75.976, 100.352, 97.21600000000001]","[66, 68, 88, 68]",0.346669574347179
Bengal_42,5,"[0.896, 57.088, 223.104, 125.44]","[46, 74, 178, 102]",0.6487491053865607
Persian_32,23,"[0.0, 49.544, 224.0, 136.64000000000001]","[41, 48, 116, 103]",0.38227501540936953
scottish_terrier_1,30,"[43.192, 39.424, 113.792, 148.736]","[52, 73, 132, 110]",0.5804090316500798
Ragdoll_75,26,"[36.288000000000004, 37.896, 187.264, 147.84]","[41, 56, 157, 116]",0.6578265413385883
Bengal_67,5,"[110.88, 55.552, 71.232, 118.72]","[106, 72, 87, 97]",0.691908067188163
Siamese_49,32,"[45.696, 49.952, 132.608, 145.6]","[63, 59, 117, 101]",0.5978587999659614
miniature_pinscher_26,21,"[28.448, 75.264, 125.44, 148.736]","[62, 78, 88, 91]",0.4292120650971232
Ragdoll_4,26,"[27.62666666666667, 26.78666666666667, 180.32000000000002, 170.61333333333334]","[37, 29, 114, 89]",0.3297903861926683
german_shorthaired_95,14,"[80.64, 66.224, 143.36, 120.06400000000001]","[62, 62, 129, 108]",0.5816026618641342
japanese_chin_191,17,"[34.048, 46.856, 188.16, 138.88]","[42, 59, 154, 107]",0.6305760711542682
english_setter_52,13,"[69.44, 65.672, 124.096, 118.272]","[66, 58, 122, 101]",0.694419995991654
keeshond_199,18,"[39.424, 38.896, 184.576, 146.94400000000002]","[40, 41, 184, 132]",0.8954980953428019
staffordshire_bull_terrier_8,34,"[10.752, 32.2, 183.232, 163.968]","[38, 45, 142, 120]",0.5671646689859559
staffordshire_bull_terrier_87,34,"[27.776, 29.792, 196.22400000000002, 166.208]","[35, 36, 151, 153]",0.7083768012937552
beagle_84,4,"[57.792, 44.168, 120.96000000000001, 124.096]","[38, 34, 140, 97]",0.5750038105078179
Siamese_237,32,"[88.10666666666667, 55.13333333333333, 135.89333333333335, 138.88]","[65, 60, 120, 116]",0.5214820112795296
havanese_1,16,"[52.68, 38.528, 119.168, 162.624]","[58, 39, 127, 111]",0.6064041377426004
keeshond_52,18,"[3.584, 34.72, 219.96800000000002, 161.28]","[39, 62, 185, 125]",0.6492377282074697
leonberger_57,19,"[56.896, 77.72800000000001, 161.728, 117.824]","[59, 62, 131, 130]",0.7089301101214337
shiba_inu_210,0,"[43.008, 75.03999999999999, 142.912, 99.904]","[38, 71, 126, 121]",0.6932586079799256
chihuahua_26,10,"[11.648, 94.344, 74.368, 90.944]","[0, 108, 107, 77]",0.6173289977667102
american_pit_bull_terrier_80,1,"[65.856, 45.064, 137.088, 140.224]","[58, 45, 166, 121]",0.729378025616192
Russian_Blue_242,27,"[63.093333333333334, 8.213333333333333, 106.77333333333334, 189.65333333333334]","[51, 33, 125, 126]",0.5966980587939777
Bombay_52,7,"[0.0, 28.448, 220.416, 166.656]","[20, 44, 167, 141]",0.6410199015803214
miniature_pinscher_72,21,"[70.056, 0.0, 77.504, 185.024]","[68, 32, 97, 99]",0.4715918715418184
saint_bernard_67,28,"[100.8, 87.176, 78.848, 70.784]","[66, 68, 108, 86]",0.49024688998343297
Sphynx_88,33,"[101.696, 73.392, 116.032, 113.34400000000001]","[66, 63, 131, 114]",0.5422057093079703
english_setter_37,13,"[55.552, 72.392, 94.08, 112.896]","[43, 80, 181, 110]",0.4802487148420627
Russian_Blue_32,27,"[46.592, 38.792, 144.704, 146.94400000000002]","[74, 46, 150, 106]",0.5027647265786372
Sphynx_247,33,"[0.0, 35.44, 223.104, 165.76]","[0, 57, 169, 111]",0.5072506223875092
leonberger_48,19,"[0.448, 28.0, 208.768, 167.104]","[0, 37, 200, 153]",0.8734625192822946
Siamese_93,32,"[136.64000000000001, 67.592, 69.44, 125.888]","[121, 62, 103, 92]",0.4911132262571222
leonberger_6,19,"[0.448, 63.32, 216.38400000000001, 137.536]","[25, 63, 199, 135]",0.8391108269055332
american_bulldog_56,1,"[38.0, 34.048, 143.36, 189.952]","[51, 29, 134, 155]",0.6869999510785493
saint_bernard_92,28,"[17.92, 37.0, 149.632, 110.656]","[34, 70, 139, 81]",0.594484295643726
english_setter_65,13,"[66.976, 42.56, 109.312, 177.40800000000002]","[43, 42, 142, 133]",0.608249720554576
beagle_82,4,"[49.504000000000005, 38.976, 140.224, 160.832]","[73, 61, 123, 99]",0.49867757262418044
english_setter_36,12,"[25.088, 34.928, 139.328, 158.144]","[89, 46, 78, 79]",0.26791338141183213
Maine_Coon_78,26,"[0.448, 28.896, 196.22400000000002, 150.08]","[46, 54, 153, 107]",0.5428544063166633
Siamese_61,32,"[1.792, 37.0, 218.624, 147.84]","[69, 56, 155, 124]",0.5730240306845712
Persian_6,20,"[37.896, 8.96, 146.496, 215.04]","[134, 63, 27, 66]",0.056566939419116266
great_pyrenees_74,15,"[9.856, 46.368, 195.328, 120.96000000000001]","[37, 94, 32, 30]",0.040631696103517856
saint_bernard_94,28,"[16.128, 88.624, 169.792, 76.608]","[89, 77, 102, 79]",0.44925542130369134
Birman_41,6,"[23.296, 47.856, 163.072, 137.984]","[69, 51, 155, 116]",0.5067506984042964
american_bulldog_25,1,"[65.224, 21.952, 116.48, 193.536]","[54, 20, 135, 167]",0.7433237151264217
great_pyrenees_50,15,"[0.0, 53.984, 201.6, 131.712]","[85, 63, 139, 106]",0.427260677603714
miniature_pinscher_58,34,"[0.0, 15.232000000000001, 217.728, 208.768]","[0, 46, 170, 128]",0.4787190137009607
chihuahua_39,10,"[44.800000000000004, 39.344, 147.84, 146.496]","[43, 63, 143, 100]",0.6465802855919842
boxer_79,8,"[79.296, 39.2, 57.344, 144.256]","[56, 42, 121, 112]",0.41700156329045895
keeshond_45,18,"[51.52, 43.68, 155.45600000000002, 151.872]","[35, 45, 166, 122]",0.7116746991766776
german_shorthaired_99,14,"[26.432000000000002, 29.72, 189.504, 167.104]","[0, 42, 200, 135]",0.6650077871954154
miniature_pinscher_91,21,"[42.376, 9.856, 143.808, 206.08]","[57, 39, 77, 82]",0.21305203435498538
wheaten_terrier_70,12,"[93.632, 93.0, 107.52, 84.672]","[92, 90, 132, 60]",0.5625034363461806
British_Shorthair_67,9,"[36.064, 38.976, 158.144, 178.752]","[32, 43, 160, 181]",0.9087529224301452
chihuahua_97,10,"[50.544, 35.392, 116.48, 166.208]","[69, 135, 30, 16]",0.024793506455038992
german_shorthaired_6,14,"[66.568, 18.368000000000002, 88.256, 185.472]","[64, 0, 116, 152]",0.5310813857888081
Russian_Blue_40,27,"[0.448, 39.24, 217.28, 140.672]","[47, 111, 7, 6]",0.001374111188240481
Bengal_69,20,"[90.72, 85.12, 85.568, 120.06400000000001]","[70, 80, 81, 91]",0.4152176464257455
Maine_Coon_8,26,"[12.16, 62.08, 201.6, 90.88]","[18, 65, 80, 69]",0.3012868879946345
pomeranian_61,24,"[0.0, 31.584, 222.208, 162.17600000000002]","[46, 60, 125, 101]",0.35033627807270423
leonberger_64,19,"[10.752, 33.376, 213.248, 162.17600000000002]","[0, 41, 135, 123]",0.4256229410889348
english_cocker_spaniel_35,22,"[52.864000000000004, 49.544, 133.952, 128.576]","[58, 46, 147, 134]",0.8135547687199259
Ragdoll_250,26,"[0.7466666666666667, 43.973333333333336, 206.08, 141.86666666666667]","[64, 101, 105, 73]",0.2621778205704478
Bombay_81,7,"[4.792, 0.896, 205.184, 223.104]","[43, 27, 181, 173]",0.5992683961813225
miniature_pinscher_200,21,"[32.480000000000004, 52.266666666666666, 162.02666666666667, 170.98666666666668]","[40, 53, 130, 146]",0.6850897418311698
shiba_inu_88,31,"[0.0, 56.816, 154.56, 97.664]","[36, 39, 147, 112]",0.5475767553047757
yorkshire_terrier_9,36,"[43.904, 31.584, 158.144, 163.072]","[58, 53, 106, 113]",0.46446414296736965
staffordshire_bull_terrier_69,34,"[28.224, 58.504000000000005, 170.68800000000002, 119.616]","[0, 45, 185, 121]",0.6494527004971145
Siamese_53,32,"[0.0, 38.0, 223.552, 145.6]","[23, 57, 171, 131]",0.6500774353853911
yorkshire_terrier_60,5,"[0.448, 38.896, 178.304, 143.808]","[32, 63, 192, 126]",0.5444244223633665
english_cocker_spaniel_5,12,"[49.728, 40.096000000000004, 157.696, 136.192]","[43, 38, 112, 98]",0.45158288310474576
chihuahua_45,10,"[23.744, 67.016, 150.528, 103.04]","[19, 79, 104, 80]",0.4997178992370229
havanese_48,36,"[17.92, 45.512, 197.12, 129.92000000000002]","[91, 42, 111, 116]",0.4802434665459347
boxer_22,8,"[100.8, 39.24, 122.75200000000001, 146.048]","[102, 32, 122, 144]",0.8808418110075757
havanese_51,16,"[35.84, 38.792, 180.096, 146.496]","[47, 68, 177, 102]",0.6333732748288804
american_bulldog_40,1,"[17.024, 70.112, 137.088, 83.776]","[61, 55, 127, 99]",0.47982327090431315
scottish_terrier_54,30,"[56.0, 38.0, 93.184, 148.288]","[62, 56, 108, 99]",0.5435667175927967
chihuahua_48,10,"[21.056, 33.344, 152.32, 158.144]","[33, 65, 122, 117]",0.5925650624980869
Birman_54,26,"[32.0, 7.0, 159.0, 196.0]","[29, 38, 145, 129]",0.5805838166777598
Bengal_84,5,"[60.872, 21.056, 142.464, 202.94400000000002]","[51, 37, 154, 187]",0.857458738925717
Maine_Coon_7,20,"[54.10545454545455, 31.76727272727273, 124.62545454545455, 160.46545454545455]","[35, 44, 101, 107]",0.39753977495738174
Russian_Blue_222,27,"[16.426666666666666, 28.0, 203.09333333333333, 167.25333333333333]","[38, 46, 157, 141]",0.6517008920616238
miniature_pinscher_36,21,"[88.44800000000001, 60.480000000000004, 103.04, 101.696]","[101, 55, 67, 96]",0.5591819159828555
samoyed_191,29,"[89.824, 70.336, 64.06400000000001, 128.576]","[100, 68, 75, 84]",0.43414988672756605
Bombay_54,7,"[28.896, 2.24, 167.104, 221.76]","[28, 40, 156, 162]",0.6754141388117492
British_Shorthair_97,9,"[21.952, 46.368, 202.048, 149.184]","[32, 39, 171, 155]",0.8039254036759036
Bengal_200,5,"[8.75, 15.2, 215.25, 199.5]","[19, 56, 205, 144]",0.6874328678839957
staffordshire_bull_terrier_82,1,"[73.47200000000001, 33.824, 104.384, 161.728]","[48, 32, 146, 114]",0.536722845160187
english_cocker_spaniel_79,12,"[17.024, 47.408, 206.528, 139.328]","[37, 90, 101, 89]",0.312387780884302
Maine_Coon_84,20,"[53.576, 64.96000000000001, 100.352, 143.808]","[58, 62, 101, 116]",0.7085663890106939
miniature_pinscher_75,21,"[49.448, 31.36, 118.272, 192.64000000000001]","[69, 68, 98, 122]",0.5247561002466525
german_shorthaired_40,14,"[63.168, 60.664, 75.712, 68.096]","[61, 42, 97, 98]",0.5423610721649482
Persian_71,20,"[7.168, 73.24799999999999, 94.528, 121.85600000000001]","[0, 68, 120, 109]",0.6630550328519262
wheaten_terrier_36,16,"[84.936, 23.744, 79.296, 175.168]","[75, 31, 86, 66]",0.3451298843065809
american_pit_bull_terrier_67,2,"[87.584, 60.928000000000004, 107.968, 162.624]","[72, 81, 127, 114]",0.6239078619689941
english_cocker_spaniel_199,12,"[38.08, 68.712, 185.024, 104.384]","[69, 72, 85, 72]",0.3168760541658599
pug_3,25,"[38.448, 38.08, 147.392, 134.4]","[38, 51, 149, 98]",0.7234119411658457
Bombay_39,7,"[1.344, 58.016000000000005, 190.848, 114.688]","[29, 70, 158, 117]",0.6720256936954647
British_Shorthair_63,9,"[81.984, 82.24799999999999, 142.016, 61.824]","[63, 66, 131, 88]",0.5174790464120899
scottish_terrier_98,30,"[84.224, 82.352, 77.504, 90.048]","[79, 76, 82, 76]",0.6799899303049947
keeshond_53,18,"[2.688, 22.240000000000002, 206.976, 181.888]","[21, 45, 203, 143]",0.6796305188536831
havanese_72,16,"[50.176, 37.0, 173.824, 149.184]","[62, 37, 127, 135]",0.6611583731256503
yorkshire_terrier_28,36,"[1.344, 24.928, 123.2, 168.0]","[28, 49, 105, 121]",0.5378179858767476
Persian_233,23,"[62.720000000000006, 89.22666666666666, 67.94666666666667, 105.28]","[57, 85, 85, 72]",0.5312334393108066
Maine_Coon_66,20,"[37.632, 44.128, 186.368, 134.848]","[41, 68, 130, 83]",0.42934419017814757
Birman_74,6,"[33.792, 14.784, 155.45600000000002, 188.608]","[29, 47, 155, 130]",0.6521359299470543
scottish_terrier_44,30,"[38.480000000000004, 10.752, 144.256, 190.4]","[90, 34, 106, 75]",0.24437529253920595
Abyssinian_49,0,"[37.448, 17.024, 147.84, 206.976]","[34, 67, 161, 124]",0.5687711291107683
basset_hound_67,3,"[0.0, 72.392, 106.176, 113.34400000000001]","[0, 79, 122, 98]",0.7659272706119385
american_pit_bull_terrier_86,2,"[59.36, 25.984, 135.744, 198.016]","[52, 43, 145, 143]",0.6882717705588483
chihuahua_40,10,"[53.76, 40.24, 167.104, 145.6]","[21, 66, 139, 97]",0.3746276219004069
miniature_pinscher_37,21,"[55.775999999999996, 14.784, 125.888, 195.328]","[59, 29, 123, 157]",0.7815148586220183
basset_hound_87,3,"[46.096000000000004, 65.408, 135.744, 158.592]","[51, 56, 106, 110]",0.4733707457762744
havanese_82,16,"[46.592, 49.544, 136.192, 135.296]","[41, 63, 146, 88]",0.6213223453134835
leonberger_72,19,"[40.096000000000004, 22.848, 116.928, 195.776]","[41, 29, 148, 128]",0.5503531170030311
scottish_terrier_48,30,"[17.472, 45.352000000000004, 155.008, 150.976]","[60, 53, 124, 128]",0.5787439133099246
pug_201,25,"[82.13333333333334, 57.120000000000005, 104.53333333333333, 120.96000000000001]","[72, 53, 109, 79]",0.5344369449624521
leonberger_40,19,"[28.896, 0.896, 165.312, 218.624]","[29, 0, 154, 141]",0.5947221258475648
beagle_195,1,"[44.616, 8.064, 107.968, 203.84]","[49, 40, 139, 120]",0.4733804767186598
chihuahua_4,31,"[0.448, 33.376, 196.22400000000002, 162.17600000000002]","[25, 49, 119, 109]",0.40760053962457604
samoyed_71,15,"[88.70400000000001, 67.98400000000001, 85.12, 82.432]","[67, 63, 117, 89]",0.673831925477768
english_cocker_spaniel_54,12,"[63.168, 39.24, 103.488, 146.048]","[74, 45, 105, 99]",0.5615078105597471
pomeranian_92,24,"[59.400000000000006, 30.016000000000002, 124.544, 170.68800000000002]","[44, 30, 133, 139]",0.6984643540385479
keeshond_24,18,"[73.424, 73.92, 58.688, 104.83200000000001]","[60, 78, 84, 102]",0.6713561091137715
Egyptian_Mau_210,5,"[43.30666666666667, 28.746666666666666, 150.08, 149.33333333333334]","[66, 46, 125, 128]",0.7139049649710629
