index,pred_class,true_bbox,cam_bboxes,resnet_iou
german_shorthaired_47,14,"[66.176, 20.16, 130.816, 190.848]","[42, 20, 136, 148]",0.5788149011569136
japanese_chin_95,17,"[0.0, 26.032, 217.28, 174.72]","[0, 44, 224, 150]",0.836310714433516
scottish_terrier_55,30,"[34.944, 38.512, 104.83200000000001, 140.224]","[37, 29, 144, 131]",0.592376079640163
basset_hound_88,3,"[3.584, 38.792, 159.936, 132.16]","[58, 33, 147, 141]",0.4995062047941101
Bombay_42,7,"[1.792, 104.16, 155.008, 90.496]","[44, 81, 133, 143]",0.44695927693250087
leonberger_41,19,"[0.0, 46.816, 196.22400000000002, 149.184]","[28, 45, 147, 148]",0.7274452558928917
keeshond_96,18,"[28.0, 4.48, 105.28, 219.52]","[0, 0, 170, 188]",0.5404459402608329
Ragdoll_254,26,"[0.0, 40.986666666666665, 224.0, 144.85333333333335]","[35, 37, 189, 157]",0.7879971524130613
Russian_Blue_201,27,"[65.72800000000001, 38.976, 104.384, 168.448]","[43, 16, 149, 158]",0.5214154596428975
Ragdoll_67,26,"[3.584, 54.616, 209.66400000000002, 121.85600000000001]","[39, 67, 167, 157]",0.5459543737080723
pug_82,25,"[57.792, 48.647999999999996, 164.416, 136.192]","[27, 50, 197, 150]",0.7446472245941578
staffordshire_bull_terrier_90,34,"[15.68, 43.272, 163.072, 127.68]","[0, 21, 189, 153]",0.7200274219317357
german_shorthaired_53,14,"[34.688, 33.6, 154.56, 190.4]","[38, 48, 186, 155]",0.6733760002647151
yorkshire_terrier_78,36,"[17.92, 26.928, 151.424, 173.824]","[25, 0, 174, 197]",0.6809625728545463
pug_199,25,"[44.800000000000004, 33.6, 133.28, 160.16000000000003]","[51, 30, 173, 141]",0.6174618611179228
great_pyrenees_70,15,"[51.968, 38.304, 137.984, 153.216]","[0, 16, 166, 137]",0.42458346152997833
german_shorthaired_200,14,"[0.0, 73.28800000000001, 154.112, 112.44800000000001]","[18, 63, 158, 138]",0.6423317553620806
keeshond_89,18,"[6.72, 37.448, 217.28, 146.94400000000002]","[0, 44, 187, 145]",0.7502972698415976
great_pyrenees_196,15,"[19.712, 58.704, 175.616, 115.584]","[0, 30, 158, 126]",0.5029569896949196
havanese_85,16,"[76.608, 51.888, 113.34400000000001, 133.504]","[63, 53, 161, 136]",0.6814009896913389
japanese_chin_61,17,"[43.904, 78.176, 120.512, 75.712]","[64, 60, 142, 126]",0.3916188694052697
american_bulldog_57,1,"[34.944, 73.736, 142.016, 112.896]","[32, 81, 172, 143]",0.5853623296535577
boxer_196,8,"[0.0, 58.775999999999996, 163.52, 133.056]","[37, 43, 140, 132]",0.5759158041143031
havanese_199,16,"[86.016, 81.312, 113.792, 110.208]","[60, 74, 164, 131]",0.5837269007633584
english_setter_45,13,"[44.800000000000004, 62.536, 179.20000000000002, 123.648]","[0, 56, 202, 146]",0.6034183262420365
Maine_Coon_99,20,"[45.472, 35.392, 150.528, 188.608]","[33, 27, 158, 160]",0.6980354654213281
British_Shorthair_278,9,"[73.47200000000001, 49.992000000000004, 122.304, 135.744]","[39, 20, 165, 173]",0.5816091846558065
staffordshire_bull_terrier_49,2,"[39.24, 35.392, 142.464, 127.232]","[42, 27, 158, 143]",0.7746652923800535
havanese_32,12,"[28.672, 44.616, 166.208, 125.888]","[0, 29, 183, 142]",0.7069486131565078
havanese_35,16,"[32.256, 5.824, 167.104, 191.296]","[0, 31, 147, 138]",0.434807570501682
Sphynx_44,33,"[82.88, 25.136, 140.224, 176.064]","[51, 34, 173, 159]",0.7456782042575468
newfoundland_52,22,"[33.376, 21.056, 126.784, 171.136]","[61, 0, 141, 178]",0.4982773604648
scottish_terrier_71,30,"[1.344, 47.888, 159.04, 142.912]","[27, 52, 152, 144]",0.7092549235733643
Bengal_32,5,"[33.152, 40.136, 142.912, 143.36]","[43, 57, 181, 167]",0.4967730960209515
wheaten_terrier_47,35,"[62.72, 28.448, 99.008, 167.104]","[30, 0, 147, 159]",0.4788722936102082
boxer_2,1,"[0.0, 67.464, 134.4, 119.168]","[17, 51, 140, 137]",0.6597386684131026
wheaten_terrier_41,35,"[72.80000000000001, 60.032000000000004, 76.608, 107.968]","[35, 37, 148, 144]",0.3881011891891892
Bengal_64,5,"[45.248, 41.888, 173.824, 141.12]","[46, 44, 159, 152]",0.8310446085479287
pomeranian_63,24,"[0.896, 40.992000000000004, 178.752, 155.008]","[35, 44, 189, 145]",0.6143689492692116
beagle_91,4,"[22.400000000000002, 58.464, 140.224, 86.464]","[65, 41, 159, 139]",0.3273674212138095
great_pyrenees_34,15,"[75.712, 62.944, 70.784, 128.576]","[38, 32, 149, 137]",0.34112095744013676
great_pyrenees_91,15,"[0.0, 30.64, 175.616, 185.92000000000002]","[30, 0, 155, 194]",0.6109987649825532
miniature_pinscher_30,21,"[57.792, 42.928, 111.552, 142.912]","[40, 52, 145, 128]",0.7060440489661597
Sphynx_250,33,"[13.542268041237113, 2.7711340206185566, 185.2041237113402, 219.3814432989691]","[28, 0, 196, 207]",0.7526566971677784
english_setter_22,13,"[28.0, 70.784, 109.76, 152.768]","[29, 43, 153, 161]",0.5383635945933949
Ragdoll_255,26,"[0.0, 28.746666666666666, 223.25333333333333, 165.76000000000002]","[0, 54, 224, 170]",0.7175227597439124
japanese_chin_36,17,"[72.57600000000001, 37.0, 72.128, 23.744]","[41, 29, 148, 128]",0.09040367567567568
miniature_pinscher_84,21,"[44.647999999999996, 14.784, 109.76, 177.856]","[49, 0, 141, 170]",0.6030492755812862
chihuahua_52,10,"[47.04, 42.376, 119.616, 143.808]","[63, 41, 161, 155]",0.5470262732632776
english_cocker_spaniel_3,12,"[56.0, 45.472, 107.52, 150.08]","[21, 38, 171, 142]",0.5573077900990745
shiba_inu_72,31,"[36.288000000000004, 35.24, 138.43200000000002, 155.45600000000002]","[0, 36, 203, 166]",0.6335160991014479
beagle_47,4,"[0.0, 26.240000000000002, 224.0, 170.68800000000002]","[67, 81, 157, 143]",0.4284087605205637
keeshond_91,18,"[77.056, 59.848, 92.736, 113.792]","[61, 70, 135, 124]",0.5435728318741013
Sphynx_57,21,"[103.04, 73.28800000000001, 45.696, 91.392]","[49, 50, 144, 146]",0.19864197260273966
leonberger_39,19,"[31.136, 30.016000000000002, 159.04, 172.928]","[0, 0, 141, 154]",0.3826757514801646
staffordshire_bull_terrier_40,1,"[61.775999999999996, 16.576, 108.864, 198.464]","[33, 0, 146, 118]",0.39728546895776357
British_Shorthair_60,9,"[0.0, 49.056, 162.17600000000002, 129.472]","[33, 28, 162, 164]",0.5422945107121219
german_shorthaired_2,14,"[1.344, 56.224000000000004, 222.656, 137.984]","[60, 77, 164, 130]",0.5856676456527048
shiba_inu_29,31,"[37.632, 38.0, 132.16, 148.736]","[0, 20, 191, 156]",0.5842753835023528
beagle_98,4,"[50.176, 62.728, 77.952, 127.68]","[25, 53, 152, 136]",0.47364403407315914
Russian_Blue_88,27,"[31.36, 46.584, 160.38400000000001, 129.92000000000002]","[0, 30, 160, 150]",0.5942540729990367
english_cocker_spaniel_9,12,"[38.344, 3.136, 146.496, 220.864]","[16, 0, 148, 143]",0.4889352972483436
yorkshire_terrier_23,36,"[50.848, 39.872, 104.83200000000001, 167.552]","[18, 31, 163, 167]",0.5876461999377686
Bombay_221,7,"[10.32258064516129, 76.96774193548387, 191.48387096774192, 108.38709677419355]","[22, 58, 153, 136]",0.6638825763067048
saint_bernard_195,28,"[0.448, 40.992000000000004, 200.256, 154.56]","[48, 59, 176, 124]",0.5595491773266916
chihuahua_51,31,"[38.0, 96.768, 107.52, 89.152]","[31, 90, 149, 134]",0.4800973174396474
yorkshire_terrier_93,16,"[74.088, 50.176, 101.248, 114.688]","[40, 39, 157, 147]",0.5031383779193207
Egyptian_Mau_58,11,"[0.0, 27.272, 189.952, 137.984]","[0, 32, 189, 192]",0.6749769753306488
havanese_30,16,"[51.968, 37.448, 129.92000000000002, 147.84]","[39, 34, 164, 148]",0.7603571515931195
american_bulldog_99,1,"[38.344, 3.584, 146.94400000000002, 220.416]","[27, 0, 161, 159]",0.6497073914463466
keeshond_197,18,"[1.792, 40.544, 217.28, 153.66400000000002]","[0, 29, 198, 149]",0.7508311921423974
yorkshire_terrier_96,16,"[0.0, 37.896, 174.272, 144.704]","[39, 26, 185, 152]",0.5511635453000076
Egyptian_Mau_4,11,"[21.28, 64.60000000000001, 194.88000000000002, 153.44000000000003]","[28, 77, 166, 147]",0.7578930336449211
beagle_33,4,"[127.232, 58.232, 46.592, 92.288]","[72, 36, 152, 135]",0.2095459306042885
basset_hound_71,3,"[0.0, 65.672, 146.496, 120.06400000000001]","[0, 38, 170, 154]",0.6718447572192514
basset_hound_195,3,"[37.448, 1.792, 116.48, 155.45600000000002]","[0, 0, 193, 158]",0.5938058267200104
Siamese_97,32,"[51.52, 30.240000000000002, 136.192, 165.312]","[25, 0, 135, 143]",0.41343219658179386
beagle_23,4,"[46.144, 37.0, 176.96, 142.016]","[39, 44, 185, 147]",0.8402851037430205
Abyssinian_8,0,"[67.648, 50.888, 156.352, 134.848]","[54, 62, 148, 129]",0.7058627192752166
english_setter_33,14,"[61.6, 90.944, 66.752, 96.768]","[0, 75, 140, 121]",0.3813139041322314
german_shorthaired_26,14,"[47.712, 3.136, 148.288, 220.864]","[57, 0, 167, 224]",0.7780176029278449
leonberger_63,19,"[0.0, 28.896, 223.552, 166.656]","[0, 0, 195, 182]",0.6960732678159347
staffordshire_bull_terrier_20,34,"[47.04, 33.2, 143.36, 160.832]","[57, 0, 148, 171]",0.6131112676499944
Bombay_67,7,"[28.0, 0.0, 167.552, 224.0]","[0, 60, 224, 164]",0.587284565300651
chihuahua_43,10,"[39.24, 2.688, 140.672, 220.416]","[29, 25, 177, 154]",0.5918844847511898
boxer_49,8,"[48.832, 34.512, 173.824, 162.624]","[27, 32, 197, 150]",0.7966487698025072
boxer_45,8,"[80.64, 44.272, 75.712, 139.328]","[42, 30, 143, 145]",0.4628084409426764
keeshond_36,18,"[41.2, 54.13333333333333, 126.93333333333334, 145.13333333333333]","[57, 38, 148, 152]",0.5848154206162505
keeshond_97,18,"[22.848, 28.0, 167.552, 168.0]","[0, 0, 195, 181]",0.6780381440255943
newfoundland_76,22,"[75.632, 63.168, 102.144, 136.192]","[43, 59, 160, 148]",0.5874660324324325
yorkshire_terrier_196,36,"[58.24, 50.44, 88.256, 116.928]","[37, 37, 158, 154]",0.4241162899884925
pomeranian_9,36,"[24.192, 83.24799999999999, 103.04, 88.256]","[0, 55, 175, 135]",0.3849269096296295
beagle_71,4,"[45.696, 67.016, 128.12800000000001, 98.11200000000001]","[97, 28, 127, 141]",0.3285605713444512
Ragdoll_264,26,"[0.0, 53.08108108108108, 198.05405405405406, 112.43243243243244]","[66, 31, 158, 146]",0.48697504854714113
saint_bernard_91,28,"[22.848, 49.992000000000004, 201.15200000000002, 120.96000000000001]","[0, 24, 159, 123]",0.43049584416749365
Birman_81,6,"[10.0, 46.0, 214.0, 113.0]","[0, 16, 152, 146]",0.5290820364020048
german_shorthaired_86,14,"[21.952, 49.992000000000004, 155.008, 131.264]","[38, 39, 165, 137]",0.6882376221570162
pug_196,25,"[45.17333333333333, 35.093333333333334, 150.82666666666668, 167.25333333333333]","[0, 26, 171, 131]",0.4750692737049117
pomeranian_25,24,"[38.528, 28.448, 175.168, 166.656]","[37, 36, 167, 146]",0.8212879200433435
Birman_65,6,"[0.0, 65.224, 166.208, 120.512]","[0, 67, 188, 157]",0.661995583802046
samoyed_66,29,"[66.304, 24.240000000000002, 99.008, 178.752]","[47, 34, 152, 161]",0.6077215842975988
Birman_78,6,"[38.344, 10.304, 146.94400000000002, 213.696]","[20, 0, 204, 175]",0.5641245829395516
keeshond_57,18,"[35.392, 42.784, 105.28, 100.8]","[29, 17, 152, 138]",0.5059221967963388
german_shorthaired_199,14,"[51.968, 42.824, 172.032, 142.912]","[82, 75, 142, 127]",0.5846646492757166
havanese_37,16,"[42.376, 11.648, 144.256, 212.352]","[25, 0, 158, 155]",0.5765515397863642
basset_hound_93,3,"[50.176, 50.44, 173.824, 94.08]","[25, 36, 165, 146]",0.4820541938207434
basset_hound_47,3,"[48.304, 15.68, 136.192, 191.296]","[33, 0, 191, 174]",0.5715541132359232
basset_hound_90,3,"[13.888, 59.848, 107.072, 120.512]","[0, 53, 128, 133]",0.7579570526315791
pomeranian_50,24,"[37.896, 45.696, 138.88, 157.696]","[38, 36, 153, 135]",0.6909620447426524
boxer_64,8,"[0.448, 1.344, 215.936, 222.656]","[0, 27, 224, 197]",0.8564739014396742
British_Shorthair_2,9,"[18.330909090909092, 21.17818181818182, 170.24, 197.93454545454546]","[60, 0, 164, 152]",0.40234619070978317
wheaten_terrier_29,35,"[42.824, 124.544, 58.24, 91.84]","[26, 101, 125, 123]",0.34788693333333337
Ragdoll_8,26,"[0.0, 39.688, 179.20000000000002, 141.568]","[0, 24, 188, 172]",0.7845430974764974
Maine_Coon_85,20,"[75.488, 8.96, 112.0, 215.04]","[47, 0, 149, 146]",0.503393899639226
scottish_terrier_49,30,"[50.624, 53.800000000000004, 116.928, 111.552]","[23, 34, 157, 141]",0.5892195083344626
great_pyrenees_47,15,"[12.992, 25.136, 146.496, 176.064]","[0, 18, 162, 145]",0.6943691924931195
basset_hound_95,3,"[36.288000000000004, 37.448, 187.71200000000002, 148.736]","[24, 39, 173, 146]",0.7896709846047
staffordshire_bull_terrier_51,14,"[86.464, 49.784, 59.584, 107.072]","[42, 67, 140, 124]",0.2912019299932982
Birman_6,6,"[44.352000000000004, 44.168, 168.0, 133.504]","[20, 0, 133, 149]",0.36912852074090496
Persian_91,23,"[19.264, 3.584, 189.056, 219.52]","[33, 0, 157, 160]",0.5838046680516612
english_setter_38,13,"[99.904, 78.768, 72.57600000000001, 71.68]","[75, 45, 132, 130]",0.30316128671328685
Bengal_44,5,"[157.696, 157.92000000000002, 59.584, 37.632]","[38, 47, 129, 120]",0.004789735282022002
american_pit_bull_terrier_42,34,"[2.24, 36.376, 202.94400000000002, 157.248]","[34, 0, 161, 181]",0.6164954939311592
pomeranian_83,24,"[79.072, 84.224, 59.136, 90.496]","[45, 60, 136, 132]",0.29810447058823525
beagle_28,4,"[47.304, 8.064, 137.536, 215.936]","[20, 0, 204, 165]",0.5166856725269389
chihuahua_1,10,"[61.192, 58.688, 84.672, 133.504]","[28, 46, 146, 137]",0.5065250799660254
British_Shorthair_93,9,"[45.696, 39.168, 178.304, 153.216]","[34, 45, 166, 152]",0.7629197874047536
Ragdoll_33,26,"[0.0, 38.792, 224.0, 146.048]","[48, 0, 176, 181]",0.6329603169721905
Bengal_49,5,"[89.60000000000001, 68.36, 70.336, 100.352]","[56, 46, 127, 136]",0.40865900138953215
Persian_44,23,"[26.472, 12.544, 184.576, 171.136]","[20, 0, 180, 175]",0.8078264158387384
german_shorthaired_30,14,"[0.0, 75.08, 153.216, 111.552]","[23, 76, 168, 129]",0.5914424565253484
american_bulldog_66,1,"[7.6160000000000005, 49.096000000000004, 158.144, 131.264]","[22, 24, 176, 148]",0.6063806187553489
newfoundland_67,22,"[11.648, 71.00800000000001, 211.904, 124.992]","[25, 49, 161, 156]",0.6392824529455153
Persian_37,23,"[20.16, 94.344, 145.15200000000002, 88.70400000000001]","[62, 62, 162, 137]",0.3537562193424245
pug_21,25,"[27.648, 18.368000000000002, 178.752, 201.15200000000002]","[0, 0, 224, 181]",0.6129261048604376
chihuahua_76,10,"[42.544, 18.368000000000002, 129.024, 177.40800000000002]","[50, 0, 154, 156]",0.554353998077649
Bengal_40,5,"[65.856, 12.096, 120.512, 185.92000000000002]","[40, 0, 165, 180]",0.6348829752111336
american_bulldog_9,1,"[0.0, 37.0, 224.0, 149.632]","[0, 38, 193, 162]",0.7946783818710125
boxer_5,8,"[28.672, 45.512, 142.912, 133.056]","[0, 28, 169, 140]",0.674407694782462
american_pit_bull_terrier_44,34,"[79.296, 37.0, 70.336, 124.544]","[37, 54, 161, 133]",0.3345707966026547
american_bulldog_216,1,"[0.0, 42.376, 221.76, 125.888]","[37, 39, 187, 145]",0.732042057534897
german_shorthaired_58,14,"[94.976, 62.768, 112.44800000000001, 113.792]","[96, 53, 128, 136]",0.7235095529967877
Abyssinian_30,0,"[44.616, 59.136, 138.88, 96.32000000000001]","[62, 40, 162, 133]",0.5039741422703767
samoyed_5,29,"[86.24000000000001, 80.64, 47.04, 72.57600000000001]","[52, 37, 136, 139]",0.18059537875581885
scottish_terrier_63,30,"[78.21600000000001, 64.96000000000001, 77.504, 139.776]","[54, 45, 141, 141]",0.43974282164726536
pug_67,25,"[64.06400000000001, 38.0, 103.488, 141.568]","[40, 50, 158, 139]",0.5778665918285308
chihuahua_20,10,"[32.704, 39.647999999999996, 162.17600000000002, 133.504]","[32, 29, 172, 140]",0.8474726016805886
scottish_terrier_198,30,"[73.47200000000001, 47.752, 132.16, 137.088]","[75, 51, 149, 138]",0.8248717781485688
Abyssinian_77,0,"[48.384, 49.056, 137.088, 146.496]","[0, 49, 162, 155]",0.5830169006353916
Abyssinian_40,0,"[24.904009720534628, 28.26609963547995, 199.09599027946535, 170.65370595382745]","[0, 51, 178, 156]",0.5792014082780589
staffordshire_bull_terrier_36,2,"[11.648, 44.576, 171.584, 148.736]","[21, 40, 174, 138]",0.7761890414845515
havanese_193,16,"[87.36, 31.584, 136.64000000000001, 163.968]","[63, 42, 161, 138]",0.731821944539059
leonberger_54,19,"[33.6, 35.616, 190.4, 159.936]","[17, 30, 179, 145]",0.6702810181921139
leonberger_52,19,"[77.056, 83.55199999999999, 55.552, 91.392]","[45, 57, 128, 129]",0.3074738604651163
Maine_Coon_63,20,"[37.24, 8.064, 150.976, 214.592]","[32, 0, 192, 187]",0.6543200160944331
staffordshire_bull_terrier_96,34,"[33.792, 58.24, 157.248, 160.38400000000001]","[20, 49, 170, 175]",0.8374312897086598
British_Shorthair_78,23,"[36.0, 32.256, 116.928, 191.744]","[48, 35, 150, 123]",0.461525481730932
Sphynx_27,33,"[0.448, 27.856, 223.552, 178.304]","[0, 44, 195, 180]",0.726729864399708
english_setter_29,13,"[38.976, 10.752, 182.336, 213.248]","[28, 38, 171, 140]",0.5542720785774315
american_pit_bull_terrier_28,1,"[107.968, 68.80799999999999, 116.032, 116.928]","[76, 38, 148, 147]",0.6172676852461805
Birman_70,6,"[2.688, 49.544, 220.864, 135.296]","[0, 30, 162, 149]",0.6175535769712511
great_pyrenees_6,15,"[25.536, 56.263999999999996, 198.464, 129.92000000000002]","[27, 24, 170, 151]",0.6455246913232806
Bengal_61,5,"[0.0, 32.928, 203.84, 158.144]","[0, 46, 165, 161]",0.6865749058772993
german_shorthaired_74,14,"[67.648, 61.192, 98.56, 125.44]","[44, 67, 161, 131]",0.5442779095036727
chihuahua_69,10,"[34.944, 1.792, 189.056, 218.624]","[34, 0, 157, 144]",0.5315831979864065
chihuahua_55,21,"[65.224, 3.136, 112.896, 220.864]","[36, 0, 164, 224]",0.678752780487805
Bengal_38,5,"[0.0, 49.544, 181.888, 135.744]","[0, 50, 193, 174]",0.7309462920677074
english_setter_62,13,"[66.304, 12.928, 100.8, 194.43200000000002]","[30, 0, 158, 161]",0.4956864262095078
miniature_pinscher_85,21,"[47.304, 21.504, 123.2, 202.496]","[47, 0, 153, 224]",0.727926797385621
american_pit_bull_terrier_74,34,"[54.656, 63.84, 134.848, 132.16]","[69, 43, 133, 181]",0.6132693117353314
japanese_chin_71,17,"[39.688, 84.224, 146.94400000000002, 137.984]","[41, 72, 149, 152]",0.8802336971737148
basset_hound_55,3,"[71.68, 71.456, 81.08800000000001, 117.824]","[43, 48, 141, 149]",0.4547628403065355
Bombay_79,7,"[27.62666666666667, 27.0, 195.62666666666667, 162.02666666666667]","[70, 43, 154, 132]",0.6362400132259394
Bombay_5,7,"[71.07737397420868, 23.371629542790153, 89.81008206330598, 175.15592028135993]","[45, 0, 151, 163]",0.4510198607371273
Bengal_28,5,"[67.016, 12.096, 86.912, 194.43200000000002]","[52, 0, 155, 224]",0.4867072
havanese_76,16,"[4.928, 11.584, 218.17600000000002, 204.73600000000002]","[0, 37, 190, 164]",0.6674148665683093
Birman_61,6,"[0.0, 66.12, 164.864, 119.168]","[0, 58, 204, 166]",0.5801592591542643
keeshond_66,18,"[78.848, 87.232, 102.144, 99.904]","[50, 61, 146, 137]",0.5101786909309071
staffordshire_bull_terrier_200,34,"[74.816, 72.80000000000001, 103.936, 123.2]","[61, 67, 163, 138]",0.5692591446607983
leonberger_87,19,"[67.648, 40.544, 106.624, 155.008]","[50, 38, 174, 149]",0.5818545616373249
Bengal_197,5,"[20.906666666666666, 37.24, 203.09333333333333, 150.82666666666668]","[19, 32, 205, 139]",0.8499626727101562
pomeranian_95,24,"[45.96, 56.448, 135.744, 167.552]","[27, 56, 161, 136]",0.7012387700397807
Ragdoll_54,26,"[5.824, 39.344, 217.728, 143.808]","[0, 30, 146, 152]",0.59681547341992
saint_bernard_198,28,"[31.808, 48.647999999999996, 119.168, 134.848]","[52, 68, 145, 136]",0.4693005216756439
yorkshire_terrier_48,36,"[51.968, 37.0, 90.944, 134.4]","[30, 28, 150, 144]",0.5658737777777778
english_setter_31,13,"[24.896, 19.264, 175.168, 201.6]","[29, 0, 168, 178]",0.6917638199364086
Maine_Coon_54,26,"[42.376, 7.168, 143.36, 183.232]","[39, 21, 164, 157]",0.7627439157140212
Egyptian_Mau_43,11,"[0.0, 28.0, 224.0, 167.552]","[0, 34, 207, 173]",0.8380978464305897
yorkshire_terrier_34,36,"[2.688, 37.0, 174.72, 148.736]","[62, 47, 162, 146]",0.4761296334864611
British_Shorthair_55,9,"[0.448, 44.616, 219.072, 141.568]","[0, 58, 205, 150]",0.7377002125671014
Egyptian_Mau_36,11,"[38.5719298245614, 18.07719298245614, 146.97543859649122, 205.92280701754385]","[59, 68, 165, 156]",0.5443767277775211
yorkshire_terrier_197,36,"[5.824, 32.928, 166.208, 163.072]","[0, 22, 200, 174]",0.7788468671264368
shiba_inu_34,31,"[56.448, 38.0, 129.024, 147.84]","[22, 30, 159, 147]",0.6887847188599582
american_pit_bull_terrier_22,33,"[0.0, 78.768, 203.84, 90.496]","[42, 59, 182, 141]",0.49709656695595333
yorkshire_terrier_61,36,"[3.584, 28.0, 185.472, 167.552]","[0, 40, 202, 159]",0.8400542395243558
Egyptian_Mau_201,5,"[1.973568281938326, 18.77533039647577, 222.02643171806167, 199.33039647577093]","[0, 27, 197, 197]",0.8138598049670062
american_bulldog_60,1,"[28.224, 59.808, 195.328, 136.64000000000001]","[22, 55, 176, 132]",0.7623042159850534
Bombay_214,7,"[11.946666666666667, 55.64, 119.46666666666667, 135.89333333333335]","[0, 43, 118, 132]",0.6609437763902406
Bengal_198,11,"[4.027027027027027, 21.18918918918919, 189.4918918918919, 187.07027027027027]","[19, 46, 205, 152]",0.6618246856227057
english_setter_193,13,"[53.088, 21.952, 142.464, 195.776]","[62, 34, 142, 145]",0.6650997828764896
Maine_Coon_80,20,"[41.888, 46.592, 106.176, 174.72]","[18, 42, 154, 147]",0.5800165577134475
Maine_Coon_246,20,"[27.62666666666667, 12.24, 173.2266666666667, 199.36]","[22, 75, 160, 149]",0.5655418032442431
Maine_Coon_33,20,"[12.544, 69.16, 211.45600000000002, 105.72800000000001]","[0, 45, 140, 132]",0.49251098667190624
keeshond_27,18,"[8.96, 53.088, 176.512, 134.4]","[47, 45, 177, 140]",0.6040963546636998
Ragdoll_87,26,"[17.024, 38.792, 133.504, 146.94400000000002]","[0, 43, 192, 181]",0.5396144036855641
Birman_73,6,"[5.376, 55.775999999999996, 57.344, 91.84]","[47, 27, 177, 153]",0.04671681870190337
Ragdoll_2,26,"[33.39636363636364, 40.14545454545455, 147.43272727272728, 138.47272727272727]","[73, 22, 151, 147]",0.4838149991777134
saint_bernard_58,28,"[54.656, 39.688, 116.928, 145.6]","[43, 30, 164, 139]",0.6121406163907898
Birman_28,6,"[19.264, 52.64, 195.328, 131.264]","[0, 36, 169, 143]",0.6125981389897961
wheaten_terrier_19,35,"[34.944, 57.608000000000004, 159.936, 123.648]","[39, 46, 133, 125]",0.707382615294073
wheaten_terrier_60,35,"[73.024, 28.448, 150.976, 134.4]","[34, 0, 190, 167]",0.6394949385439647
yorkshire_terrier_41,36,"[5.376, 55.816, 189.504, 97.664]","[0, 43, 178, 144]",0.6179911700607859
Ragdoll_68,26,"[9.856, 12.824, 213.248, 203.392]","[0, 26, 224, 181]",0.8516923604472472
boxer_4,34,"[33.152, 58.056, 89.152, 118.72]","[0, 47, 160, 143]",0.46259289510489515
beagle_59,4,"[62.984, 61.376000000000005, 112.896, 124.544]","[29, 79, 135, 145]",0.47298810429971794
staffordshire_bull_terrier_50,34,"[70.336, 45.848, 125.888, 146.496]","[63, 29, 161, 150]",0.6489483802129993
great_pyrenees_24,15,"[43.904, 40.16, 143.808, 152.32]","[0, 0, 193, 159]",0.4813895291813789
Ragdoll_228,6,"[30.613333333333333, 46.21333333333333, 166.50666666666666, 139.62666666666667]","[0, 51, 200, 173]",0.634284017806761
saint_bernard_87,28,"[0.448, 43.68, 211.008, 144.256]","[51, 34, 173, 134]",0.5923952119951907
Russian_Blue_51,27,"[61.192, 4.928, 119.168, 215.936]","[39, 0, 165, 159]",0.5463248082564258
american_pit_bull_terrier_204,2,"[32.10666666666667, 54.413333333333334, 121.70666666666668, 123.2]","[37, 32, 168, 140]",0.5543374787480344
Abyssinian_224,0,"[51.14666666666667, 11.200000000000001, 133.65333333333334, 212.8]","[58, 26, 166, 161]",0.5874318113944531
Birman_63,6,"[32.032, 4.928, 160.832, 215.488]","[0, 0, 224, 185]",0.6144204824391625
staffordshire_bull_terrier_83,34,"[94.528, 28.0, 55.552, 135.296]","[54, 32, 170, 144]",0.2952673458178314
Siamese_30,32,"[56.672, 25.984, 138.88, 198.016]","[25, 53, 175, 153]",0.6433752526516169
havanese_22,16,"[57.344, 45.512, 92.736, 128.576]","[41, 31, 157, 141]",0.5252870032778106
beagle_79,4,"[62.72, 66.568, 67.2, 77.504]","[41, 32, 135, 127]",0.3037777077865268
British_Shorthair_263,9,"[28.746666666666666, 14.186666666666667, 147.09333333333333, 209.81333333333333]","[0, 24, 224, 151]",0.5229209554415868
chihuahua_193,10,"[66.45333333333333, 61.30666666666667, 84.37333333333333, 118.72]","[40, 37, 156, 142]",0.44652848854208843
boxer_87,8,"[61.824, 52.64, 159.04, 143.36]","[47, 37, 177, 163]",0.7902663477869046
german_shorthaired_91,14,"[61.152, 17.472, 73.024, 186.368]","[28, 35, 152, 132]",0.40106100890687113
english_setter_30,13,"[28.448, 69.888, 164.864, 153.66400000000002]","[19, 58, 152, 166]",0.7642948106475159
boxer_92,8,"[1.344, 22.240000000000002, 184.12800000000001, 178.752]","[22, 35, 173, 161]",0.7640373968947315
miniature_pinscher_33,21,"[49.448, 51.968, 61.824, 171.136]","[0, 41, 133, 128]",0.3552168865450212
scottish_terrier_38,30,"[59.120000000000005, 32.704, 117.824, 149.632]","[28, 23, 150, 125]",0.5959322415459816
saint_bernard_29,28,"[88.896, 26.88, 97.21600000000001, 169.792]","[52, 0, 130, 130]",0.40330336538450157
japanese_chin_198,17,"[67.392, 8.512, 119.168, 210.112]","[67, 0, 157, 136]",0.48696786176080326
Russian_Blue_21,27,"[16.039506172839506, 7.637037037037036, 207.4074074074074, 214.59753086419752]","[17, 21, 167, 203]",0.750071742225568
japanese_chin_4,17,"[55.104, 56.672, 107.52, 122.304]","[36, 40, 157, 138]",0.5992018189208584
keeshond_58,18,"[26.88, 52.912, 186.368, 146.048]","[43, 47, 164, 140]",0.7801278370649348
Birman_196,26,"[58.98666666666667, 41.49333333333333, 114.98666666666668, 141.86666666666667]","[17, 21, 162, 152]",0.5857586617771147
